Page location,Date,Sessions,language_test,drop_group,snowball_id,list_source,country,format
https://getskt.com/2023christmas2/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=46892,2023-12-14,1,Chinese Version,Drop 1 - Canada,46892,Brizo,Canada,3D card
https://getskt.com/2023christmas2/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=47949,2023-12-14,1,Chinese Version,Drop 1 - Canada,47949,Brizo,Canada,3D card
https://getskt.com/2023christmas2/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=47949,2023-12-15,1,Chinese Version,Drop 1 - Canada,47949,Brizo,Canada,3D card
https://getskt.com/2023christmas2/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=48118,2023-12-08,2,Chinese Version,Drop 1 - Canada,48118,Brizo,Canada,3D card
https://getskt.com/2023christmas2/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=48572,2023-12-28,1,Chinese Version,Drop 1 - Canada,48572,Brizo,Canada,3D card
https://getskt.com/2023christmas2/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=48902,2023-12-08,2,Chinese Version,Drop 1 - Canada,48902,Brizo,Canada,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=57277,2023-12-04,1,Chinese Version,Drop 1 - US,57277,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=57550,2023-12-04,1,Chinese Version,Drop 1 - US,57550,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=57912,2023-12-08,2,Chinese Version,Drop 1 - US,57912,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=59936,2023-12-05,1,Chinese Version,Drop 1 - US,59936,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=60285,2023-12-04,1,Chinese Version,Drop 1 - US,60285,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=60388,2023-12-05,1,Chinese Version,Drop 1 - US,60388,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=60625,2023-12-07,1,Chinese Version,Drop 1 - US,60625,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=61840,2023-12-04,1,Chinese Version,Drop 1 - US,61840,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=62238,2023-12-05,1,Chinese Version,Drop 1 - US,62238,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=62547,2023-12-10,1,Chinese Version,Drop 1 - US,62547,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=66164,2023-12-04,1,Chinese Version,Drop 1 - US,66164,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=66514,2023-12-02,1,Chinese Version,Drop 1 - US,66514,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=66590,2023-12-04,1,Chinese Version,Drop 1 - US,66590,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=66984,2023-12-07,1,Chinese Version,Drop 1 - US,66984,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=66984,2023-12-08,1,Chinese Version,Drop 1 - US,66984,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=68866,2023-12-07,1,Chinese Version,Drop 1 - US,68866,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=68898,2023-12-02,1,Chinese Version,Drop 1 - US,68898,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=69723,2023-12-05,1,Chinese Version,Drop 1 - US,69723,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=70302,2023-12-02,1,Chinese Version,Drop 1 - US,70302,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=70398,2023-12-16,1,Chinese Version,Drop 1 - US,70398,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=71939,2023-12-22,1,Chinese Version,Drop 1 - US,71939,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=71985,2023-12-12,1,Chinese Version,Drop 1 - US,71985,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=72704,2023-12-15,1,Chinese Version,Drop 1 - US,72704,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=72854,2023-12-08,1,Chinese Version,Drop 1 - US,72854,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=73207,2023-12-04,1,Chinese Version,Drop 1 - US,73207,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=73358,2023-12-06,1,Chinese Version,Drop 1 - US,73358,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=74324,2023-12-14,1,Chinese Version,Drop 1 - US,74324,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=74596,2023-12-04,1,Chinese Version,Drop 1 - US,74596,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=74743,2023-12-05,1,Chinese Version,Drop 1 - US,74743,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=75086,2023-12-20,1,Chinese Version,Drop 1 - US,75086,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=76463,2023-12-06,1,Chinese Version,Drop 1 - US,76463,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=76690,2023-12-04,1,Chinese Version,Drop 1 - US,76690,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=76722,2023-12-06,2,Chinese Version,Drop 1 - US,76722,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=76963,2023-12-02,1,Chinese Version,Drop 1 - US,76963,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=77424,2023-12-24,1,Chinese Version,Drop 1 - US,77424,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=77472,2023-12-02,1,Chinese Version,Drop 1 - US,77472,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=77683,2023-12-14,1,Chinese Version,Drop 1 - US,77683,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=77922,2023-12-04,1,Chinese Version,Drop 1 - US,77922,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=78301,2023-12-17,1,Chinese Version,Drop 1 - US,78301,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=78664,2023-12-02,1,Chinese Version,Drop 1 - US,78664,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=78868,2023-12-12,1,Chinese Version,Drop 1 - US,78868,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=79849,2023-12-11,1,Chinese Version,Drop 1 - US,79849,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=79977,2023-12-05,1,Chinese Version,Drop 1 - US,79977,PrintShop,United States,3D card
https://getskt.com/2023christmas3/?utm_source=printshopus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=80027,2023-12-07,1,Chinese Version,Drop 1 - US,80027,PrintShop,United States,3D card
https://getskt.com/2023christmas4/?utm_source=printshopcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=80293,2023-12-15,1,Chinese Version,Drop 1 - Canada,80293,PrintShop,Canada,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=80459,2023-12-04,2,Chinese Version,Drop 1 - US,80459,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=80622,2023-12-09,2,Chinese Version,Drop 1 - US,80622,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=80924,2023-12-05,1,Chinese Version,Drop 1 - US,80924,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=81126,2023-12-21,1,Chinese Version,Drop 1 - US,81126,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=83073,2023-12-07,1,Chinese Version,Drop 1 - US,83073,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=83392,2023-12-07,1,Chinese Version,Drop 1 - US,83392,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=83444,2023-12-26,1,Chinese Version,Drop 1 - US,83444,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=83660,2023-12-06,1,Chinese Version,Drop 1 - US,83660,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=83815,2023-12-07,1,Chinese Version,Drop 1 - US,83815,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=83972,2023-12-10,1,Chinese Version,Drop 1 - US,83972,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=83972,2023-12-11,1,Chinese Version,Drop 1 - US,83972,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=84117,2023-12-07,1,Chinese Version,Drop 1 - US,84117,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=84278,2023-12-18,1,Chinese Version,Drop 1 - US,84278,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=86141,2023-12-02,1,Chinese Version,Drop 1 - US,86141,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=86705,2023-12-05,1,Chinese Version,Drop 1 - US,86705,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=86839,2023-12-06,1,Chinese Version,Drop 1 - US,86839,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=86927,2023-12-05,1,Chinese Version,Drop 1 - US,86927,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=87129,2023-12-04,2,Chinese Version,Drop 1 - US,87129,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=87179,2023-12-04,1,Chinese Version,Drop 1 - US,87179,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=87270,2023-12-18,1,Chinese Version,Drop 1 - US,87270,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=87270,2023-12-19,1,Chinese Version,Drop 1 - US,87270,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=87331,2023-12-26,1,Chinese Version,Drop 1 - US,87331,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=87764,2023-12-04,1,Chinese Version,Drop 1 - US,87764,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=87902,2023-12-14,1,Chinese Version,Drop 1 - US,87902,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=88826,2023-12-05,1,Chinese Version,Drop 1 - US,88826,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=89315,2023-12-04,1,Chinese Version,Drop 1 - US,89315,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=89315,2023-12-05,1,Chinese Version,Drop 1 - US,89315,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=89967,2023-12-27,1,Chinese Version,Drop 1 - US,89967,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=90550,2023-12-13,1,Chinese Version,Drop 1 - US,90550,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=90550,2023-12-24,1,Chinese Version,Drop 1 - US,90550,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=90579,2023-12-15,1,Chinese Version,Drop 1 - US,90579,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=91171,2023-12-03,1,Chinese Version,Drop 1 - US,91171,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=91211,2023-12-05,1,Chinese Version,Drop 1 - US,91211,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=91997,2023-12-08,1,Chinese Version,Drop 1 - US,91997,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=92170,2023-12-14,1,Chinese Version,Drop 1 - US,92170,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=92283,2023-12-12,1,Chinese Version,Drop 1 - US,92283,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=93208,2023-12-09,1,Chinese Version,Drop 1 - US,93208,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=93745,2023-12-05,1,Chinese Version,Drop 1 - US,93745,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=93765,2023-12-05,1,Chinese Version,Drop 1 - US,93765,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=94076,2023-12-01,2,Chinese Version,Drop 1 - US,94076,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=94537,2023-12-31,1,Chinese Version,Drop 1 - US,94537,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=95859,2023-12-03,1,Chinese Version,Drop 1 - US,95859,OldList,United States,3D card
https://getskt.com/2023christmas5/?utm_source=oldlistus&utm_medium=DirectMail&utm_campaign=christmas&utm_id=96132,2023-12-10,1,Chinese Version,Drop 1 - US,96132,OldList,United States,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=100374,2023-12-15,1,Chinese Version,Drop 1 - Canada,100374,OldList,Canada,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=100704,2023-12-08,1,Chinese Version,Drop 1 - Canada,100704,OldList,Canada,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=96719,2023-12-18,1,Chinese Version,Drop 1 - Canada,96719,OldList,Canada,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=96778,2023-12-12,1,Chinese Version,Drop 1 - Canada,96778,OldList,Canada,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=98088,2023-12-13,1,Chinese Version,Drop 1 - Canada,98088,OldList,Canada,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=98550,2023-12-18,2,Chinese Version,Drop 1 - Canada,98550,OldList,Canada,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=99897,2023-12-11,1,Chinese Version,Drop 1 - Canada,99897,OldList,Canada,3D card
https://getskt.com/2023christmas6/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=christmas&utm_id=99947,2023-12-29,1,Chinese Version,Drop 1 - Canada,99947,OldList,Canada,3D card
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=11603,2023-12-20,1,NA,Drop 2 - US,11603,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=11603,2023-12-22,1,NA,Drop 2 - US,11603,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=11603,2023-12-24,1,NA,Drop 2 - US,11603,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=12183,2023-12-27,1,NA,Drop 2 - US,12183,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=12721,2023-12-19,1,NA,Drop 2 - US,12721,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=13369,2023-12-18,1,NA,Drop 2 - US,13369,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=14575,2023-12-12,2,NA,Drop 2 - US,14575,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=15529,2023-12-23,2,NA,Drop 2 - US,15529,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=16265,2023-12-19,2,NA,Drop 2 - US,16265,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=16265,2023-12-20,1,NA,Drop 2 - US,16265,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=1809,2023-12-21,1,NA,Drop 2 - US,01809,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=19781,2023-12-21,1,NA,Drop 2 - US,19781,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=20283,2023-12-23,2,NA,Drop 2 - US,20283,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=20659,2023-12-19,1,NA,Drop 2 - US,20659,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=20963,2023-12-22,2,NA,Drop 2 - US,20963,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=20963,2023-12-30,1,NA,Drop 2 - US,20963,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=21635,2023-12-21,1,NA,Drop 2 - US,21635,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=21635,2023-12-25,1,NA,Drop 2 - US,21635,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=21867,2023-12-23,1,NA,Drop 2 - US,21867,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=21945,2023-12-04,1,NA,Drop 2 - US,21945,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=22197,2023-12-18,1,NA,Drop 2 - US,22197,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=22455,2023-12-19,1,NA,Drop 2 - US,22455,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=22533,2023-12-19,1,NA,Drop 2 - US,22533,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=23445,2023-12-21,1,NA,Drop 2 - US,23445,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=25007,2023-12-23,1,NA,Drop 2 - US,25007,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=25149,2023-12-19,1,NA,Drop 2 - US,25149,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=25149,2023-12-30,1,NA,Drop 2 - US,25149,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=29327,2023-12-22,2,NA,Drop 2 - US,29327,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=30433,2023-12-20,1,NA,Drop 2 - US,30433,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=30531,2023-12-30,1,NA,Drop 2 - US,30531,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=32273,2023-12-26,1,NA,Drop 2 - US,32273,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=32627,2023-12-19,2,NA,Drop 2 - US,32627,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=32627,2023-12-23,1,NA,Drop 2 - US,32627,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=32627,2023-12-24,1,NA,Drop 2 - US,32627,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=32627,2023-12-30,1,NA,Drop 2 - US,32627,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=39275,2023-12-21,1,NA,Drop 2 - US,39275,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=39535,2023-12-20,1,NA,Drop 2 - US,39535,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=41947,2023-12-21,1,NA,Drop 2 - US,41947,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=4317,2023-12-23,1,NA,Drop 2 - US,04317,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=4965,2023-12-01,1,NA,Drop 2 - US,04965,Brizo,United States,NA
https://getskt.com/2023christmas8/?utm_source=brizous&utm_medium=DirectMail&utm_campaign=christmasdrop2&utm_id=5063,2023-12-20,1,NA,Drop 2 - US,05063,Brizo,United States,NA
