Snowball Map,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),MobilePrimary,BusinessPhone
51744,MT Fuji Steakhouse & Sushi,1204 N Peachtree Pkwy,Peachtree City,30269,GA,,6783640808
51745,Kobe Japanese Steakhouse,2876 Highway 54,Peachtree City,30269,GA,,7706318889
51746,Umi Japanese Steakhouse,550 Eagles Landing Pkwy Ste 212,Stockbridge,30281,GA,,7703896999
51747,Bamboo Star-Permanently Closed,26 Carriage Oaks Dr,Tyrone,30290,GA,,7703068798
51748,Golden Gate Chinese Restaurant,4353 Jonesboro Rd,Forest Park,30297,GA,,4043667600
51749,Canton Buddha,2900 Peachtree Rd NW,Atlanta,30305,GA,,6787910722
51750,Umi Sushi,3050 Peachtree Rd NW,Atlanta,30305,GA,,4048410040
51751,Grand China,3490 Piedmont Rd NE,Atlanta,30305,GA,4047910262,4042318690
51752,MF Sushi Atlanta,299 N Highland Ave NE Unit K,Atlanta,30307,GA,,6785757890
51753,Tasty China,677 Kennesaw Ave NE,Atlanta,30308,GA,,4045498646
51754,Chin Chin Ii Chinese Restaurant,699 Ponce De Leon Ave NE Ste 18,Atlanta,30308,GA,,4048811511
51755,Starfish Restaurant,2255 Peachtree Rd NE Ste F,Atlanta,30309,GA,,4043500799
51756,Chico and Chang,475 Bill Kennedy Way SE,Atlanta,30316,GA,,6787053964
51757,Oku Restaurant,1085 Howell Mill Rd NW,Atlanta,30318,GA,,4045002383
51758,Eight Sushi Lounge,930 Howell Mill Rd NW,Atlanta,30318,GA,,4047968888
51759,Sumo Hibachi and Wings,3404 Clairmont Rd NE,Atlanta,30319,GA,,4045002877
51760,Kiku Japanese Steakhouse,22 Lenox Pointe NE,Atlanta,30324,GA,,4044674544
51761,Matsuya Japanese Restaurant,2899 N Druid Hills Rd NE Ste B,Atlanta,30329,GA,,4043211605
51762,Masti Restaurant,2945 N Druid Hills Rd NE,Atlanta,30329,GA,,6789499414
51763,Grand Buffet,4365 Fulton Industrial Blvd SW,Atlanta,30336,GA,,4045050588
51764,Lucky China,4524 Chamblee Dunwoody Rd,Atlanta,30338,GA,,7704585199
51765,Taki Japanese Steak House,4711 Ashford Dunwoody Rd,Atlanta,30338,GA,,7705228888
51766,Wasabi House,5500 Chamblee Dunwoody Rd Ste 31,Atlanta,30338,GA,,7708048400
51767,Hoki Japense Restaurant,3300 Cobb Pkwy SE Ste 114,Atlanta,30339,GA,,7706900555
51768,Sushi Huku Japanese Restaurant,6300 Powers Ferry Rd Ste 800,Atlanta,30339,GA,,7709569559
51769,Northern China Eatery,5141 Buford Hwy NE Ste C,Atlanta,30340,GA,,7704582282
51770,Lanzhou Ramen,5231 Buford Hwy NE,Atlanta,30340,GA,,6786912175
51771,Man Chun Hong Chinese Restaurant,5953 Buford Hwy NE Ste 105,Atlanta,30340,GA,,7704545640
51772,Canton House Chinese Restaurant,4825 Buford Hwy,Atlanta,30341,GA,,7709369030
51773,Tasty China,4920 Roswell Rd,Atlanta,30342,GA,,4046006586
51774,Genki Restaurant & Bar,5600 Roswell Rd Ste H100,Atlanta,30342,GA,,4048438319
51775,Sushi Nami Too,5610 Glenridge Dr,Atlanta,30342,GA,,4048442891
51776,Kiku Japanese Steakhouse,3630 Marketplace Blvd Ste 850,Atlanta,30344,GA,,4046296111
51777,South Garden Chinese Restaurant,10855 Sunset Dr NE,Atlanta,30345,GA,,4042749099
51778,Tokyo Express,4800 Briarcliff Rd NE Ste 1103,Atlanta,30345,GA,,7705966198
51779,Sakura Japan,4400 Ashford Dunwoody Rd NE,Atlanta,30346,GA,,7703961722
51780,Circle Sushi,8725 Roswell Rd Ste 7,Atlanta,30350,GA,,7709987880
51781,Shoya Japanese Restaurant,6035 Peachtree Rd Ste A101,Atlanta,30360,GA,,7704575555
51782,Kura Sushi,6035 Peachtree Rd Ste A107,Atlanta,30360,GA,,4702552071
51783,Gyu Kaku Japanese Bbq,265 18th St NW Ste 4130,Atlanta,30363,GA,,4042532989
51784,Peking Super Chinese Buffet,500 S Main St,Swainsboro,30401,GA,,4782379666
51785,Tokyo Japanese Restaurant,100 Brampton Ave,Statesboro,30458,GA,,9128718888
51786,Southern Palace Chinese Restaurant,224 S Main St,Statesboro,30458,GA,,9124898813
51787,Seasons Of Japan,430 Northside Dr E Ste 142,Statesboro,30458,GA,,9127645150
51788,New Super Buffet,3141 E 1st St,Vidalia,30474,GA,,9125381666
51789,Chef Wang Chinese Restaurant,275 Pearl Nix Pkwy Ste 7,Gainesville,30501,GA,,7705360168
51790,Kizuna Japanese Restaurant,140 Progress Cir,Blue Ridge,30513,GA,,7069467423
51791,Tin Loong Chinese Restaurant,5771 Appalachian Hwy,Blue Ridge,30513,GA,,7066326090
51792,China House,5965 Cumming Hwy Ste 750,Buford,30518,GA,6784826155,6787148022
51793,Oriental J Restaurant,2590 Hamilton Mill Rd Ste 117,Buford,30519,GA,,7709327388
51794,Niko Niko Sushi Restaurant,3260 Buford Dr Ste 30,Buford,30519,GA,,7706143442
51795,Sarku Japan Sushi Bar,3333 Buford Dr,Buford,30519,GA,,7708312069
51796,Shogun Japanese Steakhouse,3420 Buford Dr,Buford,30519,GA,,6785416000
51797,Mishima Express Japanese,112 Highway 441 N,Clayton,30525,GA,,7067820045
51798,Sakura Hibachi and Sushi Bar,1225 S Milledge Ave,Athens,30605,GA,,7068502027
51799,Peking Restaurant,2725 Atlanta Hwy,Athens,30606,GA,,7065499333
51800,China Restaurant,124 S Main St,Greensboro,30642,GA,,7064543030
51801,King Buffet,221 N Broad St,Winder,30680,GA,,7705865088
51802,Pengs Pavillion Chinese Restaurant,1120 S Wall St,Calhoun,30701,GA,,7066291453
51803,Teriyaki Chef,474 Red Bud Rd NE,Calhoun,30701,GA,,7063838039
51804,Ginja Japanese Family House-Permanently Closed,1100 E Walnut Ave,Dalton,30721,GA,,7062785300
51805,Takosushi,1202 Town Park Ln Ste 111,Evans,30809,GA,,7068630606
51806,Osaka Sushi,4437 Washington Rd,Evans,30809,GA,,7068552211
51807,Toki Japanese Steakhouse,4534 Washington Rd,Evans,30809,GA,,7068681101
51808,Lucky Chinese Restaurant Inc,1096 Washington Rd,Thomson,30824,GA,,7065958847
51809,China Express,704 N Main St,Wrens,30833,GA,,7065472888
51810,New China,3206 Peach Orchard Rd Unit 12,Augusta,30906,GA,,7067934535
51811,Kinki Sushi,3328 Washington Rd Ste P,Augusta,30907,GA,,7063641414
51812,Toki Japanese Restaurant,362 Furys Ferry Rd Ste 4,Augusta,30907,GA,,7068682323
51813,Kinja Sushi Express,516 Shartom Dr,Augusta,30907,GA,,7068557010
51814,Takosushi,437 Highland Ave,Augusta,30909,GA,,7067369191
51815,China Garden,106 Mall Rd,Dublin,31021,GA,,4782750055
51816,Osaka Hibachi and Sushi,2301 Bellevue Rd,Dublin,31021,GA,,4783041480
51817,Koiya Japanese Express,2421 US Highway 80 W Ste 107,Dublin,31021,GA,,4782758288
51818,Hong Kong Palace Restaurant,465 Tift College Dr,Forsyth,31029,GA,,4789940973
51819,Hong Kong Restaurant,1114 Ga Highway 96 Ste D7,Kathleen,31047,GA,,4789884044
51820,Kuroshika Japan,140 W Hancock St,Milledgeville,31061,GA,,4784510245
51821,ORIENTAL KITCHEN,628 WI-54,BLACK RIVER FALLS,54615,WI,,7152848325
51822,PACIFIC ORIENTAL EXPRESS,5032 W BURLEIGH ST,MILWAUKEE,53210,WI,,4148713555
51823,PANDA GARDEN,922 WINDSOR ST,SUN PRAIRIE,53590,WI,,6088258308
51824,Panda House -只有餐館電話,15784 US HWY 63,HAYWARD,54843,WI,,7159343888
51825,PANDA INN,24670 WI-35,SIREN,54872,WI,,7153498181
51826,PANDA RESTAURANT,925 E DIVISION ST,WAUTOMA,54982,WI,,9207872688
51827,PEKING CHINESE RESTAURANT,2632 MILTON AVE,JANESVILLE,53545,WI,,6087529177
51828,QUICK WOK,501 WATER ST #5632,EAU CLAIRE,54703,WI,,7158324545
51829,ROYAL BUFFET,1655 DORSET LN #100,NEW RICHMOND,54017,WI,,7152469886
51830,ROYAL WOK RESTAURANT,6817 N GREEN BAY AVE,MILWAUKEE,53209,WI,,4145400317
51831,SONG GARDEN CHINESE,115 S MAIN ST,RIVER FALLS,54022,WI,,7154255822
51832,SPRING GARDEN,1015 WASHINGTON ST,GRAFTON,53024,WI,,2623769988
51833,SU WING'S CHINESE RESTAURANT,743 NORTH ST,LAKE GENEVA,53147,WI,,2622481178
51834,TWIN DRAGON,143 S JEFFERSON ST,LANCASTER,53813,WI,,6087234161
51835,WONG'S WOK,7424 W APPLETON AVE,MILWAUKEE,53216,WI,,4143931530
51836,WORLD BUFFET,503 E IVES ST #400,MARSHFIELD,54449,WI,,7153848333
51837,Pacific Bistro Sushi-Hibachi-Pan-Asian Cuisine,3215 Hillside Dr,Delafield,53018,WI,,2623034981
51838,Ichiban Japanese Sushi & Steak House,1595 E Sumner St,Hartford,53027,WI,,2624572288
51839,Sakura Sushi & Grill,N78W14565 Appleton Ave,Menomonee Falls,53051,WI,,2622532888
51840,Ni Hao Restaurant,N80W14938 Appleton Ave,Menomonee Falls,53051,WI,,2622516666
51841,Asian Buffet & Grill,N85W15800 Appleton Ave,Menomonee Falls,53051,WI,,2622536866
51842,Ninja Hibachi Sushi Steakhouse Inc,N88W15575 Main St,Menomonee Falls,53051,WI,,2622535555
51843,Chinatown Kitchen,1107 N 8th St,Sheboygan,53081,WI,,9204587477
51844,Lucky Star Restaurant Llc,864 Milwaukee Ave,Burlington,53105,WI,,2627632155
51845,China Garden Chinese Restaurant,136 E Walworth Ave,Delavan,53115,WI,,2627493111
51846,Panda Szechwan Restaurant,3105 80th St,Kenosha,53142,WI,,2626520010
51847,Super China Buffet,7405 60th Ave,Kenosha,53142,WI,,2626978332
51848,Asia Restaurant,16150 W National Ave,New Berlin,53151,WI,,2627861818
51849,Meiji Restaurant Llc,2503 Plaza Ct Ste B,Waukesha,53186,WI,,2627179858
51850,Sakura Japan Sushi & Grill,332 W Broadway,Waukesha,53186,WI,,2624085681
51851,Beijing Buffet,1139 W Main St,Whitewater,53190,WI,,2624720777
51852,China Gourmet,117 E Wells St,Milwaukee,53202,WI,,4142721688
51853,Lucky Lius,1664 N Van Buren St,Milwaukee,53202,WI,,4142231699
51854,Kanpai Japanese Restaurant,408 E Chicago St,Milwaukee,53202,WI,,4142201155
51855,San Dong Express,220 W Layton Ave,Milwaukee,53207,WI,,4147443399
51856,Koi Japanese Cuisine,552 W Layton Ave,Milwaukee,53207,WI,,4144812288
51857,Huan Xi Chinese Restaurant,2428 N Murray Ave,Milwaukee,53211,WI,,4149068888
51858,Nana Fusion Japanese Restaurant,4511 N Oakland Ave,Milwaukee,53211,WI,,4149678888
51859,Kawa Japanese Restaurant,325 W Silver Spring Dr,Milwaukee,53217,WI,,4142495750
51860,Samurai,6969 N Port Washington Rd Ste 140B,Milwaukee,53217,WI,,4142288818
51861,Japanica,4918 S 74th St,Milwaukee,53220,WI,,4142819868
51862,Chinese Gourmet Express,2500 N Mayfair Rd Ste M129,Milwaukee,53226,WI,,4147781656
51863,Fujiyama,2916 S 108th St,Milwaukee,53227,WI,,4147551977
51864,Fortune Restaurant,2945 S 108th St,Milwaukee,53227,WI,,4143289890
51865,Shogun Japanese Steakhouse & Sushi,518 College Ave,Racine,53403,WI,,2626370777
51866,China House,1013 1st Center Ave,Brodhead,53520,WI,,6088979666
51867,Hibachi & Sushi Japanese,2443 Milton Ave,Janesville,53545,WI,,6087566998
51868,King Wok,801 N Main St Ste E,Lodi,53555,WI,,6085925500
51869,Fuji Sushi & Hibachi,1610 Deming Way,Middleton,53562,WI,,6088278898
51870,Chin's Asian Fresh,8414 Old Sauk Rd,Middleton,53562,WI,,6088277721
51871,World Buffet,145 7 1/2 St,Monroe,53566,WI,,6083295959
51872,Tokyo Sushi,1133 Williamson St,Madison,53703,WI,,6084055826
51873,Sarku Japan,89 E Towne Mall,Madison,53704,WI,,6082438686
51874,Dumpling Haus,540 N Midvale Blvd,Madison,53705,WI,,6086614287
51875,Edo Japanese Restaurant,532 S Park St,Madison,53715,WI,,6082680247
51876,Orient House,626 S Park St,Madison,53715,WI,,6082508880
51877,Sarku Japan,111 W Towne Mall,Madison,53719,WI,,6088338808
51878,World Buffet,499 Donofrio Dr,Madison,53719,WI,,6088336789
51879,Nani Restaurant,518 Grand Canyon Dr,Madison,53719,WI,,6088269300
51880,Asian Cafe,300 Mcgregor Plz,Platteville,53818,WI,,6083486788
51881,Portage Asian Cuisine,123 E Cook St,Portage,53901,WI,,6087459031
51882,Mings Garden Chinese Restaurant,150 Front St,Beaver Dam,53916,WI,,9208873838
51883,Sake House,820 Park Ave,Beaver Dam,53916,WI,,9202199995
51884,Golden Buffet,1615 E Main St,Reedsburg,53959,WI,,6085245280
51885,Chang Jang Restaurant,1118 W Main St,Waupun,53963,WI,,9203240888
51886,Lucky Panda,217 N Cascade St,Osceola,54020,WI,,7152943533
51887,Little Tokyo,121 N Broadway,Green Bay,54303,WI,,9204339323
51888,Kus Wokery Chinese Cuisine,900 N Center Ave,Merrill,54452,WI,,7155361148
51889,Samoeuns Happy Wok Llc,1540 Plover Rd,Plover,54467,WI,,7155444044
51890,King Buffet,1035 E Grand Ave,Rothschild,54474,WI,,7152418808
51891,Wasabi,3703 Schofield Ave,Schofield,54476,WI,,7153592888
51892,Chang Garden Weston,4215 Barbican Ave,Schofield,54476,WI,,7153591720
51893,Hot Wok Chinese Express,829 Grand Ave,Schofield,54476,WI,,7152418881
51894,Shaw Lee Japanese & Chinese,222 W Grand Ave,Wisconsin Rapids,54495,WI,,7154215550
51895,Peking Restaurant,825 Lincoln St,Rhinelander,54501,WI,,7153691556
51896,Oriental Kitchen,628 State Highway 54,Black River Falls,54615,WI,,7152848324
51897,Shogun Sushi & Hibachi,1227 Crossing Meadows Dr,Onalaska,54650,WI,,6087791188
51898,Peking Chinese Restaurant Llc,1013 Superior Ave,Tomah,54660,WI,,6083722960
51899,Tokyo Japanese Restaurant,2426 London Rd,Eau Claire,54701,WI,,7158340313
51900,Ninja House,405 S Barstow St,Eau Claire,54701,WI,6462446796,7155987088
51901,China Max,4800 Golf Rd,Eau Claire,54701,WI,,7158958535
51902,Sakura,360 Chippewa Mall Dr,Chippewa Falls,54729,WI,,7157262222
51903,Tokyo,2472 S Main St,Rice Lake,54868,WI,,7157190389
51904,Wasabi,3333 Tower Ave,Superior,54880,WI,,7157188033
51905,Bamboo,2230 E Northland Ave,Appleton,54911,WI,,9207358880
51906,Asian Garden Buffet,405 N Mall Dr,Appleton,54913,WI,,9209548888
51907,Farku Japan,4301 W Wisconsin Ave,Appleton,54913,WI,,9208328826
51908,China Star,701 Margeo Dr,Neenah,54956,WI,,9202156027
51909,Chef Ming Express,110 W North Water St,New London,54961,WI,,5103829288
51910,I Love Teriyaki & Sushi,3221 Zinfandel Dr,Rancho Cordova,95670,CA,,9166360196
51911,Ichiban Sushi,4817 Granite Dr,Rocklin,95677,CA,,9166300889
51912,Tokyo Dori,5050 Rocklin Rd Ste A13,Rocklin,95677,CA,,9166242841
51913,Mikuni Kaizen Restaurant,1017 Galleria Blvd,Roseville,95678,CA,,9167802119
51914,Umi Sushi,107 S Harding Blvd Ste A,Roseville,95678,CA,,9167888333
51915,Raku Sushi,6726 Stanford Ranch Rd,Roseville,95678,CA,,9167862800
51916,Kobe's Sushi & Fusion,3300 Coach Ln Ste C1,Shingle Springs,95682,CA,,5306729210
51917,Yuki Fushi,3470 Palmer Dr,Shingle Springs,95682,CA,,5306729854
51918,Umi Sushi,501 Davis St Ste A,Vacaville,95688,CA,,7074697480
51919,Tsuki Sushi,2210 Lake Washington Blvd Ste 100,West Sacramento,95691,CA,,9163726888
51920,Raku Sushi,2915 W Capitol Ave,West Sacramento,95691,CA,,9163726168
51921,As Chinese Food To Go,827 Jefferson Blvd,West Sacramento,95691,CA,,9163751499
51922,I Love Teriyaki,830 Harbor Blvd,West Sacramento,95691,CA,,9163731414
51923,Chicago Restaurant,411 Main St,Woodland,95695,CA,,5306622292
51924,Osaka Sushi Japanese Restaurant,608 Main St,Woodland,95695,CA,,5306686288
51925,Haruka Sushi Bar,8685 Auburn Folsom Rd,Granite Bay,95746,CA,,9167719988
51926,Teriyaki To Go,5098 Foothills Blvd Ste 1,Roseville,95747,CA,,9167722540
51927,Kazoku,5131 Foothills Blvd Ste 1,Roseville,95747,CA,,9167848646
51928,Sushimono,9624 Bruceville Rd Ste 100,Elk Grove,95757,CA,,9166867958
51929,I Love Teriyaki,8234 Laguna Blvd Ste 120,Elk Grove,95758,CA,,9166911414
51930,Kintaro Sushi,8355 Elk Grove Blvd Ste 100,Elk Grove,95758,CA,,9166846933
51931,Satori,8451 Elk Grove Blvd Ste 5,Elk Grove,95758,CA,,9166835608
51932,Fuji Sushi Buffet,8473 Elk Grove Blvd,Elk Grove,95758,CA,,9166838288
51933,Yoshi Japanese Restaurant,9174 Franklin Blvd Ste D,Elk Grove,95758,CA,,9163916822
51934,Umi Sushi,1121 White Rock Rd Ste 105,El Dorado Hills,95762,CA,,9169411240
51935,Kochi Sushi Bar & Grill,2205 Francisco Dr Ste 110,El Dorado Hills,95762,CA,9169338899,9169338899
51936,SKY Sushi,3907 Park Dr Ste 125,El Dorado Hills,95762,CA,,9169416310
51937,Aji Japanese Bistro,4361 Town Center Blvd Ste 111,El Dorado Hills,95762,CA,,9169419181
51938,Sushi Kuma,4540 Post St Ste 270,El Dorado Hills,95762,CA,,9169396578
51939,PK Sushi,2168 Sunset Blvd Ste 101,Rocklin,95765,CA,,9167712333
51940,Crazy Sushi,6696 Lonetree Blvd,Rocklin,95765,CA,,9167714300
51941,Ono Teriyaki,10 N East St Ste 100,Woodland,95776,CA,,5306664277
51942,Jinju Sushi Inc,467 Pioneer Ave,Woodland,95776,CA,,5306667575
51943,Gam Lei Sig Chinese Restaurant,918 S St,Sacramento,95811,CA,,9164466888
51944,Osaka Sushi Japanese Restaurant,1200 K St Ste 7,Sacramento,95814,CA,,9164400178
51945,Lou's Sushi,2801 P St,Sacramento,95816,CA,,9164514700
51946,Fortune Chinese Food,2805 12th Ave Ste 4,Sacramento,95817,CA,,9164526628
51947,Kansai Ramen & Sushi House,2992 65th St,Sacramento,95817,CA,,9164550288
51948,Jensai Sushi,2210 16th St,Sacramento,95818,CA,,9164438888
51949,I Love Teriyaki & Sushi,5301 Power Inn Rd Ste 190,Sacramento,95820,CA,,9163831866
51950,Nagato Sukiyaki,2874 Fulton Ave,Sacramento,95821,CA,,9164898230
51951,Sushi Cafe,4491 Freeport Blvd,Sacramento,95822,CA,,9164526888
51952,Miyako Teriyaki,4585 Freeport Blvd,Sacramento,95822,CA,,9167362723
51953,Akebono No 2,4960 Freeport Blvd,Sacramento,95822,CA,,9167318288
51954,New Hong Kong Wok,5019 Freeport Blvd,Sacramento,95822,CA,,9164542828
51955,Jade Fountain Cafe,5021 Freeport Blvd,Sacramento,95822,CA,,9164518339
51956,CJ Teriyaki,5635 Freeport Blvd Ste 4,Sacramento,95822,CA,,9164276599
51957,Wayne's Wok,7116 24th St,Sacramento,95822,CA,,9164281234
51958,Asian Pearl Restaurant,6821 Stockton Blvd Ste 165,Sacramento,95823,CA,,9163918881
51959,Szechuan Spicy House,6914 65th St,Sacramento,95823,CA,,9163929888
51960,Suki Sushi,7311 W Stockton Blvd Ste 130,Sacramento,95823,CA,,9166816688
51961,Canton Restaurant,4923 47th Ave,Sacramento,95824,CA,,9164212631
51962,Arigato Sushi,1608 Howe Ave,Sacramento,95825,CA,,9169205930
51963,Chef Bo,2310 Fair Oaks Blvd Ste A,Sacramento,95825,CA,,9165686088
51964,Miyagi Bar & Sushi,2580 Fair Oaks Blvd Ste 26,Sacramento,95825,CA,,9164852299
51965,Sae Jong Teriyaki,8337 Folsom Blvd,Sacramento,95826,CA,,9163868955
51966,Ninja Sushi,8937 Folsom Blvd,Sacramento,95826,CA,,9163691935
51967,I Love Teriyaki,3643 Bradshaw Rd Ste L,Sacramento,95827,CA,,9163621212
51968,Peking Restaurant,9529 Folsom Blvd Ste A,Sacramento,95827,CA,,9163633959
51969,Banzai Japanese Restaurants,6409 Riverside Blvd,Sacramento,95831,CA,,9164214055
51970,Ramen House Tenjin,7485 Rush River Dr Ste 740,Sacramento,95831,CA,,9166616656
51971,I Love Teriyaki,3571 Truxel Rd Ste 2,Sacramento,95834,CA,,9164191717
51972,Asian 'n Cajun,4271 Truxel Rd,Sacramento,95834,CA,,9165149028
51973,House Of Chang,4660 Natomas Blvd Ste 110,Sacramento,95835,CA,,9169252138
51974,Teriyaki Time,4730 Natomas Blvd Ste 140,Sacramento,95835,CA,,9169281122
51975,Sushi Elite,4740 Natomas Blvd Ste 100,Sacramento,95835,CA,,9162639188
51976,Asian Cuisine,22 E 12th St,Marysville,95901,CA,,5307419041
51977,Teriyaki House,236 W East Ave,Chico,95926,CA,,5308946127
51978,Gen Kai Japanese Cuisine & Sushi Bar,605 Mangrove Ave Ste 180,Chico,95926,CA,,5303457226
51979,Terriyaki House,2454 Notre Dame Blvd Ste 130,Chico,95928,CA,,5303433744
51980,Freds Szechuan Chinese Restaurant,224 Broad St,Nevada City,95959,CA,,5304789072
51981,Sushi In The Raw,315 Spring St Ste B,Nevada City,95959,CA,,5304789503
51982,Gourmet Kitchen Chinese Restaurant,2359 Myers St,Oroville,95966,CA,,5305332609
51983,Rice Bowl,2804 Esplanade,Chico,95973,CA,,5308999098
51984,Fu Hing Chinese & Japanese Fast Food,100 S Tehama St,Willows,95988,CA,,5309348922
51985,Teriyaki House,1540 Butte House Road,Yuba City,95993,CA,,5306713595
51986,Golden Lantern,2990 Churn Creek Rd Ste A,Redding,96002,CA,,5302221166
51987,Peter Chus Skyroom,6751 Woodrum Cir Ste 210,Redding,96002,CA,,5302221364
51988,Kampai Sushi,351 Northpoint Dr Ste B,Redding,96003,CA,,5302460994
51989,Egg Roll King Restaurant,55 Antelope Blvd,Red Bluff,96080,CA,,5305292888
51990,New Asian Restaurant,628 Main St,Red Bluff,96080,CA,,5305299888
51991,Red Dragon,625 Main St,Weaverville,96093,CA,,5306233000
51992,Samurai Restaurant,2588 Lake Tahoe Blvd,South Lake Tahoe,96150,CA,,5305420300
51993,Off The Hook,2660 Lake Tahoe Blvd Ste 14,South Lake Tahoe,96150,CA,,5305445599
51994,Naked Fish Sushi Restaurant,3940 Lake Tahoe Blvd Ste 3,South Lake Tahoe,96150,CA,,5305413474
51995,Wongs Garden,11430 Deerfield Dr Ste B1,Truckee,96161,CA,,5305871831
51996,Hibachi Express,1080 State Route 96,Warner Robins,31088,GA,9178085339,4789880888
51997,Double Dragon,113 E Union St,Vienna,31092,GA,2297128629,2292682389
51998,Genji Japanese Steaks Seafood,2907 Watson Blvd Ste A1,Warner Robins,31093,GA,,4789225060
51999,Ninja Japanese Steakhouse & Sushi,575 Mulberry Street Ln,Macon,31201,GA,,4782386331
52000,Mikata Japanese Steakhouse & Sushi Bar,2972 Riverside Dr,Macon,31204,GA,,4784717573
52001,Shogun Japanese Restaurant,900 Northwoods Plaza,Macon,31204,GA,,4787433100
52002,Sakura Japanese Restaurant,846 Shurling Dr,Macon,31211,GA,,4787469774
52003,New Super Buffet,1024 US Highway 80 W Ste 112,Pooler,31322,GA,,9124509888
52004,Seasons Of Japan,455 Pooler Pkwy,Pooler,31322,GA,,9127489383
52005,Ta Ca Asian Fusion & Sushi Bar,513 E Oglethorpe Ave,Savannah,31401,GA,,9122328222
52006,Sushi Time Towa,54 W Montgomery Xrd Frnt,Savannah,31406,GA,,9129203288
52007,Lai Wah Chinese Take Out Restaurant,7010 Skidaway Rd Ste 5,Savannah,31406,GA,,9123565888
52008,Seasons Of Japan Express,7400 Abercorn St Ste 521,Savannah,31406,GA,,9123539281
52009,Sakura Japanese Restaurant Southside,8465 Waters Ave,Savannah,31406,GA,,9123519300
52010,Chinatown Buffet Restaurant,309 US Highway 80 W,Savannah,31408,GA,,9129642266
52011,Kobe Sushi Hibachi,461 Johnny Mercer Blvd,Savannah,31410,GA,,9127125277
52012,Sakura Place Japanese Restaurant,1190 King George Blvd,Savannah,31419,GA,,9129610071
52013,Seasons Of Japan,50 Berwick Blvd Ste 110,Savannah,31419,GA,,9122342645
52014,Eric's Chinese Restaurant,1114 S Pierce St,Alma,31510,GA,,9126327563
52015,Zhang Sushi Bar & Grill,3350 Cypress Mill Rd,Brunswick,31520,GA,,9122648989
52016,Minh Sun Chinese Restaurant,5299 New Jesup Hwy,Brunswick,31523,GA,,9122679398
52017,Seasons Of Japan,701 Glynn Isle,Brunswick,31525,GA,,9122645280
52018,Coby Japanese Steak House,967 S 1st St,Jesup,31545,GA,,9125881818
52019,Osaka Japanese Steak House,860 Kingsbay Rd,Saint Marys,31558,GA,,9127298800
52020,China Hot,1204 W Screven St,Quitman,31643,GA,,2296050036
52021,Guang Zhou Chinese Restaurant,1214 N Westover Blvd,Albany,31707,GA,,2294358400
52022,House Of China Restaurant,2526 Dawson Rd Ste A,Albany,31707,GA,,2294340990
52023,Tokyo Japanese Steak House,2724 Dawson Rd,Albany,31707,GA,,2294202002
52024,Shogun Japanese Steak House Sushi Bar & Tempura,629 N Westover Blvd,Albany,31707,GA,,2299039325
52025,China Super Buffet,246 Ocilla Hwy,Fitzgerald,31750,GA,,2294233118
52026,Osaka Hibachi & Sushi,1006 8th St W,Tifton,31794,GA,,2293876777
52027,Miso Sushi House,705 3rd Ave Ste A,West Point,31833,GA,,7066457070
52028,Samurai Japanese & Sushi Bar,1009 Broadway,Columbus,31901,GA,,7062210020
52029,Shangri La Chinese Gourmet,4248 Buena Vista Rd Ste C,Columbus,31907,GA,,7065687554
52030,Ok Sun Oriental Restaurant,2929 Victory Cir,Columbus,31909,GA,,7063222214
52031,GL Japenese Express,5555 Whittlesey Blvd,Columbus,31909,GA,,7063228838
52032,Hibachi Express,6563 Gateway Rd,Columbus,31909,GA,,7065620808
52033,TOUCH DOWN WINGS,8030 SENOIA RD. #700,FAIRBURN,30213,GA,,6788465178
52034,China Village,271 Shaker Rd,Gray,4039,ME,,2076573003
52035,China Villa Restaurant,910 Main St,Westbrook,4092,ME,,2078548888
52036,China Taste,242 Main St,Yarmouth,4096,ME,,2078466668
52037,Wei-Li,945 Center St,Auburn,4210,ME,,2073440022
52038,Evergreen,29 Western Ave,South Portland,4106,ME,,2077718866
52039,China Town,492 Stillwater Ave,Old Town,4468,ME,,2078274758
52040,Chun Ping Lau,435 US-1 #4,Kittery,3904,ME,,2074396055
52041,Oriental Jade Restaurant & Bar,320 Bangor Mall Blvd,Bangor,4401,ME,,2079476969
52042,Asia Chinese Restaurant - Permanently closed,50 Market St,South Portland,4106,ME,,2077671882
52043,Thai For You,647 US-1 Ste 7,York,3909,ME,,2073518590
52044,Green Tea Restaraunt - Permanently closed,1005 Main St,Sanford,4073,ME,,2073243000
52045,Wing Lee,618 US-1,Scarborough,4074,ME,,2073966260
52046,Yummy,247 Parker Farm Rd,Buxton,4093,ME,,2077275505
52047,Wok N Roll,131 Elm St,Biddeford,4005,ME,,2072831868
52048,Ming Lee Chinese Restaurant,365 Main St,Waterville,4901,ME,,2078732828
52049,Panda Garden Restaurant,1041 Brighton Ave # 6,Portland,4102,ME,,2078746935
52050,Jin Yuan,41 Temple St,Waterville,4901,ME,,2078614488
52051,Happy Dragon,105 Main St,Biddeford,4005,ME,,2072820440
52052,China Inn Restaurant,222 Lisbon St,Lisbon,4250,ME,,2073533278
52053,Bamboo Garden Restaurant,7 N Main St,Mechanic Falls,4256,ME,,2073453900
52054,China Rose,23 Main St,Freeport,4032,ME,,2078656886
52055,Li's Place,51 West St,Freeport,4032,ME,,2075721298
52056,Lucky Garden,218 Water St,Hallowell,4347,ME,,2076223465
