Snowball Map,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),MobilePrimary,BusinessPhone
52734,WAH MEI BUFFET,858 S COLLEGE ST,HARRODSBURG,40330,KY,,8597340523
52735,HONG KONG RESTAURANT,1274 RICHMOND RD,IRVINE,40336,KY,,6067260888
52736,KING'S WOK,1252 ANDERSON CROSSING DR,LAWRENCEBURG,40342,KY,,5028391868
52737,CITY KING BUFFET,705 MAYSVILLE RD,MT STERLING,40353,KY,,8594988088
52738,WAHMEI CHINESE RESTAURANT,102 EDGEWOOD PLAZA DR,NICHOLASVILLE,40356,KY,,8598857716
52739,GREAT WALL CHINESE RESTAURANT,1105 CS-1207,WINCHESTER,40391,KY,,8597451838
52740,HONG KONG RESTAURANT,265 PRINCE ROYAL DR,BEREA,40403,KY,,8599850081
52741,CHINA KING,839 EASTERN BYPASS #3,RICHMOND,40475,KY,,8596238856
52742,JIN JIN,1060 CHINOE RD,LEXINGTON,40502,KY,,8592693382
52743,CHENG'S,3101 CLAYS MILL RD,LEXINGTON,40503,KY,,8592239212
52744,HAPPY CHINA,1301 WINCHESTER RD #109,LEXINGTON,40505,KY,,8593889088
52745,CHINA KITCHEN,3094 RICHMOND RD #180,LEXINGTON,40509,KY,,8592698888
52746,GOLDEN WOK,3101 RICHMOND RD #302,LEXINGTON,40509,KY,,8592660538
52747,HAPPY PANDA,117 TOWNE CENTER DR,LEXINGTON,40511,KY,,8593889999
52748,LEE'S GARDEN,680 LIMA DR,LEXINGTON,40511,KY,,8592461118
52749,PEKING BISTRO CHINESE RESTAURANT,3181 BEAUMONT CENTRE CIR #104,LEXINGTON,40513,KY,,8592238688
52750,WAH MEI CHINESE RESTAURANT,4750 HARTLAND PKWY,LEXINGTON,40515,KY,,8592452888
52751,SHANGHAI BISTRO TATES CREEK CENTER,4101 TATES CREEK CENTRE DR #118,LEXINGTON,40517,KY,,8592720588
52752,CHINA BUFFET,1300 US-127,FRANKFORT,40601,KY,,5022263400
52753,CHINA WOK,111 EASTWOOD SHOPPING CENTER,FRANKFORT,40601,KY,,5026959388
52754,HUA MING CHINESE RESTAURANT,247 PARKWAY PLAZA,BARBOURVILLE,40906,KY,,6065465678
52755,CHINA HOUSE RESTAURANT,109 E BRIDGE ST #1503,CYNTHIANA,41031,KY,,8592344333
52756,MEMORIES OF CHINA,7500 OAKBROOK DR SUITE #10,FLORENCE,41042,KY,,8593716888
52757,Dragon Palace Chinese Bistro,162 Seven Farms Drive,Charleston,29492,SC,,8433888823
52758,Chinese and Thai Cuisine,16 N Church St,Manning,29102,SC,,8034330036
52759,Golden house,111-B Foxbank Plantation Blvd,Moncks Corner,29461,SC,,8437615260
52760,Riso Noodle House,1890 Sam Rittenberg Blvd,Charleston,29407,SC,,8432256898
52761,Golden Dragon Restaurant,1938 W Evans St,Florence,29501,SC,,8436628899
52762,Little China,439 Columbia Ave,Lexington,29072,SC,,8033599058
52763,Lieu's Asian Bistro,103 E Beacon Dr,Greenville,29615,SC,,8642883800
52764,Chopstix Orangeburg,1000 Chestnut Street,Orangeburg,29115,SC,,8038783821
52765,Suishaya Asian Restaurant & Bar,1516 Ellie Dr Ste 101,Columbia,29203,SC,,8038886850
52766,Red Bowl Asian Bistro,481-11 Town Center Pl,Columbia,29229,SC,,8034629991
52767,US wings & deli,10050 Two Notch Rd,Columbia,29223,SC,,8039313926
52768,Goji Asian Kitchen,610 US-1,Lugoff,29078,SC,,8035725857
52769,Golden Bowl NO MSG,2700 N Hwy 17,Mt Pleasant,29466,SC,,8432168884
52770,Chicken Shack Restaurant,3755 Camden Hwy,Dalzell,29040,SC,,8034698615
52771,Happy Bowl,35 E W Wesmark Blvd,Sumter,29150,SC,,8037744242
52772,New Chinatown Restaurant,326 N U.S. Hwy 52,Moncks Corner,29461,SC,,8437614420
52773,Thai House 2 Restaurant,9086 Old Number Six Hwy,Santee,29142,SC,,8038549060
52774,China Inn,506 US-123,Seneca,29678,SC,,8032851666
52775,Main Street Cafe,131 E Main St,Lamar,29069,SC,,9736250552
52776,China Dragon Chinese Restaurant,14 SC-128 suite #3,Beaufort,29906,SC,,8433226688
52777,Fatz Cafe,3575 St Matthews Rd,Orangeburg,29118,SC,,8035348000
52778,Italian Garden,21980 US-321,Winnsboro,29180,SC,,8038155151
52779,Kao Thai Cuisine,1001 Senate St #300,Columbia,29201,SC,,8035696881
52780,Thaikingdom Oriental Kitchen,801 Lincoln St,Columbia,29201,SC,,8039172425
52781,China Express-permanently closed.,594 S Church St,Spartanburg,29306,SC,,8645822338
52782,Taste of Thai,7750 Warren H Abernathy Hwy,Spartanburg,29301,SC,,8645955240
52783,Lime Leaf,101 E Main St,Spartanburg,29306,SC,,8645422171
52784,The Lemongrass Kitchen,121 Dunbar St,Spartanburg,29306,SC,,8642056150
52785,M Fresh Asian Fusion,2475 Boiling Springs Rd #300,Boiling Springs,29316,SC,,8645861818
52786,Sake Sushi And Hibachi,1524 E Main St,Spartanburg,29307,SC,,8643088805
52787,Soulisa's Fine Thai Dining,208 E Rutherford St,Landrum,29356,SC,,8644575318
52788,Chun Chun,1099 E Butler Rd #101-A,Greenville,29607,SC,,8642368030
52789,Lin's Asian Café Five Forks,2603-B Woodruff Rd,Simpsonville,29681,SC,,8645208686
52790,Tokyo Grill Express Duncan,2138 E Main St,Duncan,29334,SC,,8643365244
52791,Chong Wah Express,420 SC-72,Greenwood,29649,SC,,8642270100
52792,Red Bowl Asian Bistro,479 SC-72,Greenwood,29649,SC,,8642273188
52793,old li‘s restaurant,1662 Savannah Hwy Suite 105,Charleston,29407,SC,,8436403994
52794,China Garden Restaurant,8780A Rivers Ave Ste 116,North Charleston,29406,SC,,8438182338
52795,Thai Palm Restaurant,4958 Centre Pointe Dr #103,North Charleston,29418,SC,,8437448333
52796,Ko Cha Korean Restaurant,3515 Mary Ader Ave,Charleston,29414,SC,,8437660301
52797,Asian fusion & Saloon,1256 Red Bank Rd,Goose Creek,29445,SC,,8437975777
52798,James island Fire Grill hibachi sushi,1411 Folly Rd,Charleston,29412,SC,,8435017771
52799,Asian Grill,3871 W Ashley Cir,Charleston,29414,SC,,8437183478
52800,Hibachi Hut,2408 Ashley River Rd unit y,Charleston,29414,SC,,8438726537
52801,Tokyo Bistro,1501 N Hwy 17 Unit B,Mt Pleasant,29464,SC,,8439710277
52802,China Buffet,208 US-301,Dillon,29536,SC,,8438413188
52803,Asian Grill,1115 Central Ave,Summerville,29483,SC,,8438216855
52804,Kanji Sushi Hibachi - Goose Creek,119 Plantation N Blvd #2A,Goose Creek,29445,SC,,8439748888
52805,Red Bowl Asian Bistro,376 E 5th N St,Summerville,29483,SC,,8435943131
52806,Pattaya Thai Restaurant,607 Johnnie Dodds Blvd,Mt Pleasant,29464,SC,,8438561808
52807,Kanji Sushi Hibachi - Summerville,1211 N Main St Unit B,Summerville,29483,SC,,8439005854
52808,Sakura Japanese Restaurant,1316 S Irby St,Florence,29505,SC,,8436699116
52809,Golden China Restaurant,1867 SC-544,Conway,29526,SC,,8433313882
52810,Nagoya Japanese Express,1921 SC-544,Conway,29526,SC,,8433478968
52811,Race House Diner,135 Pearl St,Darlington,29532,SC,,8439445129
52812,Fuji Japanese Grill,514 Hwy 17 N,North Myrtle Beach,29582,SC,,8432495556
52813,Soba Asian Cuisine - Permanently closed,110 Hwy 17 S,North Myrtle Beach,29582,SC,,8432730917
52814,Royal Ramen,7819 N Kings Hwy,Myrtle Beach,29572,SC,,8437122086
52815,Ming Wah Japanese Restaurant,1930 East Highway 76,Marion,29571,SC,,8434239531
52816,Bamboo Hibachi & Wings,1013 Hwy 501 S,Myrtle Beach,29577,SC,,8434487777
52817,Sushi King Steak & Seafood,4036 River Oaks Dr #9,Myrtle Beach,29579,SC,,8439035151
52818,Tokyo Express,250 Hwy 17 N,North Myrtle Beach,29582,SC,,8436632018
52819,Asian garden,30 Orchard Park Dr,Greenville,29615,SC,,8642836905
52820,Wing Spot,520 Mills Ave,Greenville,29605,SC,,8645202459
52821,FUSION EXPRESS,503 S Main St,Abbeville,29620,SC,,8643660088
52822,Imperial Grill,3517 Clemson Blvd,Anderson,29621,SC,,8642259222
52823,Thai Spice Restaurant,414 E Greenville St,Anderson,29621,SC,,8642240404
52824,Thai Lotus Anderson,1911 E Greenville St,Anderson,29621,SC,,8645400464
52825,Yumi express Japanese Restaurant,902 W Main St,Easley,29640,SC,,8648103665
52826,Nagoya Japanese Steakhouse,124 McNeely Rd,Powdersville,29673,SC,,8642367160
52827,Thai Cuisine Restaurant,128 S Main St,Simpsonville,29681,SC,,8649673400
52828,The Lucky Crab,807 Bypass 25 NE 807 US-25,Greenwood,29646,SC,,8642272888
52829,International Cafe,116 Circular Ave,Greenwood,29646,SC,,8642237858
52830,Taipei | Asian Cuisine,2859 S 168th St,Omaha,68130,NE,,4023331991
52831,Yummy 365,3201 Farnam St,Omaha,68131,NE,,4029345168
52832,Pan Asian Terrace,1201 S 157th St Suite A1,Omaha,68130,NE,,4025020518
52833,A+ Buffet Mongolian Grill,14426 W Center Rd,Omaha,68144,NE,,4023344889
52834,Thai & Maki Sushi Restaurant,507 N D St,Fremont,68025,NE,,4028164113
52835,Hiro 88,1308 Jackson St,Omaha,68102,NE,,4029335168
52836,Saigon Surface,324 S 14th St,Omaha,68102,NE,,4026144496
52837,Vietnamese Asian Restaurant,7212 Jones St,Omaha,68114,NE,,4023979125
52838,Vietnamese Restaurant in Lavista,8013 S 83rd Ave,La Vista,68128,NE,,4029918998
52839,Thai Kitchen,16909 Lakeside Hills Plaza #101,Omaha,68130,NE,,4026973887
52840,Saigon Restaurant,12100 W Center Rd,Omaha,68144,NE,,4026977000
52841,Fortune,210 N 14th St Suite 7,Lincoln,68508,NE,,4024132121
52842,MS CHEN 56,5601 S 56th St,Lincoln,68516,NE,4029048000,
52843,Ninja Restaurant,5650 N 33rd Cir A,Lincoln,68504,NE,,4024358700
52844,Hiro 88 | South Lincoln,5730 Hidcote Dr,Lincoln,68516,NE,,4023185188
52845,Asian Cuisine Express,500 S 13th St,Norfolk,68701,NE,,4023702070
52846,Suwannee Thai Cuisine,1420 W 24th St,Kearney,68845,NE,,3082342289
52847,Tempura | Japanese Restaurant,221 E 6th St,North Platte,69101,NE,,3085320711
52848,Far West,410 W 3rd St,Chadron,69337,NE,,3082070317
52849,LUCKY STAR LLC,3655 N 129TH ST,OMAHA,68164,NE,,4029330091
52850,HIRO SUSHI,1001 O ST,LINCOLN,68508,NE,,4022619388
52851,GENJI STEAK HOUSE OF JAPAN,14505 W CENTER RD,OMAHA,68144,NE,,4023338338
52852,HUHOT MONGOLIAN GRILL,17660 WRIGHT ST STE 12,OMAHA,68130,NE,,4024083300
52853,SALWE THAI RESTAURANT,7425 PACIFIC ST,OMAHA,68114,NE,,4023932084
52854,HIPBAO RESTAURANT,3044 S 84TH ST,OMAHA,68124,NE,,4026148850
52855,MAI THAI RESTAURANT,2279 S 67TH ST STE B,OMAHA,68106,NE,,4028847888
52856,WASABI BISTRO,2435 N DIERS AVE,GRAND ISLAND,68803,NE,,3083821722
52857,HUHOT MONGOLIAN GRILL,2101 N 120TH ST STE C7,OMAHA,68164,NE,,4024988890
52858,THAI ESARN CUISINE LLC,555 N 155TH PLZ,OMAHA,68154,NE,,4024939944
52859,CHINA BUFFET,2903 SAMSON WAY STE 104,BELLEVUE,68123,NE,,4022922944
52860,CHINA CAFE,3520 VILLAGE DR STE 100,LINCOLN,68516,NE,,4024200487
52861,HUHOT MONGOLIAN GRILL,201 N 66TH ST,LINCOLN,68505,NE,,4024641100
52862,SALWEEN THAI,14450 EAGLE RUN DR,OMAHA,68116,NE,,4026144556
52863,KOBE STEAK HOUSE VILL PNT,16801 BURKE ST,OMAHA,68118,NE,,4023911755
52864,SALWEEN THAI RESTAURANT,1102 NW RADIAL HWY,OMAHA,68132,NE,,4028845375
52865,CHANG JIANG ENTERPRISES INC,14618 W CENTER RD,OMAHA,68144,NE,,4023330506
52866,SZECHUAN FAMOUS FD & SUSHI BAR,520 E PHILIP AVE,NORTH PLATTE,69101,NE,,3082216906
52867,MERCY THAI RESTAURANT,4741 S 96TH ST,OMAHA,68127,NE,,4026141929
52868,WAVE BISTRO,4002 N 144TH ST,OMAHA,68116,NE,,4024968812
52869,SALWEEN THAI GROCERY,6553 AMES AVE,OMAHA,68104,NE,,4029345741
52870,HANS GOLDEN,923 GALVIN RD S,BELLEVUE,68005,NE,,4023159909
52871,SIAM CUISINE,11796 S 25TH ST,BELLEVUE,68123,NE,,4022927215
52872,DING HOW INC,5050 S 108TH ST,OMAHA,68137,NE,,4023311615
52873,HOUSE OF HUNAN OMAHA INC,2405 S 132ND ST,OMAHA,68144,NE,,4023345382
52874,THAI PEPPER,12775 Q ST,OMAHA,68137,NE,,4028957788
52875,BUFFET HOUSE,3537 W 13TH ST,GRAND ISLAND,68803,NE,,3083959520
52876,CHINA TASTE RESTAURANT,7003 S 36TH ST,BELLEVUE,68147,NE,,4027381682
52877,KING'S BUFFET,1115 2ND AVE,KEARNEY,68847,NE,,3082362055
52878,MAGIC WOK,117 W 3RD ST #1,WAYNE,68787,NE,,4028331700
52879,THREE HAPPINESS EXPRESS,5107 LEAVENWORTH ST,OMAHA,68106,NE,,4025588899
52880,WONDERFUL KITCHEN,930 W 3RD ST,ALLIANCE,69301,NE,,3087621922
52881,HONG HING RESTAURANT,5411 N 90TH ST,OMAHA,68134,NE,,4025731888
52882,MANDARIN EXPRESS,210 SOUTH 16TH STREET # 107F,OMAHA,68102,NE,,4023463083
52883,ASIAN BUFFET,3485 10TH ST,GERING,69341,NE,,3086332725
52884,ASIAN BUFFET,5130 N 27TH ST,LINCOLN,68521,NE,,4029048568
52885,ASIAN FUSION,2840 JAMIE LN,LINCOLN,68516,NE,,4024238889
52886,ASIAN WOK,2666 N 90TH ST,OMAHA,68134,NE,,4029642911
52887,BO BO CHINA,15414 WEIR ST,OMAHA,68137,NE,,4029332518
52888,CHINA 1,3125 N 108TH ST,OMAHA,68164,NE,,4025058988
52889,CHINA BISTRO,13748 P ST,OMAHA,68137,NE,,4028955888
52890,CHINA BOWL,17676 WELCH PLAZA SUITE 6,OMAHA,68135,NE,,4029333733
52891,CHINA DRAGON,410 E DOUGLAS ST,O'NEILL,68763,NE,,4023363699
52892,CHINA GARDEN RESTAURANT,1933 ILLINOIS ST,SIDNEY,69162,NE,,3082544288
52893,CHINA GARDEN RESTAURANT,2901 S 84TH ST #11,LINCOLN,68506,NE,,4024831289
52894,CHINA GARDEN RESTAURANT,932 S E ST #1,BROKEN BOW,68822,NE,,3088723919
52895,CHINA GARDEN RESTAURANT,50 TUCKER DR,MAYSVILLE,41056,KY,,6067591688
52896,NEW CHINA BUFFET,106 PAVILION PKWY,NEWPORT,41071,KY,,8592612666
52897,CHINA MOON,625 CHESTNUT DR #111,WALTON,41094,KY,,8594858889
52898,HONG KONG CAFÉ-Permanently Closed,11051 CLAY DR,WALTON,41094,KY,,8594852828
52899,SUPER CHINA BUFFET,200 MALL ROAD,ASHLAND,41101,KY,,6063251388
52900,PEKING CHINESE RESTAURANT,4533 N MAYO TRAIL,PIKEVILLE,41501,KY,,6064376788
52901,PEKING CHINESE RESTAURANT,205 S MAYO TRAIL,PIKEVILLE,41501,KY,,6064329888
52902,PEKING RESTAURANT,275 SOUTHSIDE MALL RD,SOUTH WILLIAMSON,41503,KY,,6062375888
52903,CHINA KING BUFFET,248 VILLAGE LN,HAZARD,41701,KY,,6064360899
52904,NEW ASIA,2540 LONE OAK RD,PADUCAH,42003,KY,,2705584657
52905,NEW CHINA BUFFET,3216 IRVIN COBB DR,PADUCAH,42003,KY,,2704427215
52906,PEKING,83 MAIN ST,BENTON,42025,KY,,2705272399
52907,CHINA WALL,928 5TH AVE SE,CALVERT CITY,42029,KY,,2703950099
52908,CHIU FAI,1102 PARIS RD # 11,MAYFIELD,42066,KY,,2702478828
52909,AUGUST MOON-bakery,1550 LOWES DR,MURRAY,42071,KY,,2707594653
52910,CHINA EXPRESS,600 U.S. 31 W BYPASS,BOWLING GREEN,42101,KY,,2707460010
52911,GREAT WALL RESTAURANT,2710 NASHVILLE RD,BOWLING GREEN,42101,KY,9177032127,2703939922
52912,CHINA KING BUFFET,106 SHANE DR #70,GLASGOW,42141,KY,,2706599888
52913,HONG KONG GARDEN,2915 FORT CAMPBELL BLVD,HOPKINSVILLE,42240,KY,,2708854971
52914,HONG KONG CHINESE RESTAURANT,1650 STARLITE DR # I,OWENSBORO,42301,KY,,2708527777
52915,MANDARIN HOUSE,1111 BARRETT CIR STE. G,HENDERSON,42420,KY,,2708263001
52916,YUM YUM CHINESE RESTAURANT,241 S GREEN ST,HENDERSON,42420,KY,,2709575083
52917,MANDARIN HOUSE,1305 N MAIN ST,MADISONVILLE,42431,KY,7188085669,2708213003
52918,MR. WOK,522 ISLAND FORD RD,MADISONVILLE,42431,KY,,2708219996
52919,GREAT WALL CHINESE RESTAURANT,420 US-62,PRINCETON,42445,KY,,2703659920
52920,DRAGON BUFFET,221 US-127,RUSSELL SPRINGS,42642,KY,,2708668998
52921,KINGDOM BUFFET,611 W POPLAR ST # A15,ELIZABETHTOWN,42701,KY,,2709823898
52922,CHINA BUFFET & GRILL,240 SEGLER DR,OAK GROVE,42262,KY,,2706407899
52923,CHINA KING,508 E MAIN ST,SCOTTSVILLE,42164,KY,,2702373883
52924,NEW CHINA RESTAURANT,414 N MAIN ST,FRANKLIN,42134,KY,,2705868308
52925,OLD CHINA RESTAURANT,168 TOWN HILL RD,LOUISA,41230,KY,,6066380998
52926,Umami Sushi,942 Chambers Blvd,Bardstown,40004,KY,,5023310179
52927,Rikishi,6110 Crestwood Sta,Crestwood,40014,KY,,5027422020
52928,China King,6420 W Highway 146,Crestwood,40014,KY,,5022413197
52929,New China,205 Oakbrooke Dr Ste B,Mount Washington,40047,KY,,5025384168
52930,Arata Sushi,9207 US Highway 42,Prospect,40059,KY,,5024094880
52931,Sushi Master,9415 Norton Commons Blvd # 101,Prospect,40059,KY,,5028905157
52932,Tea Station Chinese Bistro,9422 Norton Commons Blvd,Prospect,40059,KY,,5024231202
52933,Chung King Palace,110 E Market St,Louisville,40202,KY,,5025848880
52934,Osaka Japanese Restaurant,426 W Market St,Louisville,40202,KY,,5025888899
52935,Joy Luck,1285 Bardstown Rd,Louisville,40204,KY,,5022383070
52936,Wild Ginger Bistro,1700 Bardstown Rd,Louisville,40205,KY,,5023849252
52937,Osaka Sushi & Japanese Cuisine,2039 Frankfort Ave,Louisville,40206,KY,,5028949501
52938,Sakura Blue Japanese Steakhouse Sushi,4600 Shelbyville Rd Ste 118,Louisville,40207,KY,,5028973600
52939,Chinese Gourmet Express,5000 Shelbyville Rd Ste 1635,Louisville,40207,KY,,5028976689
52940,Chinese Chef,2619 S 4th St,Louisville,40208,KY,,5028223317
52941,MT Fuji,309 W Cardinal Blvd,Louisville,40208,KY,,5026375887
52942,Chopsticks House,2112 W Broadway,Louisville,40211,KY,,5027723231
52943,Double Dragon,2600 W Broadway,Louisville,40211,KY,,5027782573
52944,Chen Garden,9543 US Hwy 42,Louisville,40219,KY,,5028906938
52945,Red Sun Chinese Restaurant,3437 Breckenridge Ln,Louisville,40220,KY,,5024997788
52946,Tokyo Japanese Restaurant,2415 Lime Kiln Ln Ste C,Louisville,40222,KY,,5023397171
52947,Togo Sushi,700 Lyndon Ln,Louisville,40222,KY,,5028830666
52948,Masa Japanese Bistro & Sushi,12336 Shelbyville Rd,Louisville,40243,KY,,5024095040
52949,Shogun Japanese Steak Seafood & Sushi,9026 Taylorsville Rd,Louisville,40299,KY,,5024995700
52950,Hibicai Grill & Buffet,109 Lawson Dr Ste 1,Georgetown,40324,KY,,5028633666
52951,Oec Japanese Express,118 Market Place Cir,Georgetown,40324,KY,,5028675684
52952,Hibachi Express,408 Flemingsburg Rd,Morehead,40351,KY,,6067841363
52953,Tokyo Hibachi,18 Winchester Plz,Winchester,40391,KY,,8597370078
52954,Sakura Express,401 Bullion Blvd,Winchester,40391,KY,,8597370007
52955,Koto Japanese Bistro,2127 Lantern Ridge Dr,Richmond,40475,KY,,8596238388
52956,King Buffet,650 Eastern Byp,Richmond,40475,KY,,8596263333
52957,Sakura,1015 Winchester Rd,Lexington,40505,KY,,8592520004
52958,J2C Asian Bistro,561 S Broadway Ste 140,Lexington,40508,KY,,8593038330
52959,Golden Buffet,2907 Richmond Rd,Lexington,40509,KY,,8592681588
52960,Iron Chef,3090 Old Todds Rd Ste 130,Lexington,40509,KY,,8592640155
52961,Foliage Restaurant,3650 Boston Rd,Lexington,40514,KY,,8592233099
52962,New China Express,1801 1/2 Cumberland Ave,Middlesboro,40965,KY,,6062482000
52963,Ichiban Japanese Restaurant,6835 Alexandria Pike,Alexandria,41001,KY,,8596943777
52964,House Of Tang,2534 Burlington Pike,Burlington,41005,KY,,8596897886
52965,Wabi Sabi Restaurant,508 Madison Ave,Covington,41011,KY,,8593605097
52966,Oriental Wok,317 Buttermilk Pike,Lakeside Park,41017,KY,,8593313000
52967,Empire Buffet,570 Clock Tower Way,Ft Mitchell,41017,KY,,8593418009
52968,China City,7104 Turfway Rd,Florence,41042,KY,,8592827868
52969,Red Pepper,7220 Burlington Pike Ste C,Florence,41042,KY,,8596476666
52970,Cathay Kitchen Chinese Restaurant,8049 Connector Dr,Florence,41042,KY,,8592820770
52971,Lucky Dragon,1960 N Bend Rd Ste H,Hebron,41048,KY,,8595862121
52972,Yum Yum Japanese Express,2995 N Bend Rd,Hebron,41048,KY,,8595869888
52973,Shogun Japanese Steakhouse,418 River Hill Dr,Ashland,41101,KY,,6063248888
52974,Fuji's Japanese Steakhouse,915 13th St,Ashland,41101,KY,,6063271115
52975,Panda Inn Inc,168 Morton Blvd,Hazard,41701,KY,,6064362898
52976,Jumbo House,94 Whitesburg Plz,Whitesburg,41858,KY,,6066338388
52977,Tokyo Sushi,3500 James Sanders Blvd Ste E,Paducah,42001,KY,,2704426115
52978,China Max,5101 Hinkleville Rd Ste 525,Paducah,42001,KY,,2704430905
52979,Chongs Restaurant,5136 Hinkleville Rd,Paducah,42001,KY,,2704421710
52980,Chong's Restaurant,2819 Lone Oak Rd,Paducah,42003,KY,,2705547419
52981,Chongs Restaurant,6345 Kentucky Dam Rd,Paducah,42003,KY,,2708986402
52982,China Buffet,117 Newman Dr,Eddyville,42038,KY,,2703884500
52983,Shogun,706 N 12th St,Murray,42071,KY,,2707617486
52984,Osaka Sushi Train,2425 Scottsville Rd Ste 118,Bowling Green,42104,KY,,2703939300
52985,Yeungs Lotus Express Of Greenwood,2625 Scottsville Rd,Bowling Green,42104,KY,,2707826867
52986,Suki Hana Of Greenwood,2625 Scottsville Rd Ste F6,Bowling Green,42104,KY,,2708422866
52987,Kyoto Gardens,760 Campbell Ln Ste 110,Bowling Green,42104,KY,,2709044555
52988,Family Style Chicken & Seafood,113 Shane Dr,Glasgow,42141,KY,,2706590437
52989,Jasmine Buffet,201 Clinic Dr,Hopkinsville,42240,KY,,2708814228
52990,China Buffet,111 Ashley Plaza Cir,Morgantown,42261,KY,,2705269913
52991,Wasabi Express,636 Southtown Blvd,Owensboro,42303,KY,,2706843500
52992,MT Fuji,538 Island Ford Rd,Madisonville,42431,KY,,2708212388
52993,King Buffet,300 Sam Walton Dr Ste 1100,Somerset,42501,KY,,6066760566
52994,Family Buffet,121 Towne Dr,Elizabethtown,42701,KY,,2707630091
52995,Magic Wok,726 Campbellsville Byp Ste 1,Campbellsville,42718,KY,,2704650700
52996,Trays Garden,960 Jamestown St,Columbia,42728,KY,,2703842838
52997,King Buffet,210 Interstate Plaza Rd,Munfordville,42765,KY,,2705249898
52998,HIKO A MON,1115 HERR LN STE 130,LOUISVILLE,40222,KY,,5023651651
52999,KANSAI JPNESE STAKHOUSE LLC II,1611 North Dixie Highway,Elizabethtown,42701,KY,,2709822200
53000,RATSIMA CUISINE LLC,511 FAIRFIELD AVE,BELLEVUE,41073,KY,,8596947700
53001,KOBE JAPANESE STEAKHOUSE INC,2620 FORT CAMPBELL BLVD,HOPKINSVILLE,42240,KY,,2708855777
53002,SHOGUN OF JAPAN INC,761 CAMPBELL LN,BOWLING GREEN,42104,KY,,2708462600
53003,YAMATO JAPANESE STEAKHOUSE,1318 E BROADWAY ST,CAMPBELLSVILLE,42718,KY,,2707890350
53004,ICHIBAN,1971 CAVE MILL RD,BOWLING GREEN,42104,KY,,2705990722
53005,JASMINE CHINESE CUISINE INC,13825 ENGLISH VILLA DR,LOUISVILLE,40245,KY,,5022448896
53006,MIKATO STEAK & SUSHI,3500 VILLA PT STE 103,OWENSBORO,42303,KY,,5024576004
53007,MIYAKO RESTAURANT LLC,2547 RICHMOND RD,LEXINGTON,40509,KY,,8592680708
53008,AUGUST MOON CHINESE BISTRO,2269 LEXINGTON RD,LOUISVILLE,40206,KY,,5024566569
53009,TOKYO EXPRESS,220 SAM WALTON DR,RUSSELLVILLE,42276,KY,,2707262088
53010,CHINA EXPRESS KENTUCKY INC,600 FAIRVIEW CT,BOWLING GREEN,42101,KY,,2707469819
53011,KHINS SUSHI,839 Eastern Bypass,Richmond,40475,KY,,8594338282
53012,THAI FOOD OWENSBORO,1401 CARTER RD,OWENSBORO,42301,KY,,2704784334
53013,WASABI 54 LLC,3238 KIDRON VALLEY WAY,OWENSBORO,42303,KY,,2706833060
53014,CHOPSTICK HOUSE,2100 W BROADWAY,LOUISVILLE,40211,KY,,5025006757
53015,THAI CUISINE & SUSHI BAR,2520 HAZELWOOD ST,FORT MITCHELL,41017,KY,,8593311999
53016,SUSHI BLUE INCORPORATED,185 PASADENA DR STE 130,LEXINGTON,40503,KY,,8595236862
53017,CHOPSTIX CAF,3340 CLAYS MILL RD,LEXINGTON,40503,KY,,8592230999
53018,BRADYS SUSHI AND HIBACHI,525 EASTERN BYP,RICHMOND,40475,KY,,8595446193
53019,OISHI LLC,8201 US HIGHWAY 42,FLORENCE,41042,KY,,8592826088
53020,SHOGUN BISTRO,106 N RACE ST,GLASGOW,42141,KY,,2706293127
53021,JASMINE RESTAURANT,451 JORDAN DR STE K,PADUCAH,42001,KY,,2704420000
53022,THAI EXPRESS,1511 US 31W BYP,BOWLING GREEN,42101,KY,,2707963614
53023,BENTO ASIAN RESTAURANT,12951 SHELBYVILLE RD,LOUISVILLE,40243,KY,,5028221202
53024,SHOGUN EXPRESS,4665 SCOTTSVILLE RD,BOWLING GREEN,42104,KY,,2709041267
53025,LEMONGRASS RESTAURANT LLC,11606 SHELBYVILLE RD,LOUISVILLE,40243,KY,,5022447110
53026,OSAKA RESTAURANT LLC,3805 DYLAN PL STE 120,LEXINGTON,40514,KY,,8592962625
53027,OSHIMI SUSHI,1093 S BROADWAY STE 1150,LEXINGTON,40504,KY,,8593093305
53028,CHINA BUFFETT,2945 SCOTTSVILLE RD,BOWLING GREEN,42104,KY,,2707966659
53029,Fusion Japanese & Thai,529 By-pass 72 NW,Greenwood,29649,SC,,8643887888
53030,Big Wok Fort Mill - DO NOT CALL,1750 South Carolina 160 west suite 107,Fort Mill,29708,SC,,8035475565
53031,Lee Cafe,1046 Regent Pkwy,Fort Mill,29715,SC,,8035488191
53032,Thai Fusion,125 Evergreen Rd #102,Lake Wylie,29710,SC,,8037465047
53033,Copper Premium Pub,4516 Charlotte Hwy,Lake Wylie,29710,SC,,8037017021
53034,Rancho Grande Mexican Restaurant 1,136 Sea Island Pkwy #4,Beaufort,29907,SC,,8435240405
53035,Express Wok,4b Mathews Ct,Hilton Head Island,29926,SC,,8436892888
53036,Relish,33 Office Park Rd #216,Hilton Head Island,29928,SC,,8437150995
53037,Nood,1 N Forest Beach Dr B2,Hilton Head Island,29928,SC,,8437159224
