orders_created_at_est_year,orders_created_at_est_day,orders_total_order_count
2019,01-10,12162
2019,06-06,14908
2019,08-31,17520
2019,04-26,20120
2019,04-29,11311
2019,04-30,13383
2019,02-23,16484
2019,07-21,13255
2019,02-02,16223
2019,05-07,12746
2019,09-05,16224
2019,05-06,11049
2019,05-05,13301
2019,10-20,15382
2019,08-05,11685
2019,08-03,16846
2019,11-09,20183
2019,10-06,14666
2019,04-19,18375
2019,04-27,15979
2019,09-21,17523
2019,03-14,14367
2019,01-22,9695
2019,08-26,11978
2019,03-09,16213
2019,10-14,12624
2019,03-20,13297
2019,07-23,12997
2019,11-23,21626
2019,06-19,14048
2019,09-11,14341
2019,03-25,10974
2019,07-31,15156
2019,02-04,9528
2019,04-25,14754
2019,12-13,25047
2019,08-16,19298
2019,12-30,15821
2019,05-01,15717
2019,11-18,13143
2019,09-24,13875
2019,11-06,16521
2019,06-08,15593
2019,03-21,14900
2019,07-22,12454
2019,01-16,10485
2019,12-14,20210
2019,02-05,12076
2019,10-01,16933
2019,04-16,12148
2019,09-03,14030
2019,07-29,11720
2019,07-04,9726
2019,08-19,11329
2019,12-16,13650
2019,02-06,12685
2019,02-12,13004
2019,08-10,15766
2019,12-07,20466
2019,10-05,18780
2019,03-05,13321
2019,06-01,17288
2019,12-25,22520
2019,07-10,13930
2019,10-25,23509
2019,05-17,19034
2019,05-08,13437
2019,12-26,15779
2019,04-18,15045
2019,03-27,13768
2019,04-03,14542
2019,03-18,10389
2019,07-09,12642
2019,05-12,14454
2019,02-11,9928
2019,01-06,9793
2019,05-30,15927
2019,09-18,14634
2019,06-09,12454
2019,08-28,15398
2019,12-11,16949
2019,03-31,13256
2020,05-20,16403
2020,11-27,13801
2020,09-09,19067
2020,07-29,18062
2020,05-14,16416
2020,07-02,20112
2020,02-29,19600
2020,05-29,22548
2020,12-17,23677
2020,03-05,17333
2020,05-19,14611
2020,04-17,7335
2020,04-09,3523
2020,12-12,25074
2020,01-18,21289
2020,03-25,3685
2020,07-08,18185
2020,04-20,4600
2020,06-13,18326
2020,01-06,12770
2020,09-21,14355
2020,03-07,17382
2020,09-06,15479
2020,11-20,29343
2020,09-27,17027
2020,09-20,16637
2020,11-03,21384
2020,08-21,23647
2020,12-14,15854
2020,08-20,19301
2020,06-28,15486
2020,10-08,21094
2020,02-08,18649
2020,06-01,13502
2020,01-14,15343
2020,11-01,19786
2020,09-14,13630
2020,05-17,13908
2020,10-12,14280
2020,05-27,16170
2020,10-04,17124
2020,03-11,14064
2020,12-15,20131
2020,12-22,22533
2020,06-30,16967
2020,10-14,19803
2020,01-29,16403
2020,02-11,13979
2020,07-03,20754
2020,12-11,29940
2020,10-18,16974
2020,03-01,15468
2020,05-12,13312
2020,12-24,30832
2020,02-12,15818
2020,09-29,18505
2020,07-10,24076
2020,03-02,13800
2020,08-28,25138
2020,04-14,3541
2020,08-26,18695
2020,03-12,13219
2020,07-21,15988
2020,12-06,18486
2020,02-23,13477
2020,02-27,19152
2020,09-16,19860
2020,02-28,23377
2020,09-18,26354
2020,03-14,12618
2020,08-06,19973
2020,07-04,11771
2020,03-10,13548
2020,01-12,14265
2020,02-02,12694
2020,07-14,15583
2020,05-15,20475
2020,07-22,18796
2020,04-07,2668
2020,02-22,16275
2020,10-02,28917
2020,11-26,1
2020,07-15,17477
2020,10-24,22948
2020,05-09,17354
2020,01-10,24087
2020,08-16,15758
2020,09-04,25079
2020,06-03,18409
2020,10-27,18482
2020,01-27,12737
2020,01-22,17035
2020,12-27,18250
2020,08-11,16494
2020,07-12,14625
2020,11-16,14463
2020,01-28,15608
2020,12-23,25717
2020,10-26,14469
2020,08-03,14502
2020,06-15,13209
2020,12-30,26724
2020,11-28,19810
2020,10-19,14138
2020,12-29,21820
2020,02-26,18203
2020,04-24,10757
2020,07-24,23141
2020,02-24,12286
2020,12-05,26125
2020,11-19,22622
2020,06-24,17750
2020,01-19,15519
2020,04-21,6120
2020,10-10,22147
2020,06-26,22228
2020,12-25,31916
2020,05-31,14725
2020,05-04,9492
2020,08-04,18019
2020,12-13,18652
2020,08-17,13072
2020,06-12,21921
2020,03-18,8042
2020,06-21,14178
2020,05-10,14269
2020,12-04,31280
2020,03-27,4822
2020,07-28,16696
2020,10-22,21824
2020,10-07,19930
2020,06-27,19826
2020,04-08,2916
2020,09-25,26417
2020,04-13,2538
2020,10-31,22817
2020,02-16,14003
2020,01-11,19615
2020,05-02,13391
2020,11-05,22637
2020,08-31,11139
2020,09-26,21800
2020,03-22,4357
2020,12-20,19681
2020,05-07,14637
2020,09-28,14430
2020,12-18,30877
2020,08-29,20835
2020,01-31,24964
2020,05-13,15317
2020,03-30,2509
2020,02-15,18350
2020,03-08,12748
2020,08-09,15935
2020,09-08,16293
2020,04-25,9338
2020,08-05,18866
2020,05-11,10489
2020,08-24,13539
2020,12-19,26074
2020,07-31,24314
2020,03-17,8009
2020,05-08,19980
2020,06-22,12827
2020,10-06,17934
2020,01-16,18127
2020,09-10,21173
2020,06-09,16067
2020,09-22,17919
2020,06-25,18468
2020,10-23,28226
2020,05-26,11266
2020,10-13,17225
2020,12-31,33789
2020,01-21,15253
2020,05-05,11515
2020,12-01,22245
2020,04-15,5168
2020,06-04,18094
2020,01-23,19075
2020,03-31,3235
2020,02-04,15492
2020,04-16,5530
2020,07-05,14913
2020,09-12,21380
2020,09-11,25753
2020,04-06,2391
2020,01-01,19857
2020,02-18,14044
2020,11-21,25125
2020,11-30,16310
2020,02-09,13625
2020,04-30,10732
2020,03-28,4419
2020,04-29,9613
2020,06-23,16513
2020,01-15,16578
2020,11-24,20834
2020,05-01,15603
2020,01-09,18458
2020,09-13,16142
2020,02-13,17128
2020,09-19,21683
2020,11-07,23686
2020,03-20,9306
2020,06-29,13427
2020,03-15,9162
2020,10-11,17383
2020,03-19,7482
2020,09-05,20302
2020,09-17,21814
2020,02-25,15343
2020,08-01,21082
2020,03-13,15143
2020,02-17,12205
2020,04-23,8223
2020,04-22,7442
2020,01-20,13044
2020,12-09,22115
2020,07-18,18495
2020,09-07,12816
2020,07-06,13900
2020,04-01,3623
2020,11-04,21754
2020,08-12,17806
2020,05-21,16713
2020,10-21,19974
2020,11-06,28055
2020,05-23,17369
2020,01-05,15147
2020,10-17,22358
2020,12-28,17313
2020,07-30,19250
2020,07-20,12621
2020,06-20,18709
2020,07-16,18521
2020,11-29,17517
2020,03-03,16462
2020,10-03,22946
2020,06-07,14496
2020,11-14,23772
2020,06-16,15943
2020,02-14,24186
2020,08-30,15399
2020,07-13,12574
2020,08-22,19725
2020,07-23,18874
2020,11-11,19737
2020,04-04,3696
2020,10-28,21250
2020,03-21,7129
2020,07-01,19250
2020,04-12,2468
2020,05-28,17626
2020,02-01,20625
2020,12-08,19849
2020,04-18,6433
2020,06-18,18243
2020,09-02,19767
2020,07-09,18440
2020,08-02,16412
2020,06-14,14682
2020,08-14,23550
2020,03-16,7635
2020,09-30,20129
2020,08-27,19986
2020,10-20,18130
2020,08-10,13207
2020,06-11,18461
2020,02-20,17594
2020,11-25,24080
2020,05-30,18714
2020,06-02,16362
2020,01-25,21229
2020,10-09,26852
2020,08-13,18961
2020,12-16,22482
2020,06-06,18631
2020,05-16,17205
2020,03-23,3146
2020,07-26,15442
2020,02-05,17184
2020,10-15,21472
2020,11-13,28117
2020,10-01,22948
2020,08-19,18156
2020,04-27,5709
2020,02-06,18628
2020,03-29,2975
2020,04-28,7468
2020,10-16,28820
2020,08-15,19910
2020,07-17,22165
2020,07-19,15684
2020,04-05,2754
2020,04-19,4764
2020,10-29,23901
2020,01-07,15820
2020,09-03,22218
2020,12-03,24818
2020,07-27,13482
2020,06-08,12782
2020,05-18,12341
2020,02-19,15801
2020,03-04,16316
2020,08-07,24675
2020,03-26,3860
2020,01-02,17621
2020,02-10,11895
2020,12-02,23135
2020,05-03,10790
2020,05-22,21111
2020,04-02,3787
2020,02-21,22124
2020,02-03,12900
2020,08-25,17040
2020,01-03,24127
2020,11-09,14310
2020,11-02,16104
2020,01-04,20447
2020,10-30,30100
2020,04-10,4429
2020,05-25,9626
2020,11-17,18772
2020,10-05,13869
2020,05-24,12691
2020,12-21,17462
2020,07-07,15846
2020,01-24,24532
2020,09-23,19712
2020,12-10,23469
2020,09-24,21310
2020,09-15,17848
2020,09-01,18483
2020,12-07,15747
2020,03-06,21177
2020,07-25,19201
2020,01-17,24639
2020,06-19,22519
2020,05-06,13811
2020,02-07,23039
2020,11-10,18993
2020,11-08,17525
2020,01-13,12249
2020,04-11,3879
2020,06-10,17812
2020,11-22,17997
2020,08-23,15729
2020,08-18,16224
2020,08-08,19700
2020,06-05,22374
2020,06-17,17309
2020,11-23,15822
2020,10-25,17598
2020,11-15,17779
2020,11-12,21793
2020,07-11,19412
2020,03-24,3373
2020,03-09,11336
2020,01-08,17262
2020,04-03,4756
2020,04-26,7421
2020,12-26,20320
2020,01-26,14899
2020,01-30,17930
2020,11-18,21502
2021,03-25,28548
2021,08-29,32758
2021,04-29,30171
2021,07-25,28962
2021,06-19,33460
2021,05-30,25027
2021,12-19,47651
2021,05-06,30012
2021,11-07,39618
2021,08-21,40651
2021,04-17,32088
2021,06-15,29069
2021,08-08,30984
2021,10-30,50190
2021,02-22,16848
2021,06-25,39858
2021,06-12,32931
2021,08-11,36419
2021,09-30,45344
2021,04-02,35602
2021,07-27,30788
2021,09-23,44607
2021,08-15,31325
2021,02-04,25869
2021,10-16,50558
2021,10-22,58100
2021,08-25,36834
2021,09-15,41728
2021,10-12,35159
2021,04-04,20701
2021,04-08,30869
2021,02-27,27204
2021,01-08,31980
2021,10-02,49127
2021,03-24,28807
2021,04-05,19397
2021,02-10,23837
2021,07-21,33641
2021,08-12,38376
2021,04-15,31839
2021,05-18,25128
2021,11-26,31689
2021,05-04,26541
2021,05-17,19705
2021,09-10,50909
2021,08-18,37017
2021,12-14,44217
2021,12-07,43176
2021,01-04,18672
2021,01-20,22688
2021,02-09,21131
2021,08-05,36525
2021,05-13,29527
2021,11-02,42066
2021,05-22,30416
2021,12-25,79528
2021,06-21,21681
2021,01-16,26346
2021,11-15,31950
2021,09-26,35373
2021,07-13,29409
2021,04-12,20922
2021,06-09,32139
2021,12-31,71297
2021,05-19,27921
2021,09-07,32301
2021,02-14,22222
2021,09-06,26740
2021,12-12,45557
2021,12-06,32021
2021,04-23,35971
2021,01-05,22860
2021,01-09,27688
2021,08-03,32475
2021,04-01,33252
2021,10-20,43080
2021,05-11,25206
2021,07-06,30832
2021,07-28,34381
2021,03-06,28537
2021,11-16,41099
2021,06-01,28035
2021,09-12,33836
2021,10-10,37125
2021,11-10,46168
2021,10-15,58580
2021,01-25,16341
2021,07-31,37237
2021,07-19,24281
2021,01-28,24399
2021,07-30,44214
2021,12-20,35695
2021,08-30,27014
2021,03-18,31681
2021,06-30,34959
2021,04-22,29723
2021,05-25,26700
2021,08-23,25465
2021,02-02,25381
2021,01-03,21201
2021,06-23,31085
2021,01-30,26589
2021,11-23,46568
2021,01-06,24180
2021,10-13,41730
2021,09-01,43826
2021,01-14,24379
2021,10-14,45297
2021,06-24,33159
2021,01-15,31172
2021,08-09,24935
2021,09-18,43836
2021,04-27,24743
2021,03-16,25021
2021,05-31,17199
2021,11-27,46018
2021,03-04,26611
2021,04-30,38094
2021,11-28,41804
2021,03-15,19682
2021,03-10,24577
2021,04-24,31309
2021,07-08,37714
2021,04-16,38057
2021,11-06,52256
2021,07-22,34976
2021,12-11,58823
2021,10-23,49383
2021,11-19,65932
2021,08-07,37104
2021,02-01,19053
2021,11-14,41723
2021,07-29,38373
2021,11-03,47838
2021,01-01,29271
2021,06-10,32909
2021,10-21,45988
2021,06-06,27376
2021,04-14,29308
2021,04-20,25955
2021,11-09,38261
2021,08-20,46953
2021,01-07,24847
2021,12-24,74896
2021,07-02,43439
2021,08-13,47899
2021,09-24,53545
2021,01-22,31280
2021,11-04,50052
2021,09-21,36227
2021,05-20,29340
2021,03-31,29712
2021,12-18,60293
2021,05-16,24431
2021,02-23,21914
2021,02-21,20037
2021,05-15,30659
2021,08-24,32293
2021,08-17,32659
2021,12-04,59858
2021,11-20,56275
2021,07-20,31274
2021,09-11,43401
2021,03-20,29748
2021,09-20,27482
2021,07-17,38966
2021,07-07,33830
2021,09-22,41197
2021,06-27,27489
2021,01-12,20766
2021,10-18,28885
2021,08-26,39476
2021,11-05,63494
2021,05-29,31699
2021,07-01,39655
2021,12-02,51494
2021,02-06,27439
2021,05-12,28155
2021,01-24,18719
2021,09-14,35618
2021,06-26,33997
2021,04-10,32654
2021,10-07,44776
2021,08-14,39270
2021,01-17,19666
2021,02-28,21349
2021,12-09,53509
2021,10-25,29126
2021,10-19,37356
2021,11-08,29291
2021,01-21,23810
2021,03-19,35084
2021,04-09,36171
2021,09-28,36502
2021,05-10,19199
2021,04-28,28448
2021,09-16,43855
2021,12-29,55400
2021,02-15,16585
2021,06-13,27053
2021,01-31,19602
2021,05-14,35673
2021,02-24,24648
2021,09-02,43443
2021,03-14,22836
2021,01-02,26508
2021,07-23,42106
2021,03-09,21836
2021,07-14,34220
2021,03-30,24678
2021,06-02,30743
2021,10-26,39093
2021,02-12,33715
2021,03-03,26033
2021,02-05,32276
2021,12-23,62541
2021,07-09,42197
2021,06-20,24927
2021,05-24,19940
2021,06-14,21563
2021,06-17,32367
2021,03-13,29011
2021,07-10,35274
2021,07-26,24228
2021,02-20,27184
2021,11-22,33054
2021,03-01,18535
2021,10-11,27511
2021,06-05,32932
2021,04-07,30239
2021,12-17,62694
2021,06-18,38904
2021,02-16,20621
2021,12-13,31790
2021,03-21,23714
2021,10-01,57444
2021,09-13,26456
2021,09-05,33786
2021,11-13,55597
2021,09-09,41745
2021,11-30,43697
2021,02-11,25021
2021,11-18,50666
2021,06-22,30333
2021,03-29,19055
2021,10-17,37579
2021,04-26,19530
2021,03-22,19432
2021,03-08,17497
2021,08-02,24505
2021,08-22,33808
2021,07-03,34164
2021,09-03,50601
2021,01-11,17201
2021,03-07,20993
2021,12-05,45271
2021,11-21,43329
2021,12-15,53394
2021,05-28,40329
2021,03-28,24355
2021,12-08,50030
2021,06-03,36596
2021,07-12,23853
2021,12-16,43597
2021,10-05,36906
2021,08-04,35174
2021,06-04,41205
2021,11-17,47661
2021,10-27,44042
2021,04-06,25041
2021,05-27,30796
2021,11-29,33776
2021,11-12,63926
2021,07-16,44258
2021,05-05,27631
2021,02-18,25352
2021,06-28,23518
2021,03-05,32376
2021,09-29,41961
2021,12-21,47376
2021,03-12,32144
2021,10-03,37660
2021,08-31,35161
2021,06-29,30839
2021,04-03,30369
2021,03-17,28520
2021,01-26,21241
2021,12-27,35940
2021,02-19,31819
2021,03-26,33599
2021,07-04,17835
2021,09-27,27877
2021,09-04,41721
2021,06-08,30741
2021,07-05,23198
2021,10-29,62639
2021,11-11,48328
2021,09-17,53573
2021,05-26,30678
2021,12-03,69057
2021,04-25,24087
2021,01-18,16556
2021,03-02,22527
2021,07-24,35115
2021,07-15,36395
2021,05-21,36042
2021,09-25,45157
2021,08-16,26237
2021,09-19,34691
2021,12-01,53467
2021,04-11,26831
2021,08-19,38289
2021,10-04,29081
2021,02-13,27447
2021,09-08,39264
2021,08-27,41043
2021,12-26,42194
2021,04-18,24680
2021,05-01,31015
2021,11-24,57504
2021,12-22,57480
2021,02-25,25373
2021,08-10,32079
2021,05-23,24346
2021,07-11,29195
2021,02-17,23667
2021,01-27,23113
2021,02-03,25959
2021,05-03,21634
2021,01-23,25935
2021,04-21,29738
2021,02-26,32276
2021,10-08,53980
2021,10-31,39638
2021,12-30,63209
2021,10-06,41575
2021,06-07,22699
2021,05-07,37344
2021,01-10,20279
2021,03-23,24151
2021,02-08,16068
2021,01-29,32081
2021,06-16,31161
2021,04-13,25908
2021,06-11,40193
2021,10-24,38791
2021,03-11,25456
2021,08-01,31734
2021,10-28,48304
2021,08-06,43967
2021,05-02,24557
2021,08-28,40098
2021,05-09,27679
2021,12-28,47989
2021,12-10,68288
2021,01-19,19956
2021,05-08,31711
2021,04-19,20410
2021,02-07,16846
2021,07-18,29551
2021,11-01,31670
2021,10-09,47195
2021,03-27,29247
2021,01-13,22946
2022,08-21,50040
2022,02-11,69690
2022,07-01,76974
2022,11-29,59377
2022,03-04,73833
2022,03-30,54904
2022,10-22,69349
2022,12-31,95550
2022,05-24,45560
2022,05-19,56339
2022,12-23,94712
2022,11-08,55578
2022,03-18,69936
2022,05-08,54922
2022,01-22,60695
2022,09-04,50252
2022,06-14,42787
2022,06-27,36176
2022,02-25,74781
2022,12-18,62222
2022,09-11,52477
2022,04-12,45832
2022,04-07,60935
2022,03-19,60142
2022,09-30,92189
2022,08-24,57318
2022,10-06,64656
2022,03-02,54823
2022,08-27,63753
2022,11-01,59378
2022,08-08,35438
2022,02-06,46863
2022,12-28,73090
2022,12-02,101980
2022,08-04,61871
2022,08-20,62101
2022,01-06,54663
2022,09-07,57316
2022,11-13,55160
2022,08-11,59783
2022,11-26,63310
2022,08-17,56642
2022,07-31,48961
2022,10-21,84409
2022,08-03,58634
2022,09-02,82840
2022,11-05,77432
2022,10-24,39512
2022,01-21,70600
2022,09-21,59012
2022,12-07,69358
2022,12-09,95571
2022,05-21,60249
2022,07-11,33408
2022,06-25,56035
2022,11-12,72533
2022,02-07,32791
2022,11-15,55623
2022,07-28,58998
2022,05-27,74456
2022,05-29,40364
2022,06-28,45438
2022,02-08,42263
2022,12-05,43140
2022,03-16,52465
2022,05-18,53332
2022,06-03,75240
2022,09-06,48799
2022,10-11,49714
2022,05-20,74620
2022,01-09,44665
2022,09-12,35738
2022,11-21,43777
2022,06-18,56299
2022,01-26,50246
2022,07-08,71628
2022,11-11,89464
2022,03-05,62062
2022,05-04,56692
2022,04-05,46581
2022,11-07,39583
2022,03-23,54995
2022,01-29,60586
2022,09-13,49030
2022,01-15,58074
2022,07-26,45885
2022,05-11,52803
2022,04-24,46254
2022,11-04,94467
2022,12-13,58117
2022,05-03,48279
2022,07-19,44489
2022,12-27,59093
2022,01-01,61210
2022,04-18,32198
2022,11-17,71418
2022,10-05,62316
2022,10-19,62028
2022,06-04,59776
2022,10-25,52246
2022,09-23,82436
2022,05-06,80093
2022,01-14,69262
2022,10-16,53274
2022,10-31,41657
2022,03-21,32695
2022,02-24,59964
2022,08-10,55369
2022,01-02,46111
2022,12-22,82142
2022,10-29,72638
2022,08-06,61945
2022,05-28,56772
2022,04-11,33652
2022,08-18,60429
2022,01-10,31671
2022,11-18,94059
2022,11-27,57637
2022,11-20,58964
2022,10-18,50636
2022,08-28,50293
2022,09-25,51148
2022,04-22,71571
2022,01-24,31196
2022,04-13,55294
2022,02-13,38373
2022,01-08,61795
2022,10-07,83679
2022,10-23,54584
2022,02-18,72793
2022,06-05,46321
2022,07-27,54674
2022,03-27,48163
2022,09-22,64488
2022,12-15,75948
2022,05-12,57347
2022,02-16,51007
2022,12-24,98036
2022,05-15,46199
2022,05-22,47319
2022,12-12,42782
2022,07-15,70795
2022,06-02,60132
2022,03-01,48146
2022,11-02,67879
2022,07-02,57979
2022,02-05,63013
2022,08-22,37074
2022,07-10,45300
2022,04-17,38732
2022,11-09,67547
2022,08-07,48698
2022,02-01,49327
2022,12-03,85038
2022,03-25,71231
2022,10-30,57369
2022,12-08,74007
2022,06-06,33321
2022,07-20,54096
2022,03-03,60316
2022,12-01,80049
2022,01-16,42996
2022,03-24,57584
2022,02-26,63568
2022,10-28,88591
2022,08-29,36412
2022,04-30,65381
2022,08-09,47779
2022,09-10,66927
2022,01-17,31144
2022,06-11,57683
2022,03-12,62923
2022,08-26,79192
2022,08-15,36168
2022,07-12,44919
2022,05-07,65598
2022,05-25,54669
2022,06-19,40415
2022,04-08,73351
2022,11-03,74168
2022,03-11,72185
2022,01-23,43880
2022,09-08,62467
2022,11-28,42182
2022,06-07,46409
2022,01-05,52064
2022,04-04,34425
2022,10-08,69433
2022,11-16,65744
2022,01-13,53176
2022,06-17,69227
2022,12-16,95483
2022,04-14,61242
2022,07-16,58777
2022,12-30,97501
2022,10-10,37671
2022,06-30,59276
2022,04-20,54343
2022,09-17,65624
2022,01-28,72027
2022,04-23,60460
2022,02-28,35630
2022,07-23,58473
2022,09-14,59077
2022,06-26,46653
2022,04-27,56556
2022,07-22,71196
2022,04-25,34028
2022,08-30,50819
2022,07-13,53322
2022,02-09,49271
2022,02-12,59986
2022,12-04,62309
2022,03-13,46850
2022,03-17,53676
2022,12-06,59524
2022,09-19,37242
2022,07-04,22677
2022,05-02,35461
2022,02-04,75894
2022,02-15,41458
2022,08-31,59940
2022,09-15,63831
2022,08-12,73961
2022,07-30,60429
2022,04-28,59704
2022,05-10,44782
2022,04-16,59442
2022,08-14,48238
2022,06-13,32422
2022,06-23,56610
2022,10-27,68306
2022,02-14,38507
2022,03-10,56315
2022,01-25,41812
2022,06-29,54778
2022,03-06,47539
2022,06-12,45141
2022,10-26,63643
2022,03-22,44780
2022,02-27,48568
2022,03-14,33056
2022,02-22,44451
2022,04-19,44167
2022,07-25,35522
2022,07-03,38208
2022,09-28,61755
2022,02-23,52817
2022,11-25,44648
2022,01-20,53265
2022,04-29,79099
2022,07-05,41936
2022,09-09,80888
2022,08-13,60035
2022,04-26,46899
2022,09-03,65335
2022,05-01,50496
2022,10-01,74025
2022,07-07,55352
2022,05-16,33116
2022,12-25,103783
2022,06-21,43086
2022,12-11,61104
2022,09-05,36854
2022,10-17,37945
2022,05-05,54615
2022,07-24,48391
2022,09-20,48532
2022,03-28,34534
2022,02-20,47018
2022,06-24,69246
2022,12-29,79179
2022,10-13,66326
2022,06-01,57713
2022,11-19,76628
2022,10-02,55639
2022,04-02,65477
2022,06-08,53964
2022,09-27,51410
2022,05-30,29737
2022,07-06,50980
2022,06-15,51819
2022,02-10,53500
2022,04-03,50742
2022,09-18,51311
2022,05-31,43432
2022,05-09,31989
2022,08-25,61742
2022,02-02,52775
2022,01-18,40154
2022,07-09,57573
2022,06-10,71114
2022,07-21,58056
2022,03-15,44746
2022,05-13,74028
2022,12-20,62088
2022,03-31,60552
2022,11-22,62463
2022,04-09,62428
2022,09-29,68662
2022,03-20,46116
2022,03-29,45703
2022,07-18,34866
2022,09-26,37606
2022,03-07,34703
2022,08-23,47853
2022,03-26,61330
2022,12-14,71203
2022,07-14,57001
2022,02-03,56931
2022,05-23,33492
2022,01-07,66374
2022,10-20,66018
2022,11-10,74054
2022,06-16,56684
2022,11-30,74218
2022,09-01,68213
2022,08-01,37833
2022,12-19,45192
2022,02-17,55478
2022,05-17,44215
2022,10-04,54091
2022,05-26,59786
2022,08-19,75993
2022,12-26,43950
2022,09-16,80904
2022,04-10,47352
2022,01-19,48602
2022,02-19,62694
2022,07-29,73864
2022,10-12,61568
2022,01-03,35939
2022,06-09,56514
2022,12-10,79574
2022,10-03,40898
2022,02-21,33802
2022,01-30,45178
2022,08-16,47345
2022,10-09,53096
2022,04-01,78941
2022,06-20,31678
2022,11-14,40260
2022,04-15,66160
2022,03-08,45298
2022,01-31,33229
2022,10-15,69034
2022,04-06,55245
2022,06-22,53213
2022,11-06,56347
2022,03-09,54945
2022,01-12,49803
2022,07-17,45937
2022,12-21,75042
2022,11-23,80256
2022,09-24,66021
2022,01-27,53253
2022,05-14,62553
2022,01-11,43095
2022,01-04,45602
2022,10-14,84181
2022,08-05,75553
2022,04-21,57801
2022,12-17,79706
2022,08-02,48057
2023,08-20,63909
2023,10-12,86160
2023,03-03,106293
2023,09-02,86025
2023,07-24,46179
2023,02-15,68298
2023,05-09,58927
2023,06-26,47955
2023,02-23,81329
2023,03-01,80244
2023,05-28,54828
2023,12-07,97677
2023,10-27,114662
2023,10-19,89507
2023,12-13,88965
2023,04-22,83384
2023,05-18,77169
2023,06-10,75819
2023,01-30,41870
2023,10-11,79497
2023,09-15,108910
2023,04-06,80915
2023,12-11,53699
2023,06-08,78008
2023,04-13,74214
2023,12-10,77166
2023,05-21,59703
2023,05-25,79676
2023,07-18,59798
2023,01-28,81230
2023,03-31,107272
2023,02-10,98039
2023,05-06,80785
2023,12-18,56809
2023,06-02,101482
2023,12-09,101295
2023,03-13,45139
2023,11-24,57905
2023,01-09,40530
2023,11-20,57714
2023,04-07,91108
2023,03-08,72435
2023,05-12,96812
2023,10-07,91113
2023,02-12,49690
2023,05-14,67839
2023,04-26,75129
2023,12-01,141068
2023,02-07,57350
2023,02-02,79392
2023,12-25,136024
2023,01-21,78472
2023,04-11,55902
2023,03-26,61459
2023,01-03,57973
2023,10-15,68929
2023,05-08,44064
2023,11-12,71797
2023,10-22,69861
2023,01-17,52637
2023,01-14,78823
2023,07-12,73280
2023,04-15,82042
2023,08-02,78317
2023,08-05,81126
2023,01-25,69000
2023,12-05,75780
2023,06-03,82177
2023,06-12,46313
2023,09-18,48884
2023,12-24,106178
2023,01-05,73856
2023,09-26,68194
2023,10-25,83357
2023,12-15,119834
2023,09-10,66754
2023,06-25,62016
2023,05-10,71610
2023,03-25,84333
2023,09-23,93427
2023,02-24,102511
2023,05-31,73302
2023,06-20,57508
2023,03-23,78410
2023,11-28,77602
2023,09-21,86712
2023,08-23,76862
2023,12-19,78260
2023,02-14,72524
2023,12-04,55904
2023,07-06,75997
2023,03-12,63327
2023,09-28,92209
2023,05-04,80761
2023,10-04,81554
2023,10-13,110892
2023,11-21,83955
2023,10-08,67152
2023,09-29,124803
2023,09-14,85782
2023,11-11,95793
2023,05-24,74200
2023,11-08,86536
2023,02-03,107254
2023,10-21,90426
2023,12-28,98725
2023,09-08,111035
2023,05-03,78697
2023,08-08,60793
2023,03-02,83009
2023,05-05,91861
2023,12-03,81638
2023,10-16,49724
2023,04-04,62164
2023,01-18,66521
2023,06-01,82311
2023,11-03,124423
2023,03-10,100106
2023,02-05,60909
2023,01-29,58577
2023,11-06,52356
2023,06-13,58456
2023,03-17,93522
2023,07-07,97982
2023,01-15,58465
2023,12-20,96003
2023,08-03,86828
2023,02-01,76130
2023,04-27,80506
2023,08-14,47097
2023,07-11,58989
2023,07-14,98055
2023,02-04,85633
2023,03-24,99228
2023,10-30,52923
2023,01-16,41763
2023,07-03,48002
2023,07-15,78689
2023,09-09,90830
2023,10-03,70124
2023,01-02,44396
2023,08-17,80827
2023,09-19,63952
2023,01-24,55800
2023,08-25,103402
2023,10-24,63770
2023,01-11,67684
2023,10-28,93157
2023,04-20,76440
2023,10-18,82562
2023,12-30,108470
2023,06-30,99976
2023,04-23,61359
2023,08-15,61682
2023,03-22,73844
2023,01-07,81016
2023,11-10,116327
2023,04-10,40019
2023,02-26,65116
2023,10-17,67657
2023,10-26,90692
2023,11-15,87011
2023,12-16,101317
2023,01-06,96771
2023,11-09,95288
2023,05-15,42703
2023,09-11,49590
2023,01-26,74269
2023,07-29,82095
2023,09-13,78764
2023,03-05,64120
2023,08-21,46845
2023,06-22,79598
2023,02-21,58354
2023,11-17,118208
2023,08-18,98495
2023,07-30,63788
2023,12-02,108974
2023,06-18,49517
2023,09-12,63625
2023,03-06,46250
2023,07-19,74746
2023,03-14,60223
2023,08-10,81980
2023,05-26,94938
2023,06-04,63347
2023,11-02,97413
2023,01-10,55428
2023,10-01,71794
2023,11-30,103775
2023,07-02,63153
2023,07-27,81535
2023,05-02,63090
2023,01-08,58841
2023,06-29,80857
2023,02-13,40006
2023,01-13,95791
2023,08-01,66179
2023,08-11,96866
2023,03-15,73240
2023,12-22,123228
2023,12-29,121233
2023,09-05,61618
2023,06-19,42628
2023,11-19,74507
2023,11-29,94985
2023,11-07,72246
2023,09-04,51391
2023,10-02,50675
2023,04-25,60685
2023,10-20,116364
2023,08-27,65438
2023,08-07,47738
2023,07-04,37795
2023,01-20,95926
2023,02-09,74610
2023,06-21,73205
2023,12-17,77390
2023,10-06,112189
2023,01-27,98958
2023,10-14,94275
