Page location,Date,Event name,Sessions
https://getskt.com/summerspecial/?utm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=61799,20230627,page_view,1
https://getskt.com/summerspecial?utm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summer%20special&utm_id=00001,20230616,page_view,3
https://getskt.com/summerspecial?utm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summer%20special&utm_id=00001,20230616,session_start,1
https://getskt.com/summerspecial?utm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summer%20special&utm_id=00001,20230616,user_engagement,2
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=00001,20230626,page_view,3
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=00001,20230626,scroll,1
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=00001,20230626,session_start,1
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=00001,20230626,user_engagement,1
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=11227,20230626,page_view,2
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=11227,20230626,session_start,1
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=11227,20230626,user_engagement,2
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=11227,20230627,page_view,2
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=11227,20230627,session_start,2
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=42556,20230626,page_view,3
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=42556,20230626,session_start,2
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=42556,20230627,page_view,1
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=42556,20230627,session_start,1
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=61466,20230626,page_view,2
https://getskt.com/summerspecialutm_source=JulyMailer&utm_medium=DirectMail&utm_campaign=summerspecial&utm_id=61466,20230626,session_start,1
