Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status,,,
R82652,"13,746","196,647",6.99%,,R82202,0,0,0,,R88857,"1,049",,,,,,,,,
R82653,"20,777","247,640",8.39%,,R82203,0,0,"10,514",,R88861,"3,577",,,,,,,,,
R82655,"29,530","389,068",7.59%,,R82205,200,0,"3,682",,R88873,"2,789",,,,,,,,,
R82656,"10,522","150,529",6.99%,,R82206,0,0,0,,R88878,"4,589",,,,,,,,,
R82659,"15,711","224,760",6.99%,,R82207,0,0,0,,R88879,"6,085",,,,,,,,,
R82661,"3,740","53,510",6.99%,,R82208,54,0,648,,R88882,"5,942",,,,,,,,,
R82662,0,0,8.00%,,R82209,10,8,"43,486",,R88885,395,,,,,,,,,
R82663,0,0,7.99%,,R82301,0,0,"14,896",,R88887,"8,278",,,,,,,,,
R82666,"12,609","180,384",6.99%,,R82302,200,8,"12,875",,R88893,"2,181",,,,,,,,,
R82667,"25,011","357,806",6.99%,,R82303,0,8,"24,543",,R88899,62,,,,,,,,,
R82668,"12,978","166,602",7.79%,,R82305,0,0,"13,639",,R88901,"3,901",,,,,,,,,
R82671,"13,088","187,243",6.99%,,R82306,0,0,"44,604",,R88903,"2,261",,,,,,,,,
R82672,"11,532","134,253",8.59%,,R82307,0,0,0,,R88906,503,,,,,,,,,
R82673,"11,044","138,056",8.00%,,R82308,0,0,0,,R88912,"5,065",,,,,,,,,
R82675,"8,687","124,277",6.99%,,R82309,0,0,"17,110",,R88913,"2,846",,,,,,,,,
R82678,"6,597","94,379",6.99%,,R82311,10,0,"7,139",,R88919,"9,991",,,,,,,,,
R82679,"20,938","299,549",6.99%,,R82312,0,0,0,,R88921,"2,634",,,,,,,,,
R82681,"16,412","205,402",7.99%,,R82313,200,8,"25,358",,R88923,"5,105",,,,,,,,,
R82682,0,0,6.99%,,R82315,0,0,"20,288",,R88926,"6,522",,,,,,,,,
R82683,"2,777","33,913",8.19%,,R82316,0,0,0,,R88927,"4,371",,,,,,,,,
R82686,"49,622","709,907",6.99%,,R82318,0,15,"10,003",,R88929,"1,541",,,,,,,,,
R82687,"18,060","231,840",7.79%,,R82321,0,0,0,,R88932,816,,,,,,,,,
R82688,"6,610","84,852",7.79%,,R82322,0,15,"8,890",,R88939,"3,088",,,,,,,,,
R82689,"22,707","324,856",6.99%,,R82323,0,0,0,,R88956,"2,871",,,,,,,,,
R82692,"20,129","239,915",8.39%,,R82325,0,0,0,,R88957,980,,,,,,,,,
R82693,"4,629","56,515",8.19%,,R82327,0,0,0,,R88961,"1,798",,,,,,,,,
R82695,"23,801","340,496",6.99%,,R82328,0,0,0,,R88962,957,,,,,,,,,
R82696,"12,087","172,915",6.99%,,R82329,0,0,"43,160",,R88965,"1,267",,,,,,,,,
R82697,0,0,8.59%,,R82331,200,8,"4,401",,R88967,"2,124",,,,,,,,,
R82698,"8,988","128,579",6.99%,,R82332,0,0,0,,R88968,"2,294",,,,,,,,,
R82701,"26,722","343,029",7.79%,,R82333,0,0,0,,R88969,"4,223",,,,,,,,,
R82702,"8,515","106,441",8.00%,,R82335,0,0,"58,476",,R88987,39,,,,,,,,,
R82705,"8,358","119,569",6.99%,,R82336,0,0,"22,851",,R89001,645,,,,,,,,,
R82706,0,0,6.99%,,R82337,0,0,"24,632",,R89008,27,,,,,,,,,
R82707,0,0,6.99%,,R82338,54,0,648,,R89013,16,,,,,,,,,
R82708,"5,810","83,119",6.99%,,R82339,200,8,"28,819",,Grand Total,"1,563,414",,,,,,,,,
R82711,0,0,7.99%,,R82351,200,0,"17,235",,,,,,,,,,,,
R82712,"22,058","315,572",6.99%,,R82352,10,15,"19,304",,,,,,,,,,,,
R82713,0,0,6.99%,,R82353,0,0,0,,,,,,,,,,,,
R82715,0,0,6.99%,,R82355,0,0,0,,,,,,,,,,,,
R82716,"56,976","815,106",6.99%,,R82356,0,8,"17,777",,,,,,,,,,,,
R82717,"26,830","383,829",6.99%,,R82357,0,0,0,,,,,,,,,,,,
R82718,"24,620","352,214",6.99%,,R82358,54,0,648,,,,,,,,,,,,
R82719,"41,041","477,772",8.59%,,R82359,0,0,0,,,,,,,,,,,,
R82722,"1,900","27,183",6.99%,,R82361,200,8,"4,443",,,,,,,,,,,,
R82723,"7,856","112,388",6.99%,,R82362,10,8,"14,615",,,,,,,,,,,,
R82725,"15,814","226,232",6.99%,,R82363,200,8,"23,036",,,,,,,,,,,,
R82726,"10,987","157,184",6.99%,,R82365,200,0,"2,400",,,,,,,,,,,,
R82727,"14,791","211,607",6.99%,,R82366,0,15,"25,671",,,,,,,,,,,,
R82729,0,0,8.39%,,R82367,50,0,"8,207",,,,,,,,,,,,
R82731,"6,584","94,194",6.99%,,R82368,0,0,"13,855",,,,,,,,,,,,
R82733,"16,331","204,398",7.99%,,R82369,0,8,"14,400",,,,,,,,,,,,
R82736,0,0,6.99%,,R82372,0,0,"20,312",,,,,,,,,,,,
R82737,"2,574","36,821",6.99%,,R82373,0,0,"14,766",,,,,,,,,,,,
R82738,"18,674","267,149",6.99%,,R82375,0,8,"9,544",,,,,,,,,,,,
R82751,0,0,7.79%,,R82376,100,0,"20,137",,,,,,,,,,,,
R82752,0,0,6.99%,,R82377,200,8,"20,107",,,,,,,,,,,,
R82756,"3,555","44,496",7.99%,,R82378,50,15,"20,760",,,,,,,,,,,,
R82758,"10,204","145,978",6.99%,,R82379,0,15,"31,901",,,,,,,,,,,,
R82759,"9,430","134,907",6.99%,,R82381,0,23,"13,115",,,,,,,,,,,,
R82761,0,0,8.59%,,R82382,0,15,"12,557",,,,,,,,,,,,
R82762,"25,040","313,390",7.99%,,R82383,200,0,"13,401",,,,,,,,,,,,
R82763,"11,549","165,223",6.99%,,R82385,0,23,"19,538",,,,,,,,,,,,
R82765,"20,983","276,458",7.59%,,R82386,0,0,0,,,,,,,,,,,,
R82767,"12,758","182,514",6.99%,,R82387,200,0,"15,399",,,,,,,,,,,,
R82768,"12,709","167,448",7.59%,,R82388,0,0,0,,,,,,,,,,,,
R82769,"14,450","206,720",6.99%,,R82389,200,0,"6,804",,,,,,,,,,,,
R82771,"35,765","597,071",5.99%,,R82391,0,0,0,,,,,,,,,,,,
R82772,"28,961","345,182",8.39%,,R82392,54,8,648,,,,,,,,,,,,
R82773,"13,180","188,560",6.99%,,R82393,0,0,"12,389",,,,,,,,,,,,
R82775,"16,735","239,421",6.99%,,R82395,0,15,"22,326",,,,,,,,,,,,
R82776,"32,765","420,603",7.79%,,R82396,0,0,"1,821",,,,,,,,,,,,
R82777,"3,540","50,647",6.99%,,R82397,0,0,0,,,,,,,,,,,,
R82778,"12,635","166,470",7.59%,,R82398,0,0,0,,,,,,,,,,,,
R82779,"13,778","197,107",6.99%,,R82399,0,0,"34,027",,,,,,,,,,,,
R82781,"11,789","168,652",6.99%,,R82501,0,15,"12,307",,,,,,,,,,,,
R82782,"30,288","399,046",7.59%,,R82502,0,0,"34,853",,,,,,,,,,,,
R82788,"61,883","774,506",7.99%,,R82503,10,0,"16,491",,,,,,,,,,,,
R82789,"15,631","223,623",6.99%,,R82505,50,0,"13,728",,,,,,,,,,,,
R82791,"24,007","343,446",6.99%,,R82506,0,0,"15,695",,,,,,,,,,,,
R82792,0,0,8.19%,,R82507,0,15,"31,135",,,,,,,,,,,,
R82793,"8,363","119,644",6.99%,,R82508,0,23,"15,224",,,,,,,,,,,,
R82795,0,0,8.00%,,R82509,0,0,0,,,,,,,,,,,,
R82797,"22,938","328,149",6.99%,,R82511,0,8,"22,121",,,,,,,,,,,,
R82798,0,0,7.79%,,R82512,10,0,"7,078",,,,,,,,,,,,
R82801,"33,566","420,106",7.99%,,R82513,10,0,"12,218",,,,,,,,,,,,
R82802,"11,379","162,795",6.99%,,R82515,0,0,0,,,,,,,,,,,,
R82803,"10,154","145,271",6.99%,,R82516,0,0,722,,,,,,,,,,,,
R82805,"34,659","509,684",6.80%,,R82517,0,0,0,,,,,,,,,,,,
R82806,0,0,6.99%,,R82518,0,0,"18,500",,,,,,,,,,,,
R82807,"33,912","485,152",6.99%,,R82519,200,8,"16,998",,,,,,,,,,,,
R82808,"31,310","373,182",8.39%,,R82521,0,0,"18,162",,,,,,,,,,,,
R82809,"3,536","46,588",7.59%,,R82522,0,0,0,,,,,,,,,,,,
R82811,"29,129","416,717",6.99%,,R82523,65,15,"35,731",,,,,,,,,,,,
R82813,"8,363","104,669",7.99%,,R82525,0,0,"35,767",,,,,,,,,,,,
R82815,"15,687","224,422",6.99%,,R82528,0,0,"16,939",,,,,,,,,,,,
R82816,"23,461","273,122",8.59%,,R82529,0,8,"29,781",,,,,,,,,,,,
R82817,"24,612","352,097",6.99%,,R82531,0,15,"10,360",,,,,,,,,,,,
R82821,0,0,6.99%,,R82532,10,0,"11,838",,,,,,,,,,,,
R82822,"7,301","104,450",6.99%,,R82533,0,0,"23,979",,,,,,,,,,,,
R82825,"12,820","183,406",6.99%,,R82535,0,0,"18,963",,,,,,,,,,,,
R82826,"16,534","212,248",7.79%,,R82536,0,0,0,,,,,,,,,,,,
R82827,"21,001","300,442",6.99%,,R82537,0,0,"70,311",,,,,,,,,,,,
R82828,"26,618","380,800",6.99%,,R82538,0,0,0,,,,,,,,,,,,
R82829,"5,749","82,241",6.99%,,R82539,200,0,"38,023",,,,,,,,,,,,
R82831,"20,366","291,353",6.99%,,R82551,0,0,0,,,,,,,,,,,,
R82832,"10,163","132,853",7.65%,,R82552,0,15,"30,188",,,,,,,,,,,,
R82835,"17,389","248,768",6.99%,,R82553,0,0,0,,,,,,,,,,,,
R82836,"13,458","192,533",6.99%,,R82555,0,15,0,,,,,,,,,,,,
R82837,"17,363","200,733",8.65%,,R82556,210,15,"26,031",,,,,,,,,,,,
R82838,"19,618","232,160",8.45%,,R82558,0,0,0,,,,,,,,,,,,
R82852,"20,284","290,183",6.99%,,R82559,0,8,"10,618",,,,,,,,,,,,
R82853,"18,900","270,386",6.99%,,R82561,200,15,"2,400",,,,,,,,,,,,
R82855,0,0,6.99%,,R82562,0,0,0,,,,,,,,,,,,
R82857,"8,545","122,251",6.99%,,R82563,200,8,"5,204",,,,,,,,,,,,
R82859,"28,709","375,281",7.65%,,R82565,0,8,"17,007",,,,,,,,,,,,
R82861,0,0,6.99%,,R82566,0,0,"12,685",,,,,,,,,,,,
R82862,0,0,8.00%,,R82567,0,0,0,,,,,,,,,,,,
R82863,0,0,6.99%,,R82568,200,0,"9,437",,,,,,,,,,,,
R82865,0,0,7.65%,,R82569,0,0,0,,,,,,,,,,,,
R82867,"15,281","218,615",6.99%,,R82571,0,0,0,,,,,,,,,,,,
R82868,"26,756","382,780",6.99%,,R82572,27,0,324,,,,,,,,,,,,
R82869,"5,549","79,381",6.99%,,R82573,0,0,0,,,,,,,,,,,,
R82871,"17,679","252,919",6.99%,,R82575,200,0,"29,320",,,,,,,,,,,,
R82872,0,0,6.99%,,R82576,0,0,0,,,,,,,,,,,,
R82873,"40,194","575,021",6.99%,,R82577,0,15,"29,709",,,,,,,,,,,,
R82875,0,0,6.99%,,R82578,0,0,0,,,,,,,,,,,,
R82876,"1,293","18,495",6.99%,,R82579,0,0,0,,,,,,,,,,,,
R82877,"7,568","108,271",6.99%,,R82581,200,0,"4,945",,,,,,,,,,,,
R82879,"21,191","303,166",6.99%,,R82582,0,0,"10,140",,,,,,,,,,,,
R82881,"39,400","505,778",7.79%,,R82583,200,8,"23,298",,,,,,,,,,,,
R82882,"26,853","384,166",6.99%,,R82585,0,0,0,,,,,,,,,,,,
R82883,"13,460","192,566",6.99%,,R82586,0,8,"18,798",,,,,,,,,,,,
R82885,"9,013","118,748",7.59%,,R82587,0,8,"21,609",,,,,,,,,,,,
R82886,"8,742","115,172",7.59%,,R82588,0,0,"66,485",,,,,,,,,,,,
R82887,"8,896","127,267",6.99%,,R82589,0,8,"3,875",,,,,,,,,,,,
R82888,"17,231","246,504",6.99%,,R82591,0,0,"28,132",,,,,,,,,,,,
R82889,"14,778","211,410",6.99%,,R82592,0,0,"17,710",,,,,,,,,,,,
R82891,"32,153","459,984",6.99%,,R82593,200,8,"7,115",,,,,,,,,,,,
R82892,0,0,6.99%,,R82595,39,0,468,,,,,,,,,,,,
R82893,0,0,6.99%,,R82596,0,0,0,,,,,,,,,,,,
R82895,"12,639","180,816",6.99%,,R82597,0,0,0,,,,,,,,,,,,
R82896,"41,056","587,356",6.99%,,R82598,0,0,"12,493",,,,,,,,,,,,
R82897,"9,986","142,867",6.99%,,R82599,200,23,"12,394",,,,,,,,,,,,
R82898,"11,152","159,536",6.99%,,R82601,0,0,0,,,,,,,,,,,,
R82899,"9,762","139,656",6.99%,,R82602,0,0,0,,,,,,,,,,,,
R82901,0,0,6.99%,,R82603,200,0,"11,598",,,,,,,,,,,,
R82902,0,0,8.59%,,R82605,19,0,228,,,,,,,,,,,,
R82903,"4,263","53,290",8.00%,,R82606,0,0,"29,358",,,,,,,,,,,,
R82905,"19,456","278,345",6.99%,,R82607,0,8,"15,303",,,,,,,,,,,,
R82906,"4,501","64,387",6.99%,,R82608,0,0,"17,834",,,,,,,,,,,,
R82907,"44,603","638,091",6.99%,,R82609,0,0,0,,,,,,,,,,,,
R82908,0,0,7.59%,,R82611,0,0,"22,497",,,,,,,,,,,,
R82909,0,0,6.99%,,R82612,0,15,"43,764",,,,,,,,,,,,
R82911,"6,762","96,737",6.99%,,R82613,10,8,"15,142",,,,,,,,,,,,
R82912,"34,276","490,364",6.99%,,R82615,0,15,"44,465",,,,,,,,,,,,
R82915,"7,524","107,635",6.99%,,R82616,0,0,"18,304",,,,,,,,,,,,
R82916,0,0,7.99%,,R82617,0,0,"39,532",,,,,,,,,,,,
R82918,"11,399","142,491",8.00%,,R82618,0,0,"5,540",,,,,,,,,,,,
R82919,0,0,7.59%,,R82619,0,0,"6,221",,,,,,,,,,,,
R82921,"17,941","256,667",6.99%,,R82621,200,0,"55,893",,,,,,,,,,,,
R82922,"35,047","501,386",6.99%,,R82622,10,15,"21,175",,,,,,,,,,,,
R82923,"42,085","602,072",6.99%,,R82623,0,0,"16,742",,,,,,,,,,,,
R82925,0,0,6.99%,,R82625,0,0,0,,,,,,,,,,,,
R82926,0,0,6.99%,,R82626,0,0,0,,,,,,,,,,,,
R82927,"21,908","281,238",7.79%,,R82627,0,0,0,,,,,,,,,,,,
R82928,"18,051","258,245",6.99%,,R82628,0,0,"8,795",,,,,,,,,,,,
R82929,0,0,6.99%,,R82629,200,0,"24,560",,,,,,,,,,,,
R82933,"11,761","168,260",6.99%,,R82631,0,0,0,,,,,,,,,,,,
R82936,0,0,6.99%,,R82632,0,0,0,,,,,,,,,,,,
R82937,"23,453","335,516",6.99%,,R82633,0,0,0,,,,,,,,,,,,
R82939,0,0,6.99%,,R82635,0,8,"6,368",,,,,,,,,,,,
R82951,"30,425","354,196",8.59%,,R82636,10,8,"23,073",,,,,,,,,,,,
R82952,"8,252","118,051",6.99%,,R82637,200,8,"13,104",,,,,,,,,,,,
R82953,"29,215","417,961",6.99%,,R82638,0,15,"50,010",,,,,,,,,,,,
R82955,"11,443","163,706",6.99%,,R82639,0,0,"15,367",,,,,,,,,,,,
R82956,"10,863","155,404",6.99%,,R82651,0,0,0,,,,,,,,,,,,
R82958,"14,267","183,144",7.79%,,R82652,200,8,"16,146",,,,,,,,,,,,
R82959,"12,493","178,733",6.99%,,R82653,0,15,"20,777",,,,,,,,,,,,
R82961,"11,649","145,616",8.00%,,R82655,0,0,"29,530",,,,,,,,,,,,
R82962,"26,105","343,945",7.59%,,R82656,210,15,"13,042",,,,,,,,,,,,
R82965,"23,969","342,900",6.99%,,R82657,0,0,0,,,,,,,,,,,,
R82966,"14,218","182,521",7.79%,,R82658,0,0,0,,,,,,,,,,,,
R82967,"13,469","176,062",7.65%,,R82659,0,8,"15,711",,,,,,,,,,,,
R82968,"5,868","83,943",6.99%,,R82661,200,0,"6,140",,,,,,,,,,,,
R82969,"4,509","59,413",7.59%,,R82662,64,8,768,,,,,,,,,,,,
R82972,"2,074","29,672",6.99%,,R82663,0,8,0,,,,,,,,,,,,
R82973,0,0,6.99%,,R82666,0,0,"12,609",,,,,,,,,,,,
R82975,"12,096","151,201",8.00%,,R82667,0,8,"25,011",,,,,,,,,,,,
R82977,"12,669","181,246",6.99%,,R82668,0,8,"12,978",,,,,,,,,,,,
R82979,"19,991","232,728",8.59%,,R82671,10,15,"13,208",,,,,,,,,,,,
R82981,"20,807","247,999",8.39%,,R82672,200,0,"13,932",,,,,,,,,,,,
R82982,"12,395","177,319",6.99%,,R82673,10,15,"11,164",,,,,,,,,,,,
R82983,0,0,6.99%,,R82675,200,8,"11,087",,,,,,,,,,,,
R82985,"3,996","51,967",7.69%,,R82676,0,0,0,,,,,,,,,,,,
R82988,"13,445","156,515",8.59%,,R82678,0,0,"6,597",,,,,,,,,,,,
R82989,"17,470","249,934",6.99%,,R82679,200,0,"23,338",,,,,,,,,,,,
R82991,"28,633","409,628",6.99%,,R82681,200,15,"18,812",,,,,,,,,,,,
R82992,"12,220","156,864",7.79%,,R82682,0,0,0,,,,,,,,,,,,
R82993,"19,099","249,661",7.65%,,R82683,200,8,"5,177",,,,,,,,,,,,
R82996,"25,800","369,098",6.99%,,R82686,0,15,"49,622",,,,,,,,,,,,
R82997,"11,271","161,238",6.99%,,R82687,200,15,"20,460",,,,,,,,,,,,
R82998,"19,052","244,565",7.79%,,R82688,200,0,"9,010",,,,,,,,,,,,
R82999,"8,040","115,021",6.99%,,R82689,0,15,"22,707",,,,,,,,,,,,
R83001,0,0,7.79%,,R82691,0,0,0,,,,,,,,,,,,
R83002,"17,721","209,718",8.45%,,R82692,0,0,"20,129",,,,,,,,,,,,
R83003,0,0,7.79%,,R82693,200,0,"7,029",,,,,,,,,,,,
R83005,0,0,6.99%,,R82695,0,0,"23,801",,,,,,,,,,,,
R83006,"10,161","145,369",6.99%,,R82696,0,0,"12,087",,,,,,,,,,,,
R83007,0,0,6.99%,,R82697,0,0,0,,,,,,,,,,,,
R83008,0,0,6.99%,,R82698,0,8,"8,988",,,,,,,,,,,,
R83009,0,0,6.99%,,R82699,0,0,0,,,,,,,,,,,,
R83011,0,0,7.59%,,R82701,0,0,"26,722",,,,,,,,,,,,
R83012,"33,785","483,332",6.99%,,R82702,0,8,"8,515",,,,,,,,,,,,
R83013,"20,704","296,194",6.99%,,R82705,10,8,"8,478",,,,,,,,,,,,
R83015,"8,122","116,191",6.99%,,R82706,0,0,0,,,,,,,,,,,,
R83016,"12,082","172,841",6.99%,,R82707,0,0,0,,,,,,,,,,,,
R83018,0,0,6.99%,,R82708,0,8,"5,810",,,,,,,,,,,,
R83019,"8,107","115,985",6.99%,,R82711,0,0,0,,,,,,,,,,,,
R83022,0,0,6.99%,,R82712,0,0,"22,058",,,,,,,,,,,,
R83025,"8,984","118,371",7.59%,,R82713,0,0,0,,,,,,,,,,,,
R83027,"7,663","109,631",6.99%,,R82715,100,8,"1,200",,,,,,,,,,,,
R83028,"30,998","443,465",6.99%,,R82716,210,8,"59,496",,,,,,,,,,,,
R83029,"17,922","256,396",6.99%,,R82717,0,8,"26,830",,,,,,,,,,,,
R83031,"11,961","171,115",6.99%,,R82718,0,0,"24,620",,,,,,,,,,,,
R83032,"4,069","47,363",8.59%,,R82719,10,0,"41,161",,,,,,,,,,,,
R83033,"20,464","292,768",6.99%,,R82721,0,0,0,,,,,,,,,,,,
R83035,"3,137","44,876",6.99%,,R82722,200,0,"4,300",,,,,,,,,,,,
R83036,0,0,6.99%,,R82723,10,8,"7,976",,,,,,,,,,,,
R83038,"4,680","66,950",6.99%,,R82725,0,0,"15,814",,,,,,,,,,,,
R83039,"9,922","141,949",6.99%,,R82726,10,0,"11,107",,,,,,,,,,,,
R83051,"22,431","320,907",6.99%,,R82727,0,0,"14,791",,,,,,,,,,,,
R83052,"21,227","303,673",6.99%,,R82728,0,0,0,,,,,,,,,,,,
R83053,"28,847","412,693",6.99%,,R82729,58,0,696,,,,,,,,,,,,
R83055,"6,001","85,855",6.99%,,R82731,200,8,"8,984",,,,,,,,,,,,
R83056,"16,269","232,740",6.99%,,R82732,0,0,0,,,,,,,,,,,,
R83057,0,0,6.99%,,R82733,0,0,"16,331",,,,,,,,,,,,
R83058,"3,880","55,506",6.99%,,R82735,0,8,0,,,,,,,,,,,,
R83059,"30,649","438,468",6.99%,,R82736,27,15,324,,,,,,,,,,,,
R83061,"13,173","164,658",8.00%,,R82737,200,8,"4,974",,,,,,,,,,,,
R83062,"6,637","94,952",6.99%,,R82738,0,15,"18,674",,,,,,,,,,,,
R83063,0,0,6.99%,,R82739,0,0,0,,,,,,,,,,,,
R83066,"19,113","273,436",6.99%,,R82751,0,0,0,,,,,,,,,,,,
R83067,"19,113","251,812",7.59%,,R82752,0,0,0,,,,,,,,,,,,
R83068,0,0,6.99%,,R82755,0,0,0,,,,,,,,,,,,
R83069,0,0,8.59%,,R82756,200,15,"5,955",,,,,,,,,,,,
R83071,"6,323","90,465",6.99%,,R82758,200,8,"12,604",,,,,,,,,,,,
R83072,"3,154","40,176",7.85%,,R82759,200,15,"11,830",,,,,,,,,,,,
R83075,484,"6,918",6.99%,,R82761,54,0,648,,,,,,,,,,,,
R83076,0,0,6.99%,,R82762,200,8,"27,440",,,,,,,,,,,,
R83077,"9,406","134,557",6.99%,,R82763,200,0,"13,949",,,,,,,,,,,,
R83078,0,0,8.00%,,R82765,0,8,"20,983",,,,,,,,,,,,
R83081,"14,219","203,416",6.99%,,R82766,0,0,0,,,,,,,,,,,,
R83082,"16,212","231,931",6.99%,,R82767,200,0,"15,158",,,,,,,,,,,,
R83083,"55,134","657,141",8.39%,,R82768,200,0,"15,109",,,,,,,,,,,,
R83086,0,0,8.00%,,R82769,200,0,"16,850",,,,,,,,,,,,
R83087,"11,121","159,096",6.99%,,R82771,0,0,"35,765",,,,,,,,,,,,
R83088,0,0,7.85%,,R82772,0,0,"28,961",,,,,,,,,,,,
R83089,"18,109","259,074",6.99%,,R82773,0,0,"13,180",,,,,,,,,,,,
R83091,0,0,8.25%,,R82775,10,0,"16,855",,,,,,,,,,,,
R83092,"21,849","271,417",8.05%,,R82776,0,0,"32,765",,,,,,,,,,,,
R83093,"10,911","156,091",6.99%,,R82777,0,0,"3,540",,,,,,,,,,,,
R83095,0,0,8.19%,,R82778,0,0,"12,635",,,,,,,,,,,,
R83096,0,0,6.99%,,R82779,200,0,"16,178",,,,,,,,,,,,
R83097,"8,236","95,875",8.59%,,R82781,0,15,"11,789",,,,,,,,,,,,
R83098,"2,966","42,428",6.99%,,R82782,0,0,"30,288",,,,,,,,,,,,
R83099,"21,358","305,552",6.99%,,R82783,54,15,648,,,,,,,,,,,,
R83101,"9,705","115,677",8.39%,,R82785,0,0,0,,,,,,,,,,,,
R83102,"23,078","288,833",7.99%,,R82786,54,8,648,,,,,,,,,,,,
R83103,"28,437","406,819",6.99%,,R82787,0,0,0,,,,,,,,,,,,
R83105,"25,456","364,173",6.99%,,R82788,0,0,"61,883",,,,,,,,,,,,
R83106,0,0,7.79%,,R82789,0,0,"15,631",,,,,,,,,,,,
R83108,"4,907","57,128",8.59%,,R82791,0,0,"24,007",,,,,,,,,,,,
R83109,"7,225","103,361",6.99%,,R82792,0,0,0,,,,,,,,,,,,
R83112,"24,262","347,094",6.99%,,R82793,0,0,"8,363",,,,,,,,,,,,
R83113,"27,549","394,113",6.99%,,R82795,0,0,0,,,,,,,,,,,,
R83116,"17,533","250,835",6.99%,,R82796,0,0,0,,,,,,,,,,,,
R83117,"9,423","117,786",8.00%,,R82797,0,15,"22,938",,,,,,,,,,,,
R83118,"12,007","150,094",8.00%,,R82798,0,0,0,,,,,,,,,,,,
R83123,"9,221","131,922",6.99%,,R82799,0,0,0,,,,,,,,,,,,
R83125,"31,270","401,407",7.79%,,R82801,0,0,"33,566",,,,,,,,,,,,
R83126,"39,880","464,263",8.59%,,R82802,0,8,"11,379",,,,,,,,,,,,
R83127,"16,470","216,995",7.59%,,R82803,0,0,"10,154",,,,,,,,,,,,
R83128,"18,206","260,463",6.99%,,R82805,0,0,"34,659",,,,,,,,,,,,
R83129,"13,610","194,708",6.99%,,R82806,0,0,0,,,,,,,,,,,,
R83131,"14,674","209,931",6.99%,,R82807,200,0,"36,312",,,,,,,,,,,,
R83132,0,0,6.99%,,R82808,0,23,"31,310",,,,,,,,,,,,
R83133,"16,132","230,786",6.99%,,R82809,200,0,"5,936",,,,,,,,,,,,
R83136,"21,529","307,991",6.99%,,R82811,0,23,"29,129",,,,,,,,,,,,
R83137,0,0,6.99%,,R82812,0,0,0,,,,,,,,,,,,
R83138,"54,225","775,748",6.99%,,R82813,200,8,"10,763",,,,,,,,,,,,
R83139,"9,155","130,977",6.99%,,R82815,0,8,"15,687",,,,,,,,,,,,
R83151,"18,313","261,994",6.99%,,R82816,0,8,"23,461",,,,,,,,,,,,
R83156,"16,141","230,913",6.99%,,R82817,10,8,"24,732",,,,,,,,,,,,
R83157,"20,351","291,139",6.99%,,R82818,0,0,0,,,,,,,,,,,,
R83158,"10,584","151,411",6.99%,,R82819,0,0,0,,,,,,,,,,,,
R83159,"31,312","447,952",6.99%,,R82821,54,15,648,,,,,,,,,,,,
R83161,"12,181","152,267",8.00%,,R82822,10,8,"7,421",,,,,,,,,,,,
R83162,"32,328","385,320",8.39%,,R82823,0,0,0,,,,,,,,,,,,
R83163,0,0,6.99%,,R82825,10,0,"12,940",,,,,,,,,,,,
R83168,"18,735","246,832",7.59%,,R82826,100,0,"17,734",,,,,,,,,,,,
R83169,"19,010","271,958",6.99%,,R82827,0,0,"21,001",,,,,,,,,,,,
R83171,"17,205","215,338",7.99%,,R82828,10,0,"26,738",,,,,,,,,,,,
R83172,"8,814","126,098",6.99%,,R82829,200,15,"8,149",,,,,,,,,,,,
R83175,"12,712","159,097",7.99%,,R82831,0,0,"20,366",,,,,,,,,,,,
R83176,"1,709","22,523",7.59%,,R82832,210,0,"12,683",,,,,,,,,,,,
R83177,"6,466","92,501",6.99%,,R82833,0,0,0,,,,,,,,,,,,
R83178,0,0,6.99%,,R82835,200,8,"19,789",,,,,,,,,,,,
R83179,"10,096","144,432",6.99%,,R82836,0,8,"13,458",,,,,,,,,,,,
R83181,"8,570","107,120",8.00%,,R82837,0,0,"17,363",,,,,,,,,,,,
R83182,0,0,8.00%,,R82838,0,0,"19,618",,,,,,,,,,,,
R83183,"24,383","348,833",6.99%,,R82851,0,0,0,,,,,,,,,,,,
R83185,"67,928","809,632",8.39%,,R82852,200,0,"22,684",,,,,,,,,,,,
R83186,"21,684","310,220",6.99%,,R82853,10,0,"19,020",,,,,,,,,,,,
R83187,0,0,6.99%,,R82855,0,0,0,,,,,,,,,,,,
R83188,0,0,7.59%,,R82856,0,0,0,,,,,,,,,,,,
R83191,"28,339","354,677",7.99%,,R82857,10,0,"8,665",,,,,,,,,,,,
R83192,0,0,6.99%,,R82859,0,0,"28,709",,,,,,,,,,,,
R83193,"12,251","175,265",6.99%,,R82861,0,8,0,,,,,,,,,,,,
R83196,"15,947","199,341",8.00%,,R82862,0,0,0,,,,,,,,,,,,
R83198,"41,800","536,579",7.79%,,R82863,54,0,648,,,,,,,,,,,,
R83199,0,0,6.99%,,R82865,0,0,0,,,,,,,,,,,,
R83201,0,0,8.49%,,R82866,0,0,0,,,,,,,,,,,,
R83202,"6,724","96,200",6.99%,,R82867,0,0,"15,281",,,,,,,,,,,,
R83203,"28,993","414,775",6.99%,,R82868,0,0,"26,756",,,,,,,,,,,,
R83205,0,0,8.00%,,R82869,200,0,"7,949",,,,,,,,,,,,
R83206,"58,282","761,862",7.65%,,R82871,200,0,"20,079",,,,,,,,,,,,
