Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status,,,
R85266,0,0,6.99%,,R83867,10,0,"49,973",,,,,,,,,,,,
R85268,"37,697","483,911",7.79%,,R83868,0,0,0,,,,,,,,,,,,
R85269,0,0,7.59%,,R83869,200,0,"23,949",,,,,,,,,,,,
R85271,"21,264","304,209",6.99%,,R83871,0,0,"1,472",,,,,,,,,,,,
R85272,"3,136","38,288",8.19%,,R83872,10,0,"19,203",,,,,,,,,,,,
R85273,0,0,8.00%,,R83873,0,8,"12,039",,,,,,,,,,,,
R85275,"1,528","25,472",6.00%,,R83875,0,0,0,,,,,,,,,,,,
R85276,"15,316","219,112",6.99%,,R83876,200,8,"5,916",,,,,,,,,,,,
R85277,0,0,6.99%,,R83877,54,0,648,,,,,,,,,,,,
R85278,0,0,6.99%,,R83878,10,0,"25,200",,,,,,,,,,,,
R85279,"4,568","65,344",6.99%,,R83879,0,0,0,,,,,,,,,,,,
R85281,0,0,6.99%,,R83881,0,0,0,,,,,,,,,,,,
R85282,"10,639","132,982",8.00%,,R83882,0,0,"15,301",,,,,,,,,,,,
R85283,"25,070","358,652",6.99%,,R83883,0,0,"18,069",,,,,,,,,,,,
R85285,"20,919","299,275",6.99%,,R83885,0,0,"13,418",,,,,,,,,,,,
R85286,"9,177","131,284",6.99%,,R83886,0,15,"3,036",,,,,,,,,,,,
R85287,"4,846","69,324",6.99%,,R83887,0,0,"18,953",,,,,,,,,,,,
R85289,"5,872","84,007",6.99%,,R83888,0,0,0,,,,,,,,,,,,
R85291,"35,516","645,739",5.50%,,R83889,200,0,"11,631",,,,,,,,,,,,
R85292,"3,916","56,016",6.99%,,R83891,0,0,0,,,,,,,,,,,,
R85293,"27,617","395,092",6.99%,,R83892,0,0,0,,,,,,,,,,,,
R85295,"10,224","146,270",6.99%,,R83893,0,0,0,,,,,,,,,,,,
R85296,"16,500","206,513",7.99%,,R83895,0,0,"7,411",,,,,,,,,,,,
R85297,0,0,6.99%,,R83896,0,0,0,,,,,,,,,,,,
R85298,"7,916","113,246",6.99%,,R83897,0,0,0,,,,,,,,,,,,
R85299,"55,829","1,015,077",5.50%,,R83898,0,0,"13,648",,,,,,,,,,,,
R85301,"9,728","139,169",6.99%,,R83899,200,0,"11,905",,,,,,,,,,,,
R85302,"3,301","47,227",6.99%,,R83901,54,0,648,,,,,,,,,,,,
R85303,"17,508","250,468",6.99%,,R83903,0,0,"17,877",,,,,,,,,,,,
R85305,"20,701","259,092",7.99%,,R83905,0,0,0,,,,,,,,,,,,
R85306,0,0,6.99%,,R83906,0,0,"16,783",,,,,,,,,,,,
R85307,0,0,6.99%,,R83907,0,0,0,,,,,,,,,,,,
R85308,0,0,6.99%,,R83908,0,0,"11,120",,,,,,,,,,,,
R85309,0,0,6.99%,,R83909,0,0,"10,924",,,,,,,,,,,,
R85311,"13,937","174,208",8.00%,,R83911,0,0,"23,968",,,,,,,,,,,,
R85312,"67,557","1,228,311",5.50%,,R83912,0,0,"28,646",,,,,,,,,,,,
R85313,0,0,6.99%,,R83913,200,0,"11,136",,,,,,,,,,,,
R85315,"1,571","20,432",7.69%,,R83915,200,0,"12,605",,,,,,,,,,,,
R85316,0,0,6.99%,,R83916,0,0,"1,723",,,,,,,,,,,,
R85317,"12,043","172,285",6.99%,,R83917,0,0,0,,,,,,,,,,,,
R85318,0,0,6.99%,,R83918,0,0,0,,,,,,,,,,,,
R85319,0,0,6.99%,,R83921,0,0,"34,162",,,,,,,,,,,,
R85321,"7,929","122,177",6.49%,,R83925,10,0,"13,553",,,,,,,,,,,,
R85322,"31,534","451,135",6.99%,,R83926,0,0,"8,847",,,,,,,,,,,,
R85323,0,0,7.65%,,R83927,0,30,"11,858",,,,,,,,,,,,
R85325,0,0,7.65%,,R83929,0,0,0,,,,,,,,,,,,
R85326,"6,964","91,749",7.59%,,R83931,0,8,"12,637",,,,,,,,,,,,
R85327,"84,483","1,031,542",8.19%,,R83932,0,0,"1,342",,,,,,,,,,,,
R85328,"3,814","47,674",8.00%,,R83933,0,0,0,,,,,,,,,,,,
R85329,0,0,6.99%,,R83935,0,0,"3,288",,,,,,,,,,,,
R85331,0,0,6.99%,,R83936,0,0,0,,,,,,,,,,,,
R85332,0,0,6.99%,,R83937,200,15,"25,613",,,,,,,,,,,,
R85333,"13,244","189,474",6.99%,,R83938,0,23,"20,661",,,,,,,,,,,,
R85335,0,0,6.00%,,R83951,0,0,"36,828",,,,,,,,,,,,
R85336,"7,990","114,313",6.99%,,R83952,0,0,0,,,,,,,,,,,,
R85337,"2,607","37,302",6.99%,,R83953,0,0,0,,,,,,,,,,,,
R85338,"1,700","24,321",6.99%,,R83955,0,0,0,,,,,,,,,,,,
R85339,"2,411","29,437",8.19%,,R83956,10,0,"22,115",,,,,,,,,,,,
R85351,"3,950","48,229",8.19%,,R83957,0,0,0,,,,,,,,,,,,
R85352,0,0,7.65%,,R83958,0,0,"21,988",,,,,,,,,,,,
R85353,0,0,8.00%,,R83959,0,0,"24,078",,,,,,,,,,,,
R85355,"26,999","386,247",6.99%,,R83961,0,0,0,,,,,,,,,,,,
R85356,"27,172","388,728",6.99%,,R83962,10,0,"24,402",,,,,,,,,,,,
R85357,0,0,8.59%,,R83963,10,0,"54,166",,,,,,,,,,,,
R85358,0,0,6.49%,,R83965,10,0,"7,104",,,,,,,,,,,,
R85359,"38,576","449,075",8.59%,,R83966,0,0,"24,013",,,,,,,,,,,,
R85361,0,0,6.99%,,R83967,0,0,"15,381",,,,,,,,,,,,
R85362,0,0,7.59%,,R83968,0,0,"29,531",,,,,,,,,,,,
R85363,0,0,6.99%,,R83969,0,15,"20,760",,,,,,,,,,,,
R85365,"7,589","108,562",6.99%,,R83971,0,0,0,,,,,,,,,,,,
R85366,0,0,6.99%,,R83972,0,0,"5,956",,,,,,,,,,,,
R85367,0,0,6.99%,,R83973,200,0,"8,355",,,,,,,,,,,,
R85368,"17,891","255,952",6.99%,,R83975,0,0,"21,968",,,,,,,,,,,,
R85369,"11,552","165,271",6.99%,,R83976,0,0,"18,303",,,,,,,,,,,,
R85371,"21,025","300,783",6.99%,,R83977,0,0,"18,334",,,,,,,,,,,,
R85372,0,0,6.99%,,R83978,0,0,"32,244",,,,,,,,,,,,
R85373,0,0,8.59%,,R83979,0,0,"15,767",,,,,,,,,,,,
R85375,0,0,7.59%,,R83981,0,0,0,,,,,,,,,,,,
R85376,"5,351","76,550",6.99%,,R83982,0,0,0,,,,,,,,,,,,
R85377,0,0,8.00%,,R83983,0,0,"24,542",,,,,,,,,,,,
R85378,0,0,6.99%,,R83985,0,0,"13,041",,,,,,,,,,,,
R85379,"11,332","141,826",7.99%,,R83986,0,0,"10,836",,,,,,,,,,,,
R85381,"32,813","469,427",6.99%,,R83987,0,0,"65,924",,,,,,,,,,,,
R85383,0,0,6.99%,,R83988,0,0,0,,,,,,,,,,,,
R85385,0,0,6.00%,,R83989,200,0,"2,400",,,,,,,,,,,,
R85386,"15,211","217,616",6.99%,,R83991,0,0,"22,515",,,,,,,,,,,,
R85387,"20,984","262,624",7.99%,,R83992,0,0,0,,,,,,,,,,,,
R85388,0,0,6.99%,,R83993,0,0,"14,203",,,,,,,,,,,,
R85389,0,0,6.99%,,R83995,10,0,"3,400",,,,,,,,,,,,
R85391,"14,393","175,743",8.19%,,R83996,0,0,"17,655",,,,,,,,,,,,
R85392,0,0,8.00%,,R83997,200,8,"3,241",,,,,,,,,,,,
R85393,"21,464","307,073",6.99%,,R83998,54,0,648,,,,,,,,,,,,
R85395,"24,160","345,633",6.99%,,R83999,0,0,"22,065",,,,,,,,,,,,
R85396,0,0,6.99%,,R85001,0,0,"17,380",,,,,,,,,,,,
R85397,0,0,8.00%,,R85002,0,0,"33,275",,,,,,,,,,,,
R85399,"35,899","652,702",5.50%,,R85005,0,0,"18,446",,,,,,,,,,,,
R85501,"24,481","350,233",6.99%,,R85006,84,0,"1,008",,,,,,,,,,,,
R85502,0,0,8.00%,,R85007,0,8,"1,112",,,,,,,,,,,,
R85503,"13,779","197,118",6.99%,,R85009,200,0,"17,752",,,,,,,,,,,,
R85505,"13,988","254,325",5.50%,,R85011,0,0,"23,880",,,,,,,,,,,,
R85506,"17,815","323,917",5.50%,,R85012,0,0,"38,992",,,,,,,,,,,,
R85507,0,0,6.49%,,R85013,10,0,120,,,,,,,,,,,,
R85508,113,"1,611",6.99%,,R85015,0,0,"17,312",,,,,,,,,,,,
R85509,"29,876","427,412",6.99%,,R85016,54,0,648,,,,,,,,,,,,
R85511,0,0,6.99%,,R85017,54,0,648,,,,,,,,,,,,
R85513,0,0,6.99%,,R85018,0,0,"23,258",,,,,,,,,,,,
R85515,0,0,8.59%,,R85019,0,0,"19,464",,,,,,,,,,,,
R85516,0,0,6.99%,,R85021,0,0,"28,723",,,,,,,,,,,,
R85518,0,0,6.99%,,R85022,0,0,"38,596",,,,,,,,,,,,
R85519,"23,900","312,413",7.65%,,R85023,0,0,"13,220",,,,,,,,,,,,
R85521,"25,340","302,031",8.39%,,R85025,54,30,648,,,,,,,,,,,,
R85522,0,0,6.99%,,R85026,0,0,"15,367",,,,,,,,,,,,
R85523,"18,448","219,885",8.39%,,R85027,10,0,"19,446",,,,,,,,,,,,
R85525,"12,151","173,841",6.99%,,R85028,0,0,0,,,,,,,,,,,,
R85526,"16,966","221,774",7.65%,,R85029,200,0,"2,400",,,,,,,,,,,,
R85527,0,0,6.99%,,R85031,0,0,0,,,,,,,,,,,,
R85528,0,0,8.39%,,R85032,0,0,0,,,,,,,,,,,,
R85529,0,0,6.99%,,R85033,0,0,0,,,,,,,,,,,,
R85531,"12,746","159,321",8.00%,,R85035,0,0,0,,,,,,,,,,,,
R85532,"28,993","527,147",5.50%,,R85036,0,0,0,,,,,,,,,,,,
R85533,"9,701","149,483",6.49%,,R85037,0,8,"34,761",,,,,,,,,,,,
R85536,"5,620","80,400",6.99%,,R85038,0,0,"18,804",,,,,,,,,,,,
R85537,0,0,6.99%,,R85039,0,0,0,,,,,,,,,,,,
R85538,"12,097","159,374",7.59%,,R85051,200,0,"11,776",,,,,,,,,,,,
R85539,"32,108","373,781",8.59%,,R85052,54,0,648,,,,,,,,,,,,
R85551,"37,287","533,437",6.99%,,R85053,0,0,0,,,,,,,,,,,,
R85552,260,"3,715",6.99%,,R85055,0,0,"12,509",,,,,,,,,,,,
R85553,"30,202","368,767",8.19%,,R85056,0,0,"47,615",,,,,,,,,,,,
R85555,"5,127","73,352",6.99%,,R85057,0,0,"11,812",,,,,,,,,,,,
R85556,0,0,7.59%,,R85058,0,0,"37,245",,,,,,,,,,,,
R85557,"22,007","367,392",5.99%,,R85059,0,0,0,,,,,,,,,,,,
R85558,"15,892","227,357",6.99%,,R85061,0,0,0,,,,,,,,,,,,
R85559,"12,923","184,876",6.99%,,R85062,0,0,0,,,,,,,,,,,,
R85561,0,0,6.99%,,R85063,200,0,"16,712",,,,,,,,,,,,
R85562,"13,765","196,927",6.99%,,R85065,0,0,0,,,,,,,,,,,,
R85563,"13,749","196,698",6.99%,,R85066,0,0,"6,889",,,,,,,,,,,,
R85565,"40,542","520,439",7.79%,,R85067,54,0,648,,,,,,,,,,,,
R85566,"27,829","357,234",7.79%,,R85068,200,0,"15,703",,,,,,,,,,,,
R85567,"16,526","236,425",6.99%,,R85069,0,0,0,,,,,,,,,,,,
R85568,"17,381","248,662",6.99%,,R85071,0,0,"28,956",,,,,,,,,,,,
R85569,"7,958","113,845",6.99%,,R85073,0,0,"9,520",,,,,,,,,,,,
R85571,0,0,6.99%,,R85075,0,0,"21,099",,,,,,,,,,,,
R85572,396,"5,668",6.99%,,R85076,0,0,"50,167",,,,,,,,,,,,
R85573,0,0,7.85%,,R85077,0,0,0,,,,,,,,,,,,
R85575,"16,069","187,063",8.59%,,R85078,0,0,"12,828",,,,,,,,,,,,
R85576,"34,358","491,527",6.99%,,R85079,0,0,"26,541",,,,,,,,,,,,
R85577,0,0,6.99%,,R85082,0,0,"19,245",,,,,,,,,,,,
R85578,"31,637","452,605",6.99%,,R85083,0,0,"7,405",,,,,,,,,,,,
R85579,0,0,5.99%,,R85085,10,8,"11,187",,,,,,,,,,,,
R85581,"15,974","199,919",7.99%,,R85086,0,0,0,,,,,,,,,,,,
R85582,0,0,6.99%,,R85087,0,0,0,,,,,,,,,,,,
R85583,0,0,7.59%,,R85088,0,0,0,,,,,,,,,,,,
R85585,"14,747","210,975",6.99%,,R85089,0,0,0,,,,,,,,,,,,
R85586,0,0,6.99%,,R85092,0,0,0,,,,,,,,,,,,
R85587,0,0,6.99%,,R85093,0,0,"32,714",,,,,,,,,,,,
R85588,"19,039","272,382",6.99%,,R85095,0,0,"15,865",,,,,,,,,,,,
R85589,"29,190","347,917",8.39%,,R85096,0,0,"14,033",,,,,,,,,,,,
R85591,"12,953","185,307",6.99%,,R85097,0,0,"10,597",,,,,,,,,,,,
R85592,"1,844","24,298",7.59%,,R85098,0,0,0,,,,,,,,,,,,
R85593,"7,953","113,777",6.99%,,R85099,0,0,0,,,,,,,,,,,,
R85595,0,0,7.59%,,R85101,0,0,"31,262",,,,,,,,,,,,
R85596,0,0,7.79%,,R85102,0,0,"3,821",,,,,,,,,,,,
R85597,"15,672","224,211",6.99%,,R85103,0,0,0,,,,,,,,,,,,
R85598,"54,138","774,513",6.99%,,R85105,0,0,0,,,,,,,,,,,,
R85599,0,0,6.99%,,R85106,0,0,"18,067",,,,,,,,,,,,
R85601,"13,821","197,727",6.99%,,R85107,0,0,"16,322",,,,,,,,,,,,
R85602,"20,591","294,575",6.99%,,R85108,0,0,"17,830",,,,,,,,,,,,
R85603,"20,500","293,275",6.99%,,R85109,0,0,0,,,,,,,,,,,,
R85605,"13,364","191,187",6.99%,,R85111,0,0,0,,,,,,,,,,,,
R85606,"7,282","104,176",6.99%,,R85112,0,0,0,,,,,,,,,,,,
R85607,0,0,8.19%,,R85113,0,0,"27,346",,,,,,,,,,,,
R85608,"9,031","129,193",6.99%,,R85115,0,0,0,,,,,,,,,,,,
R85609,"2,645","37,844",6.99%,,R85116,200,0,"3,908",,,,,,,,,,,,
R85611,"8,007","114,549",6.99%,,R85117,0,0,0,,,,,,,,,,,,
R85612,904,"12,934",6.99%,,R85118,0,0,0,,,,,,,,,,,,
R85613,0,0,8.00%,,R85119,0,0,0,,,,,,,,,,,,
R85615,"7,107","101,670",6.99%,,R85122,0,0,"16,217",,,,,,,,,,,,
R85617,"14,629","209,285",6.99%,,R85123,0,15,"13,485",,,,,,,,,,,,
R85618,0,0,7.99%,,R85125,0,0,"29,830",,,,,,,,,,,,
R85619,0,0,6.99%,,R85126,0,0,0,,,,,,,,,,,,
R85621,0,0,6.99%,,R85129,0,0,0,,,,,,,,,,,,
R85622,"20,737","273,213",7.59%,,R85131,0,0,"28,158",,,,,,,,,,,,
R85625,0,0,6.99%,,R85132,100,0,"6,284",,,,,,,,,,,,
R85626,"36,824","526,803",6.99%,,R85133,0,15,"21,957",,,,,,,,,,,,
R85627,"12,735","182,195",6.99%,,R85135,0,0,"53,641",,,,,,,,,,,,
R85628,"45,027","578,016",7.79%,,R85136,0,0,0,,,,,,,,,,,,
R85629,"26,903","336,710",7.99%,,R85137,0,0,"17,518",,,,,,,,,,,,
R85631,"5,925","84,757",6.99%,,R85138,0,0,"15,843",,,,,,,,,,,,
R85632,0,0,6.99%,,R85139,0,0,"21,934",,,,,,,,,,,,
R85633,"2,630","37,622",6.99%,,R85151,0,0,"16,109",,,,,,,,,,,,
R85635,"12,619","166,264",7.59%,,R85152,200,0,"7,077",,,,,,,,,,,,
R85636,0,0,6.99%,,R85153,10,0,"37,606",,,,,,,,,,,,
R85637,"7,232","103,465",6.99%,,R85155,0,15,"15,549",,,,,,,,,,,,
R85638,0,0,6.99%,,R85156,0,0,"27,900",,,,,,,,,,,,
R85639,"27,226","389,504",6.99%,,R85157,0,0,0,,,,,,,,,,,,
R85651,0,0,8.59%,,R85158,0,0,0,,,,,,,,,,,,
R85652,"2,233","31,951",6.99%,,R85159,200,0,"40,043",,,,,,,,,,,,
R85653,0,0,6.99%,,R85161,0,0,0,,,,,,,,,,,,
R85655,"34,856","498,659",6.99%,,R85162,0,0,0,,,,,,,,,,,,
R85656,0,0,8.00%,,R85163,0,0,0,,,,,,,,,,,,
R85657,0,0,7.59%,,R85166,0,0,"18,095",,,,,,,,,,,,
R85658,"13,610","194,702",6.99%,,R85167,10,0,"20,576",,,,,,,,,,,,
R85659,"5,826","83,343",6.99%,,R85168,0,0,"13,572",,,,,,,,,,,,
R85661,"17,689","253,068",6.99%,,R85169,0,8,"20,497",,,,,,,,,,,,
R85662,"22,173","317,215",6.99%,,R85171,0,0,0,,,,,,,,,,,,
R85663,"24,935","325,946",7.65%,,R85172,0,0,"50,901",,,,,,,,,,,,
R85665,0,0,8.00%,,R85173,10,8,"6,148",,,,,,,,,,,,
R85666,"20,975","249,994",8.39%,,R85175,0,8,0,,,,,,,,,,,,
R85667,0,0,6.99%,,R85176,0,0,0,,,,,,,,,,,,
R85668,"10,424","149,124",6.99%,,R85178,0,0,"26,632",,,,,,,,,,,,
R85669,0,0,7.59%,,R85179,0,0,0,,,,,,,,,,,,
R85671,"31,980","400,254",7.99%,,R85181,10,0,"23,669",,,,,,,,,,,,
R85673,"3,342","42,906",7.79%,,R85182,10,0,"10,220",,,,,,,,,,,,
R85675,"30,256","388,389",7.79%,,R85183,200,0,"8,051",,,,,,,,,,,,
R85676,0,0,7.85%,,R85185,0,0,"56,372",,,,,,,,,,,,
R85677,"9,442","135,078",6.99%,,R85186,0,0,0,,,,,,,,,,,,
R85678,"12,867","184,076",6.99%,,R85187,0,0,"4,969",,,,,,,,,,,,
R85679,"7,578","108,408",6.99%,,R85188,0,0,"36,529",,,,,,,,,,,,
R85681,"16,120","212,385",7.59%,,R85189,0,0,"14,574",,,,,,,,,,,,
R85682,"29,676","371,415",7.99%,,R85192,10,30,"60,523",,,,,,,,,,,,
R85683,"26,432","401,092",6.59%,,R85193,0,0,0,,,,,,,,,,,,
R85685,"34,302","527,716",6.50%,,R85195,200,8,"39,513",,,,,,,,,,,,
R85686,"63,275","772,588",8.19%,,R85196,0,0,0,,,,,,,,,,,,
R85687,"8,815","105,061",8.39%,,R85197,0,0,"16,965",,,,,,,,,,,,
R85688,"8,388","119,998",6.99%,,R85198,0,0,"22,587",,,,,,,,,,,,
R85689,0,0,7.59%,,R85199,0,0,"10,133",,,,,,,,,,,,
R85691,0,0,7.59%,,R85201,0,0,"25,306",,,,,,,,,,,,
R85692,"19,058","221,859",8.59%,,R85202,0,0,0,,,,,,,,,,,,
R85693,"8,858","126,726",6.99%,,R85203,0,15,"21,046",,,,,,,,,,,,
R85695,0,0,6.99%,,R85205,0,0,"29,456",,,,,,,,,,,,
R85696,"7,228","103,409",6.99%,,R85206,64,0,768,,,,,,,,,,,,
R85697,"4,783","62,519",7.65%,,R85207,0,0,"10,566",,,,,,,,,,,,
R85698,"50,041","642,379",7.79%,,R85208,0,0,0,,,,,,,,,,,,
R85699,0,0,7.59%,,R85209,0,0,"17,494",,,,,,,,,,,,
R85701,0,0,8.00%,,R85211,0,0,0,,,,,,,,,,,,
R85702,0,0,6.99%,,R85212,10,0,"23,337",,,,,,,,,,,,
R85703,0,0,6.99%,,R85213,100,0,"1,200",,,,,,,,,,,,
R85705,"76,993","1,014,396",7.59%,,R85216,0,15,"13,403",,,,,,,,,,,,
R85706,"15,104","216,081",6.99%,,R85217,200,0,"2,669",,,,,,,,,,,,
R85707,0,0,8.49%,,R85218,10,15,"25,486",,,,,,,,,,,,
R85708,"49,495","652,106",7.59%,,R85219,0,0,"24,699",,,,,,,,,,,,
R85709,0,0,6.99%,,R85221,0,0,"17,230",,,,,,,,,,,,
R85711,0,0,6.99%,,R85222,0,0,0,,,,,,,,,,,,
R85712,0,0,6.99%,,R85223,0,0,"39,637",,,,,,,,,,,,
R85713,"12,098","151,222",8.00%,,R85225,0,0,0,,,,,,,,,,,,
R85715,"6,704","95,913",6.99%,,R85226,200,0,"7,839",,,,,,,,,,,,
R85716,"7,693","96,160",8.00%,,R85227,0,0,"10,857",,,,,,,,,,,,
R85717,0,0,8.19%,,R85228,54,0,648,,,,,,,,,,,,
R85718,0,0,6.99%,,R85229,0,8,"5,321",,,,,,,,,,,,
R85719,"4,851","69,398",6.99%,,R85231,0,0,"13,764",,,,,,,,,,,,
R85721,0,0,8.59%,,R85232,0,0,0,,,,,,,,,,,,
R85722,0,0,6.99%,,R85233,0,0,0,,,,,,,,,,,,
R85723,"17,046","243,861",6.99%,,R85235,0,0,"12,351",,,,,,,,,,,,
R85725,"62,294","779,652",7.99%,,R85236,54,15,648,,,,,,,,,,,,
R85726,"3,510","50,215",6.99%,,R85238,0,0,"16,306",,,,,,,,,,,,
R85728,"10,546","150,866",6.99%,,R85239,0,15,"29,227",,,,,,,,,,,,
R85729,0,0,6.99%,,R85251,0,0,0,,,,,,,,,,,,
R85731,0,0,7.99%,,R85252,0,0,"30,104",,,,,,,,,,,,
R85732,"8,942","111,919",7.99%,,R85253,0,0,"30,153",,,,,,,,,,,,
R85733,"8,810","126,035",6.99%,,R85255,0,0,0,,,,,,,,,,,,
R85735,"3,911","47,752",8.19%,,R85256,0,0,0,,,,,,,,,,,,
R85736,"15,357","219,702",6.99%,,R85257,0,0,"22,087",,,,,,,,,,,,
R85737,"20,404","255,370",7.99%,,R85258,0,0,"13,211",,,,,,,,,,,,
R85738,"18,883","248,792",7.59%,,R85259,200,0,"4,540",,,,,,,,,,,,
R85739,"8,447","120,841",6.99%,,R85261,0,0,0,,,,,,,,,,,,
R85752,0,0,6.99%,,R85262,0,0,"27,230",,,,,,,,,,,,
R85753,"5,131","73,407",6.99%,,R85263,0,0,"10,233",,,,,,,,,,,,
R85755,"23,302","333,364",6.99%,,R85265,0,0,"78,769",,,,,,,,,,,,
R85756,0,0,5.99%,,R85266,0,0,0,,,,,,,,,,,,
R85757,"4,197","51,240",8.19%,,R85268,200,0,"40,097",,,,,,,,,,,,
R85758,"11,508","164,635",6.99%,,R85269,0,0,0,,,,,,,,,,,,
R85759,"23,924","342,260",6.99%,,R85271,200,15,"23,664",,,,,,,,,,,,
R85761,"5,626","74,120",7.59%,,R85272,0,0,"3,136",,,,,,,,,,,,
R85762,"12,807","168,729",7.59%,,R85273,54,15,648,,,,,,,,,,,,
R85765,0,0,5.99%,,R85275,0,0,"1,528",,,,,,,,,,,,
R85766,"11,769","168,365",6.99%,,R85276,0,8,"15,316",,,,,,,,,,,,
R85767,"25,214","332,196",7.59%,,R85277,0,0,0,,,,,,,,,,,,
R85768,"3,534","50,554",6.99%,,R85278,0,0,0,,,,,,,,,,,,
R85769,0,0,6.99%,,R85279,200,0,"6,968",,,,,,,,,,,,
R85771,"13,017","186,228",6.99%,,R85281,54,0,648,,,,,,,,,,,,
R85772,"14,777","176,127",8.39%,,R85282,10,0,"10,759",,,,,,,,,,,,
R85773,0,0,6.99%,,R85283,0,0,"25,070",,,,,,,,,,,,
R85775,"16,809","240,466",6.99%,,R85285,200,0,"23,319",,,,,,,,,,,,
R85776,"34,803","458,542",7.59%,,R85286,0,0,"9,177",,,,,,,,,,,,
R85777,0,0,6.99%,,R85287,200,0,"7,246",,,,,,,,,,,,
R85778,"3,569","51,055",6.99%,,R85289,10,15,"5,992",,,,,,,,,,,,
R85779,0,0,0.00%,,R85291,0,0,"35,516",,,,,,,,,,,,
R85781,"56,043","701,417",7.99%,,R85292,0,0,"3,916",,,,,,,,,,,,
R85782,"25,316","362,177",6.99%,,R85293,0,0,"27,617",,,,,,,,,,,,
R85783,"16,282","232,939",6.99%,,R85295,0,0,"10,224",,,,,,,,,,,,
R85785,"10,917","156,184",6.99%,,R85296,0,0,"16,500",,,,,,,,,,,,
R85786,"10,646","129,991",8.19%,,R85297,0,15,0,,,,,,,,,,,,
R85787,0,0,5.60%,,R85298,0,0,"7,916",,,,,,,,,,,,
R85788,"11,770","168,386",6.99%,,R85299,0,0,"55,829",,,,,,,,,,,,
R85789,"19,872","284,294",6.99%,,R85301,0,0,"9,728",,,,,,,,,,,,
R85791,"12,237","159,957",7.65%,,R85302,200,0,"5,701",,,,,,,,,,,,
R85792,0,0,6.99%,,R85303,0,0,"17,508",,,,,,,,,,,,
R85793,0,0,7.99%,,R85305,0,0,"20,701",,,,,,,,,,,,
R85795,"14,123","202,041",6.99%,,R85306,0,0,0,,,,,,,,,,,,
R85796,"34,070","426,407",7.99%,,R85307,0,0,0,,,,,,,,,,,,
R85797,"22,454","321,232",6.99%,,R85308,52,0,624,,,,,,,,,,,,
R85798,"21,251","277,785",7.65%,,R85309,54,0,648,,,,,,,,,,,,
R85799,0,0,6.99%,,R85311,0,0,"13,937",,,,,,,,,,,,
R85801,"22,579","323,017",6.99%,,R85312,0,0,"67,557",,,,,,,,,,,,
R85802,"9,771","139,790",6.99%,,R85313,0,0,0,,,,,,,,,,,,
R85803,"8,111","116,042",6.99%,,R85315,200,46,"3,971",,,,,,,,,,,,
R85805,0,0,6.99%,,R85316,0,0,0,,,,,,,,,,,,
R85806,"24,033","308,515",7.79%,,R85317,0,0,"12,043",,,,,,,,,,,,
R85807,"53,966","658,920",8.19%,,R85318,0,0,0,,,,,,,,,,,,
R85808,0,0,8.59%,,R85319,54,0,648,,,,,,,,,,,,
R85809,"11,964","149,553",8.00%,,R85321,0,8,"7,929",,,,,,,,,,,,
R85811,0,0,6.99%,,R85322,0,0,"31,534",,,,,,,,,,,,
R85812,"27,886","398,944",6.99%,,R85323,0,0,0,,,,,,,,,,,,
R85813,"7,432","106,318",6.99%,,R85325,123,0,"1,476",,,,,,,,,,,,
R85815,"1,544","22,083",6.99%,,R85326,200,0,"9,364",,,,,,,,,,,,
R85816,"27,934","399,630",6.99%,,R85327,0,0,"84,483",,,,,,,,,,,,
R85817,0,0,7.65%,,R85328,0,0,"3,814",,,,,,,,,,,,
R85819,0,0,8.39%,,R85329,0,0,0,,,,,,,,,,,,
R85821,0,0,6.99%,,R85331,200,0,"2,400",,,,,,,,,,,,
R85823,"13,885","161,639",8.59%,,R85332,54,0,648,,,,,,,,,,,,
R85825,"4,514","59,007",7.65%,,R85333,0,0,"13,244",,,,,,,,,,,,
R85826,"6,795","97,204",6.99%,,R85335,0,0,0,,,,,,,,,,,,
R85827,"9,959","124,484",8.00%,,R85336,0,0,"7,990",,,,,,,,,,,,
R85828,0,0,8.00%,,R85337,200,8,"5,007",,,,,,,,,,,,
R85829,"6,820","104,916",6.50%,,R85338,200,8,"4,100",,,,,,,,,,,,
R85831,0,0,6.99%,,R85339,200,0,"4,811",,,,,,,,,,,,
R85832,0,0,6.99%,,R85351,200,0,"6,350",,,,,,,,,,,,
R85833,"6,756","96,650",6.99%,,R85352,54,23,648,,,,,,,,,,,,
R85835,"27,372","391,584",6.99%,,R85353,0,0,0,,,,,,,,,,,,
R85836,"30,321","433,780",6.99%,,R85355,0,0,"26,999",,,,,,,,,,,,
R85837,0,0,8.05%,,R85356,0,0,"27,172",,,,,,,,,,,,
R85838,"34,524","493,903",6.99%,,R85357,0,0,0,,,,,,,,,,,,
R85851,0,0,6.99%,,R85358,54,8,648,,,,,,,,,,,,
R85852,"27,270","390,125",6.99%,,R85359,0,0,"38,576",,,,,,,,,,,,
R85853,0,0,6.99%,,R85361,54,8,648,,,,,,,,,,,,
R85855,"4,229","60,507",6.99%,,R85362,0,0,0,,,,,,,,,,,,
R85856,0,0,7.65%,,R85363,54,0,648,,,,,,,,,,,,
R85857,"16,285","232,981",6.99%,,R85365,0,0,"7,589",,,,,,,,,,,,
