Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status,,,
R82051,"8,920","111,505",8.00%,,R81856,0,0,"21,460",,R87307,"1,208",,,,,,,,,
R82053,"21,530","276,385",7.79%,,R81857,0,0,0,,R87318,"2,189",,,,,,,,,
R82055,"4,127","59,036",6.99%,,R81858,0,0,"15,346",,R87322,116,,,,,,,,,
R82056,"27,862","332,088",8.39%,,R81859,0,0,"19,552",,R87336,134,,,,,,,,,
R82059,"10,870","129,555",8.39%,,R81861,10,0,"12,357",,R87338,308,,,,,,,,,
R82061,"28,533","408,203",6.99%,,R81862,0,0,0,,R87351,331,,,,,,,,,
R82063,"33,840","403,343",8.39%,,R81863,0,0,"9,047",,R87352,53,,,,,,,,,
R82065,0,0,6.99%,,R81865,0,0,"9,327",,R87355,"1,770",,,,,,,,,
R82066,"18,058","220,492",8.19%,,R81866,0,0,"21,431",,R87362,"3,085",,,,,,,,,
R82068,0,0,6.99%,,R81867,200,0,"7,453",,R87372,192,,,,,,,,,
R82069,0,0,7.59%,,R81868,54,0,648,,R87385,"1,486",,,,,,,,,
R82072,"22,100","316,168",6.99%,,R81869,0,0,0,,R87387,502,,,,,,,,,
R82073,"11,846","152,066",7.79%,,R81871,0,0,0,,R87389,185,,,,,,,,,
R82076,"21,805","266,241",8.19%,,R81872,54,0,648,,R87391,9,,,,,,,,,
R82078,"21,484","262,321",8.19%,,R81873,0,0,"38,243",,R87392,218,,,,,,,,,
R82079,"9,363","114,327",8.19%,,R81875,54,0,648,,R87398,149,,,,,,,,,
R82081,"27,318","341,904",7.99%,,R81876,0,0,"8,412",,R87399,62,,,,,,,,,
R82082,"16,440","211,038",7.79%,,R81877,200,8,"4,676",,R87505,372,,,,,,,,,
R82083,"18,922","270,706",6.99%,,R81878,200,0,"25,668",,R87513,92,,,,,,,,,
R82086,"43,712","520,998",8.39%,,R81879,0,0,"28,330",,R87517,"2,064",,,,,,,,,
R82088,"26,570","316,682",8.39%,,R81881,0,0,"11,707",,R87518,405,,,,,,,,,
R82089,"33,405","477,902",6.99%,,R81882,0,0,0,,R87519,919,,,,,,,,,
R82091,0,0,7.79%,,R81883,0,0,0,,R87521,"2,145",,,,,,,,,
R82092,"24,010","343,485",6.99%,,R81885,10,0,"30,113",,R87526,299,,,,,,,,,
R82093,"14,511","207,600",6.99%,,R81886,0,0,0,,R87533,83,,,,,,,,,
R82095,"15,648","206,168",7.59%,,R81887,0,0,"20,838",,R87536,"2,022",,,,,,,,,
R82096,"27,811","397,870",6.99%,,R81888,0,0,"85,710",,R87537,107,,,,,,,,,
R82097,"5,784","82,743",6.99%,,R81889,0,0,"21,819",,R87552,72,,,,,,,,,
R82098,"39,837","569,918",6.99%,,R81891,0,0,"37,144",,R87557,186,,,,,,,,,
R82099,"23,801","340,502",6.99%,,R81892,0,0,"13,451",,R87559,113,,,,,,,,,
R82101,"28,243","344,850",8.19%,,R81893,0,0,0,,R87565,243,,,,,,,,,
R82105,"24,241","295,988",8.19%,,R81895,200,0,"14,693",,R87569,12,,,,,,,,,
R82109,"36,798","460,549",7.99%,,R81896,0,0,"9,696",,R87571,85,,,,,,,,,
R82201,"17,504","250,411",6.99%,,R81897,54,0,648,,R87572,120,,,,,,,,,
R82203,"11,492","164,412",6.99%,,R81898,0,0,"17,096",,R87575,"1,250",,,,,,,,,
R82205,"1,715","20,446",8.39%,,R81899,0,0,"24,937",,R87576,"1,862",,,,,,,,,
R82206,0,0,8.00%,,R81901,0,0,0,,R87578,"4,348",,,,,,,,,
R82207,0,0,6.99%,,R81902,0,0,0,,R87579,215,,,,,,,,,
R82209,"47,288","563,622",8.39%,,R81903,0,0,"38,270",,R87583,52,,,,,,,,,
R82301,"13,394","191,618",6.99%,,R81905,0,0,0,,R87592,274,,,,,,,,,
R82302,"10,868","155,474",6.99%,,R81906,0,0,0,,R87596,496,,,,,,,,,
R82303,"26,713","382,162",6.99%,,R81907,200,0,"4,684",,R87601,171,,,,,,,,,
R82305,"12,747","182,356",6.99%,,R81908,0,0,0,,R87607,24,,,,,,,,,
R82306,"45,262","552,656",8.19%,,R81909,0,0,"21,181",,R87608,345,,,,,,,,,
R82308,0,0,7.79%,,R81912,10,0,"13,109",,R87611,43,,,,,,,,,
R82309,"13,061","186,859",6.99%,,R81913,0,0,0,,R87613,17,,,,,,,,,
R82311,"5,907","84,510",6.99%,,R81915,0,0,"21,230",,R87615,17,,,,,,,,,
R82313,"24,465","350,004",6.99%,,R81916,0,0,"54,739",,R87617,423,,,,,,,,,
R82315,"18,262","231,463",7.89%,,R81917,0,0,0,,R87626,832,,,,,,,,,
R82318,"7,120","89,001",8.00%,,R81918,0,0,"9,830",,R87652,127,,,,,,,,,
R82321,0,0,6.99%,,R81919,0,0,"12,451",,R87653,1,,,,,,,,,
R82322,"7,462","106,747",6.99%,,R81921,0,0,0,,R87655,"1,084",,,,,,,,,
R82325,0,0,6.99%,,R81922,200,0,"10,938",,R87658,933,,,,,,,,,
R82327,0,0,6.50%,,R81923,0,0,"7,394",,R87663,9,,,,,,,,,
R82329,"42,139","514,512",8.19%,,R81925,0,0,"20,689",,R87686,5,,,,,,,,,
R82331,"2,510","35,915",6.99%,,R81926,0,0,0,,R88112,"3,174",,,,,,,,,
R82332,0,0,6.99%,,R81927,0,0,0,,R88118,"1,073",,,,,,,,,
R82335,"50,474","601,603",8.39%,,R81928,0,0,"45,625",,R88119,"3,906",,,,,,,,,
R82336,"21,378","274,434",7.79%,,R81929,0,0,"17,063",,R88132,"7,436",,,,,,,,,
R82337,"24,724","309,439",7.99%,,R81931,0,0,0,,R88135,"6,394",,,,,,,,,
R82338,0,0,8.19%,,R81932,0,0,0,,R88138,"5,949",,,,,,,,,
R82339,"31,502","415,042",7.59%,,R81933,0,0,"18,047",,R88153,"4,698",,,,,,,,,
R82351,"14,725","210,663",6.99%,,R81935,200,0,"12,331",,R88157,641,,,,,,,,,
R82352,"13,964","199,767",6.99%,,R81936,0,0,"26,289",,R88158,"2,708",,,,,,,,,
R82353,0,0,8.59%,,R81937,0,0,"30,346",,R88181,"2,529",,,,,,,,,
R82356,"23,786","297,702",7.99%,,R81938,0,0,"13,007",,R88182,"6,027",,,,,,,,,
R82357,0,0,6.99%,,R81939,0,0,"11,861",,R88192,"2,664",,,,,,,,,
R82358,0,0,7.99%,,R81951,10,0,"27,416",,R88202,667,,,,,,,,,
R82361,"11,380","149,935",7.59%,,R81952,0,0,0,,R88213,"3,072",,,,,,,,,
R82362,"13,407","191,809",6.99%,,R81953,200,0,"43,117",,R88226,"1,829",,,,,,,,,
R82363,"13,112","172,747",7.59%,,R81955,0,0,"14,081",,R88231,639,,,,,,,,,
R82365,"6,113","80,541",7.59%,,R81956,54,0,648,,R88235,"7,423",,,,,,,,,
R82366,"24,516","299,337",8.19%,,R81957,0,0,"4,272",,R88251,46,,,,,,,,,
R82367,0,0,7.99%,,R81958,0,0,"11,267",,R88257,"3,350",,,,,,,,,
R82368,"15,962","204,905",7.79%,,R81959,0,0,"33,784",,R88267,"2,028",,,,,,,,,
R82369,"15,391","220,184",6.99%,,R81961,0,0,"31,114",,R88282,792,,,,,,,,,
R82372,"14,752","194,359",7.59%,,R81962,0,0,"46,138",,R88293,"3,161",,,,,,,,,
R82373,"20,320","290,706",6.99%,,R81963,0,0,"28,478",,R88299,"6,942",,,,,,,,,
R82375,"10,971","156,953",6.99%,,R81965,0,0,"17,865",,R88302,"2,932",,,,,,,,,
R82376,"3,295","47,140",6.99%,,R81966,0,0,0,,R88311,"2,585",,,,,,,,,
R82377,"17,104","244,687",6.99%,,R81967,0,0,"24,416",,R88317,"1,312",,,,,,,,,
R82378,"3,910","45,519",8.59%,,R81968,0,0,"4,112",,R88318,945,,,,,,,,,
R82379,"35,952","428,509",8.39%,,R81969,0,0,"2,801",,R88319,"4,057",,,,,,,,,
R82381,"12,236","152,953",8.00%,,R81971,200,0,"9,930",,R88321,"4,862",,,,,,,,,
R82382,"15,171","217,041",6.99%,,R81972,0,0,0,,R88329,"9,000",,,,,,,,,
R82383,0,0,6.99%,,R81973,0,0,0,,R88333,538,,,,,,,,,
R82385,"15,943","228,083",6.99%,,R81975,200,0,"18,471",,R88339,"3,489",,,,,,,,,
R82387,"15,521","222,039",6.99%,,R81976,210,0,"21,649",,R88351,703,,,,,,,,,
R82389,"6,269","82,592",7.59%,,R81977,0,0,"31,168",,R88353,"1,084",,,,,,,,,
R82392,"10,301","135,720",7.59%,,R81978,0,0,"5,417",,R88358,902,,,,,,,,,
R82393,"11,160","147,041",7.59%,,R81979,0,0,"41,498",,R88362,"7,969",,,,,,,,,
R82395,"22,829","285,717",7.99%,,R81981,0,0,"38,890",,R88379,"7,999",,,,,,,,,
R82396,"2,467","35,294",6.99%,,R81983,0,0,"28,657",,R88385,"3,447",,,,,,,,,
R82398,0,0,6.99%,,R81985,0,0,0,,R88388,"1,488",,,,,,,,,
R82399,"35,811","512,315",6.99%,,R81986,0,0,0,,R88391,"5,308",,,,,,,,,
R82501,"13,934","199,345",6.99%,,R81987,0,0,0,,R88395,863,,,,,,,,,
R82502,"35,387","432,070",8.19%,,R81988,0,0,"29,641",,R88398,"3,538",,,,,,,,,
R82503,"17,138","245,184",6.99%,,R81989,0,0,0,,R88399,418,,,,,,,,,
R82505,"13,986","200,090",6.99%,,R81991,0,0,"10,740",,R88502,"2,820",,,,,,,,,
R82506,"23,885","314,694",7.59%,,R81993,0,0,"30,655",,R88505,"3,240",,,,,,,,,
R82507,"38,970","599,538",6.50%,,R81995,200,0,"12,238",,R88507,"3,788",,,,,,,,,
R82508,"15,638","200,741",7.79%,,R81996,0,0,"42,372",,R88513,"1,594",,,,,,,,,
R82511,"22,385","280,161",7.99%,,R81997,0,0,"15,910",,R88518,"4,595",,,,,,,,,
R82512,"6,371","91,150",6.99%,,R81999,180,0,"3,115",,R88523,"5,645",,,,,,,,,
R82513,"9,477","135,578",6.99%,,R82001,200,0,"4,114",,R88527,"5,084",,,,,,,,,
R82516,"3,969","47,301",8.39%,,R82002,200,0,"6,105",,R88528,"6,656",,,,,,,,,
R82518,"17,575","219,965",7.99%,,R82003,0,0,"10,330",,R88529,"1,096",,,,,,,,,
R82519,"15,161","194,616",7.79%,,R82005,0,0,"19,047",,R88533,"13,622",,,,,,,,,
R82521,"8,712","124,640",6.99%,,R82007,110,0,"44,876",,R88559,"5,101",,,,,,,,,
R82523,0,0,8.19%,,R82008,0,0,0,,R88562,"2,019",,,,,,,,,
R82525,"38,433","493,365",7.79%,,R82009,0,0,"12,954",,R88596,"1,202",,,,,,,,,
R82528,"13,451","192,435",6.99%,,R82011,0,0,"8,331",,R88605,"4,346",,,,,,,,,
R82529,"27,115","387,918",6.99%,,R82012,0,0,0,,R88607,"7,675",,,,,,,,,
R82531,"43,099","553,259",7.79%,,R82013,0,0,"14,853",,R88613,"4,262",,,,,,,,,
R82532,"15,139","216,580",6.99%,,R82015,0,0,"13,334",,R88617,415,,,,,,,,,
R82533,"19,521","257,197",7.59%,,R82016,0,0,"15,713",,R88627,"2,241",,,,,,,,,
R82535,"17,307","247,592",6.99%,,R82017,0,0,0,,R88632,"1,779",,,,,,,,,
R82537,"74,136","1,060,599",6.99%,,R82018,0,0,"27,230",,R88652,"6,666",,,,,,,,,
R82539,"22,924","302,035",7.59%,,R82019,0,0,"22,969",,R88656,"7,604",,,,,,,,,
R82552,"27,697","364,913",7.59%,,R82021,0,0,0,,R88657,"4,878",,,,,,,,,
R82553,0,0,6.99%,,R82022,200,0,"7,346",,R88662,"7,866",,,,,,,,,
R82555,0,0,7.99%,,R82023,200,0,"11,426",,R88671,"1,436",,,,,,,,,
R82556,"25,157","359,904",6.99%,,R82025,0,0,"15,111",,R88672,"2,206",,,,,,,,,
R82558,0,0,6.99%,,R82026,0,0,"20,651",,R88679,"4,717",,,,,,,,,
R82559,"11,370","138,823",8.19%,,R82027,0,0,0,,R88681,"2,447",,,,,,,,,
R82561,"26,404","307,377",8.59%,,R82028,150,0,"14,241",,R88682,"2,446",,,,,,,,,
R82563,"1,650","21,743",7.59%,,R82029,200,0,"10,060",,R88685,"6,986",,,,,,,,,
R82565,"17,078","244,318",6.99%,,R82031,0,0,"1,922",,R88699,"5,942",,,,,,,,,
R82566,"14,096","201,658",6.99%,,R82032,53,0,636,,R88702,"6,694",,,,,,,,,
R82567,0,0,6.99%,,R82033,200,0,"2,400",,R88721,864,,,,,,,,,
R82568,"11,080","158,510",6.99%,,R82035,0,0,"29,815",,R88728,"1,881",,,,,,,,,
R82569,0,0,6.99%,,R82036,10,0,"24,759",,R88729,"3,399",,,,,,,,,
R82572,0,0,6.99%,,R82038,54,0,648,,R88731,"8,823",,,,,,,,,
R82573,0,0,8.19%,,R82039,0,0,0,,R88751,"3,010",,,,,,,,,
R82575,"27,642","395,455",6.99%,,R82051,0,0,"8,920",,R88753,"3,308",,,,,,,,,
R82577,"22,110","316,314",6.99%,,R82053,200,0,"23,930",,R88772,616,,,,,,,,,
R82581,0,0,7.59%,,R82055,10,0,"4,247",,R88773,211,,,,,,,,,
R82582,"13,542","193,735",6.99%,,R82056,0,0,"27,862",,R88776,"2,245",,,,,,,,,
R82583,"15,420","220,599",6.99%,,R82057,0,0,0,,R88786,"2,235",,,,,,,,,
R82585,0,0,6.99%,,R82058,0,0,0,,R88787,"3,610",,,,,,,,,
R82586,"17,124","219,818",7.79%,,R82059,200,0,"13,270",,R88791,"2,983",,,,,,,,,
R82587,"25,255","332,739",7.59%,,R82061,0,0,"28,533",,R88795,407,,,,,,,,,
R82588,"64,231","856,412",7.50%,,R82063,200,0,"36,240",,R88797,"4,453",,,,,,,,,
R82589,"5,846","73,081",8.00%,,R82065,0,0,0,,R88798,677,,,,,,,,,
R82591,"29,694","362,565",8.19%,,R82066,0,0,"18,058",,R88803,"3,571",,,,,,,,,
R82592,"16,683","238,666",6.99%,,R82067,0,0,0,,R88805,"6,452",,,,,,,,,
R82593,"4,146","54,628",7.59%,,R82068,0,0,0,,R88812,"1,304",,,,,,,,,
R82595,0,0,7.79%,,R82069,0,0,0,,R88813,100,,,,,,,,,
R82597,0,0,7.59%,,R82072,0,0,"22,100",,R88817,56,,,,,,,,,
R82598,"17,608","226,031",7.79%,,R82073,200,0,"14,246",,R88821,"4,195",,,,,,,,,
R82599,"10,737","126,470",8.49%,,R82075,0,0,0,,R88825,"2,324",,,,,,,,,
R82601,0,0,7.79%,,R82076,200,0,"24,205",,R88826,"5,192",,,,,,,,,
R82602,"11,452","150,881",7.59%,,R82078,10,0,"21,604",,R88832,"4,585",,,,,,,,,
R82603,"9,333","116,812",7.99%,,R82079,200,0,"11,763",,R88833,"2,320",,,,,,,,,
R82605,0,0,6.99%,,R82081,0,0,"27,318",,R88851,"2,403",,,,,,,,,
R82606,"31,383","448,973",6.99%,,R82082,0,0,"16,440",,R88852,"6,444",,,,,,,,,
R82607,"14,729","210,717",6.99%,,R82083,10,0,"19,042",,R88856,614,,,,,,,,,
R82608,"17,472","249,963",6.99%,,R82085,0,0,0,,R88857,992,,,,,,,,,
R82611,0,0,7.59%,,R82086,210,0,"46,232",,R88861,"4,030",,,,,,,,,
R82612,"42,495","607,934",6.99%,,R82087,0,0,0,,R88873,"2,867",,,,,,,,,
R82613,"17,683","252,983",6.99%,,R82088,0,0,"26,570",,R88878,"4,969",,,,,,,,,
R82615,"47,625","581,503",8.19%,,R82089,10,0,"33,525",,R88879,"7,368",,,,,,,,,
R82616,"18,854","269,732",6.99%,,R82091,0,0,0,,R88882,"1,280",,,,,,,,,
R82617,"41,310","590,980",6.99%,,R82092,0,0,"24,010",,R88885,332,,,,,,,,,
R82618,"8,478","121,290",6.99%,,R82093,200,0,"16,911",,R88887,"8,884",,,,,,,,,
R82619,"4,879","64,286",7.59%,,R82095,200,0,"18,048",,R88893,"1,926",,,,,,,,,
R82621,"55,143","788,889",6.99%,,R82096,0,0,"27,811",,R88899,81,,,,,,,,,
R82622,"20,417","292,084",6.99%,,R82097,0,0,"5,784",,R88901,"4,220",,,,,,,,,
R82623,"18,265","261,303",6.99%,,R82098,0,0,"39,837",,R88903,"1,733",,,,,,,,,
R82625,0,0,6.99%,,R82099,0,0,"23,801",,R88906,675,,,,,,,,,
R82628,"11,124","159,135",6.99%,,R82101,0,8,"28,243",,R88912,"5,158",,,,,,,,,
R82629,"29,025","415,242",6.99%,,R82102,0,0,0,,R88913,"4,182",,,,,,,,,
R82635,"7,231","103,453",6.99%,,R82103,0,0,0,,R88919,"12,374",,,,,,,,,
R82636,"17,246","246,718",6.99%,,R82105,0,0,"24,241",,R88921,"2,566",,,,,,,,,
R82637,"18,073","258,556",6.99%,,R82106,0,0,0,,R88923,"6,063",,,,,,,,,
R82638,"53,142","633,395",8.39%,,R82107,0,0,0,,R88926,"7,190",,,,,,,,,
R82639,"17,286","247,301",6.99%,,R82108,0,0,0,,R88927,"5,152",,,,,,,,,
R82652,"15,532","222,199",6.99%,,R82109,0,0,"36,798",,R88928,"5,207",,,,,,,,,
R82653,"22,900","272,947",8.39%,,R82201,0,0,"17,504",,R88929,"3,096",,,,,,,,,
R82655,"30,371","400,149",7.59%,,R82202,0,0,0,,R88932,347,,,,,,,,,
R82656,"6,836","97,803",6.99%,,R82203,0,0,"11,492",,R88939,874,,,,,,,,,
R82659,"12,576","179,909",6.99%,,R82205,200,0,"4,115",,R88956,"2,675",,,,,,,,,
R82661,"4,280","61,233",6.99%,,R82206,0,0,0,,R88957,"1,473",,,,,,,,,
R82662,0,0,8.00%,,R82207,0,0,0,,R88961,"1,987",,,,,,,,,
R82663,0,0,7.99%,,R82208,54,0,648,,R88962,"1,058",,,,,,,,,
R82666,"12,843","183,735",6.99%,,R82209,10,8,"47,408",,R88965,"1,672",,,,,,,,,
R82667,"21,541","308,173",6.99%,,R82301,0,0,"13,394",,R88967,"1,817",,,,,,,,,
R82668,"14,726","189,038",7.79%,,R82302,200,8,"13,268",,R88968,"2,356",,,,,,,,,
R82671,"14,634","209,356",6.99%,,R82303,0,8,"26,713",,R88969,"3,658",,,,,,,,,
R82672,"12,161","141,576",8.59%,,R82305,0,0,"12,747",,R88987,571,,,,,,,,,
R82673,"11,264","140,799",8.00%,,R82306,0,0,"45,262",,Grand Total,"1,569,857",,,,,,,,,
R82675,"8,395","120,097",6.99%,,R82307,0,0,0,,,,,,,,,,,,
R82678,"6,955","99,498",6.99%,,R82308,0,0,0,,,,,,,,,,,,
R82679,"21,939","313,868",6.99%,,R82309,0,0,"13,061",,,,,,,,,,,,
R82681,"17,753","222,191",7.99%,,R82311,10,0,"6,027",,,,,,,,,,,,
R82682,0,0,6.99%,,R82312,0,0,0,,,,,,,,,,,,
R82683,"2,327","28,417",8.19%,,R82313,200,8,"26,865",,,,,,,,,,,,
R82686,"43,678","624,859",6.99%,,R82315,0,0,"18,262",,,,,,,,,,,,
R82687,"19,086","245,010",7.79%,,R82316,0,0,0,,,,,,,,,,,,
R82688,0,0,7.79%,,R82318,0,15,"7,120",,,,,,,,,,,,
R82689,"22,113","316,347",6.99%,,R82321,54,8,648,,,,,,,,,,,,
R82692,"22,903","272,983",8.39%,,R82322,0,15,"7,462",,,,,,,,,,,,
R82693,"4,473","54,616",8.19%,,R82323,0,0,0,,,,,,,,,,,,
R82695,"25,498","364,783",6.99%,,R82325,0,0,0,,,,,,,,,,,,
R82696,"12,251","175,260",6.99%,,R82327,0,0,0,,,,,,,,,,,,
R82697,0,0,8.59%,,R82328,0,0,0,,,,,,,,,,,,
R82698,"12,814","183,325",6.99%,,R82329,0,0,"42,139",,,,,,,,,,,,
R82701,"26,621","341,728",7.79%,,R82331,200,8,"4,910",,,,,,,,,,,,
R82702,"8,848","110,594",8.00%,,R82332,0,0,0,,,,,,,,,,,,
R82705,"11,113","158,989",6.99%,,R82333,0,0,0,,,,,,,,,,,,
R82706,0,0,6.99%,,R82335,0,0,"50,474",,,,,,,,,,,,
R82707,0,0,6.99%,,R82336,0,0,"21,378",,,,,,,,,,,,
R82708,"7,032","100,605",6.99%,,R82337,0,0,"24,724",,,,,,,,,,,,
R82711,0,0,7.99%,,R82338,54,0,648,,,,,,,,,,,,
R82712,"27,184","388,891",6.99%,,R82339,200,8,"33,902",,,,,,,,,,,,
R82713,0,0,6.99%,,R82351,200,0,"17,125",,,,,,,,,,,,
R82715,0,0,6.99%,,R82352,10,15,"14,084",,,,,,,,,,,,
R82716,"33,739","482,675",6.99%,,R82353,0,0,0,,,,,,,,,,,,
R82717,"17,388","248,751",6.99%,,R82355,0,0,0,,,,,,,,,,,,
R82718,"34,286","490,497",6.99%,,R82356,0,0,"23,786",,,,,,,,,,,,
R82719,"42,636","496,346",8.59%,,R82357,0,0,0,,,,,,,,,,,,
R82722,"5,500","78,680",6.99%,,R82358,54,0,648,,,,,,,,,,,,
R82723,"7,648","109,418",6.99%,,R82359,0,0,0,,,,,,,,,,,,
R82725,"16,460","235,482",6.99%,,R82361,200,8,"13,780",,,,,,,,,,,,
R82726,"13,405","191,768",6.99%,,R82362,10,8,"13,527",,,,,,,,,,,,
R82727,0,0,6.99%,,R82363,200,8,"15,512",,,,,,,,,,,,
R82729,0,0,8.39%,,R82365,200,0,"8,513",,,,,,,,,,,,
R82731,"2,767","39,586",6.99%,,R82366,0,15,"24,516",,,,,,,,,,,,
R82733,"16,274","203,679",7.99%,,R82367,0,0,0,,,,,,,,,,,,
R82736,0,0,6.99%,,R82368,0,0,"15,962",,,,,,,,,,,,
R82737,"2,331","33,353",6.99%,,R82369,0,8,"15,391",,,,,,,,,,,,
R82738,"19,867","284,215",6.99%,,R82372,0,0,"14,752",,,,,,,,,,,,
R82751,0,0,7.79%,,R82373,0,0,"20,320",,,,,,,,,,,,
R82752,0,0,6.99%,,R82375,0,8,"10,971",,,,,,,,,,,,
R82756,"2,439","30,530",7.99%,,R82376,100,0,"4,495",,,,,,,,,,,,
R82758,"8,627","123,418",6.99%,,R82377,200,8,"19,504",,,,,,,,,,,,
R82759,"9,993","142,960",6.99%,,R82378,50,15,"4,510",,,,,,,,,,,,
R82761,0,0,8.59%,,R82379,0,15,"35,952",,,,,,,,,,,,
R82762,"24,815","310,574",7.99%,,R82381,0,23,"12,236",,,,,,,,,,,,
R82763,"11,403","163,137",6.99%,,R82382,0,15,"15,171",,,,,,,,,,,,
R82765,"17,805","234,589",7.59%,,R82383,200,0,"2,400",,,,,,,,,,,,
R82767,"15,778","225,716",6.99%,,R82385,0,23,"15,943",,,,,,,,,,,,
R82768,"17,256","227,347",7.59%,,R82386,0,0,0,,,,,,,,,,,,
R82769,"14,281","204,311",6.99%,,R82387,200,8,"17,921",,,,,,,,,,,,
R82771,"30,415","507,758",5.99%,,R82388,0,0,0,,,,,,,,,,,,
R82772,"27,153","323,635",8.39%,,R82389,200,0,"8,669",,,,,,,,,,,,
R82773,"13,321","190,575",6.99%,,R82391,0,0,0,,,,,,,,,,,,
R82775,"19,368","277,085",6.99%,,R82392,200,8,"12,701",,,,,,,,,,,,
R82776,"32,651","419,145",7.79%,,R82393,0,0,"11,160",,,,,,,,,,,,
R82777,"2,070","29,608",6.99%,,R82395,0,15,"22,829",,,,,,,,,,,,
R82778,"13,218","174,150",7.59%,,R82396,200,0,"4,867",,,,,,,,,,,,
R82779,"14,845","212,371",6.99%,,R82397,0,0,0,,,,,,,,,,,,
R82781,"13,903","198,901",6.99%,,R82398,0,0,0,,,,,,,,,,,,
R82782,"27,681","364,697",7.59%,,R82399,0,0,"35,811",,,,,,,,,,,,
R82788,"53,907","674,684",7.99%,,R82501,0,15,"13,934",,,,,,,,,,,,
R82789,"15,274","218,518",6.99%,,R82502,0,0,"35,387",,,,,,,,,,,,
R82791,"22,338","319,568",6.99%,,R82503,10,0,"17,258",,,,,,,,,,,,
R82792,0,0,8.19%,,R82505,50,0,"14,586",,,,,,,,,,,,
R82793,"9,920","141,911",6.99%,,R82506,0,0,"23,885",,,,,,,,,,,,
R82795,0,0,8.00%,,R82507,0,15,"38,970",,,,,,,,,,,,
R82797,"25,973","371,571",6.99%,,R82508,0,23,"15,638",,,,,,,,,,,,
R82798,0,0,7.79%,,R82509,0,0,0,,,,,,,,,,,,
R82801,"26,888","336,517",7.99%,,R82511,0,8,"22,385",,,,,,,,,,,,
R82802,"12,291","175,842",6.99%,,R82512,10,0,"6,491",,,,,,,,,,,,
R82803,"10,333","147,824",6.99%,,R82513,10,0,"9,597",,,,,,,,,,,,
R82805,"37,611","553,106",6.80%,,R82515,0,0,0,,,,,,,,,,,,
R82806,0,0,6.99%,,R82516,0,0,"3,969",,,,,,,,,,,,
R82807,"37,104","530,817",6.99%,,R82517,0,0,0,,,,,,,,,,,,
R82808,"30,888","368,155",8.39%,,R82518,0,0,"17,575",,,,,,,,,,,,
R82809,"4,590","60,473",7.59%,,R82519,200,8,"17,561",,,,,,,,,,,,
R82811,"29,622","423,778",6.99%,,R82521,0,0,"8,712",,,,,,,,,,,,
R82813,"6,878","86,083",7.99%,,R82522,0,0,0,,,,,,,,,,,,
R82815,"31,196","446,295",6.99%,,R82523,54,15,648,,,,,,,,,,,,
R82816,"21,268","247,590",8.59%,,R82525,0,0,"38,433",,,,,,,,,,,,
R82817,"26,000","371,957",6.99%,,R82528,0,0,"13,451",,,,,,,,,,,,
R82821,0,0,6.99%,,R82529,0,8,"27,115",,,,,,,,,,,,
R82822,"9,013","128,935",6.99%,,R82531,0,15,"43,099",,,,,,,,,,,,
R82825,"13,741","196,577",6.99%,,R82532,10,0,"15,259",,,,,,,,,,,,
R82826,"9,445","121,248",7.79%,,R82533,0,0,"19,521",,,,,,,,,,,,
R82827,"19,141","273,841",6.99%,,R82535,0,0,"17,307",,,,,,,,,,,,
R82828,"31,378","448,896",6.99%,,R82536,0,0,0,,,,,,,,,,,,
R82829,"2,699","38,610",6.99%,,R82537,0,0,"74,136",,,,,,,,,,,,
R82831,"23,696","338,998",6.99%,,R82538,0,0,0,,,,,,,,,,,,
R82832,"10,001","130,729",7.65%,,R82539,200,0,"25,324",,,,,,,,,,,,
R82835,"18,523","264,992",6.99%,,R82551,0,0,0,,,,,,,,,,,,
R82836,"13,298","190,238",6.99%,,R82552,0,15,"27,697",,,,,,,,,,,,
R82837,"17,410","201,268",8.65%,,R82553,0,0,0,,,,,,,,,,,,
R82838,"19,174","226,910",8.45%,,R82555,0,15,0,,,,,,,,,,,,
R82852,"21,111","302,017",6.99%,,R82556,210,15,"27,677",,,,,,,,,,,,
R82853,"19,775","282,906",6.99%,,R82558,0,0,0,,,,,,,,,,,,
R82855,"33,544","479,892",6.99%,,R82559,0,8,"11,370",,,,,,,,,,,,
R82857,"12,774","182,744",6.99%,,R82561,0,15,"26,404",,,,,,,,,,,,
R82859,"18,030","235,691",7.65%,,R82562,0,0,0,,,,,,,,,,,,
R82861,"10,699","153,069",6.99%,,R82563,200,8,"4,050",,,,,,,,,,,,
R82862,0,0,8.00%,,R82565,0,8,"17,078",,,,,,,,,,,,
R82863,"9,492","135,791",6.99%,,R82566,0,0,"14,096",,,,,,,,,,,,
R82865,0,0,7.65%,,R82567,200,0,"2,400",,,,,,,,,,,,
R82867,"16,289","233,027",6.99%,,R82568,200,0,"13,480",,,,,,,,,,,,
R82868,"30,996","443,429",6.99%,,R82569,0,0,0,,,,,,,,,,,,
R82869,"7,063","101,041",6.99%,,R82571,0,0,0,,,,,,,,,,,,
R82871,"26,547","379,789",6.99%,,R82572,27,0,324,,,,,,,,,,,,
R82872,0,0,6.99%,,R82573,0,0,0,,,,,,,,,,,,
R82873,"42,121","602,586",6.99%,,R82575,200,0,"30,042",,,,,,,,,,,,
