,,Total ARR,,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,,Comments,,,,
UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,Q/Q,Q/Q %,Status,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,,Q1'24,Q2'24,R81001,R81001
R86096,PT,0,0,0,0,0,0,0,"3,585","20,164","19,660","17,266","17,913","16,744","16,454",-522,-3%,,,0,0,0,0,0,0,0,"3,585","20,164","19,660","17,266","17,913","16,744","16,454",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86087,R86087
R86097,FT,0,0,0,0,0,0,0,"24,543","24,336","19,139","21,433","21,065","21,383","21,895",-50,0%,,,0,0,0,0,0,0,0,"24,543","24,336","19,139","21,433","21,065","21,383","21,895",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86088,R86088
R86098,FT,0,0,0,0,0,0,0,"8,967","12,874","8,077","6,160","7,192","8,413",681,"2,253",37%,,,0,0,0,0,0,0,0,"8,967","12,104","7,337","5,700","6,964","7,732",0,,0,0,0,0,0,0,0,0,770,740,460,229,681,681,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86089,R86089
R86099,FT,0,0,0,0,0,0,0,"31,798","36,206","29,339","28,135","33,263","28,856","27,679",721,3%,,,0,0,0,0,0,0,0,"31,798","36,115","29,248","28,044","33,167","28,760","27,583",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,96,,,,,R86091,R86091
R86101,PT,0,0,0,0,0,0,0,0,"12,715","13,514","11,907","12,595","12,554","12,136",647,5%,,,0,0,0,0,0,0,0,0,"12,715","13,514","11,907","12,595","12,554","12,136",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86092,R86092
R86102,FT,0,0,0,0,0,0,0,"8,466",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"8,466",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86093,R86093
R86103,PT,0,0,0,0,0,0,0,0,"17,032","1,890","3,062","2,378","2,912","3,622",-150,-5%,,,0,0,0,0,0,0,0,0,"17,032","1,890","3,062","2,378","2,912","3,622",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86095,R86095
R86106,PT,0,0,0,0,0,0,0,0,"19,721","21,871","21,254","21,675","23,709","22,094","2,455",12%,,,0,0,0,0,0,0,0,0,"19,721","21,871","21,254","21,675","23,709","22,094",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86096,R86096
R86107,FT,0,0,0,0,0,0,0,"3,752","8,400","8,458","7,381","9,189","7,693","7,971",312,4%,,,0,0,0,0,0,0,0,"3,752","8,400","8,458","7,381","9,189","7,693","7,971",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86097,R86097
R86108,FT,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86098,R86098
R86109,FT,0,0,0,0,0,0,0,"28,362","28,826","28,817","27,625","30,744","28,593","29,277",968,4%,,,0,0,0,0,0,0,0,"28,362","28,826","28,817","27,625","30,744","28,593","29,277",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86099,R86099
R86111,PT,0,0,0,0,0,0,0,0,745,745,745,744,744,744,-1,0%,,,0,0,0,0,0,0,0,0,653,653,653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,96,,,,,R86101,R86101
R86112,FT,0,0,0,0,0,0,0,"52,910","49,229","42,317",0,0,0,0,0,,,,0,0,0,0,0,0,0,"52,910","49,229","42,317",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Product Limitation: Agent,R86102,R86102
R86113,FT,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,278,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86103,R86103
R86115,FT,0,0,0,0,0,0,0,0,"3,221","2,570","4,724","4,412","4,448","3,570",-276,-6%,,,0,0,0,0,0,0,0,0,"3,221","2,570","4,724","4,412","4,448","3,570",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86106,R86106
R86116,PT,0,0,0,0,0,0,0,0,"8,483","7,087","5,892","7,123","7,721","7,672","1,829",31%,,,0,0,0,0,0,0,0,0,"8,483","7,087","5,892","7,123","7,721","7,672",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86107,R86107
R86117,PT,0,0,0,0,0,0,0,0,"2,491","2,491","4,213",96,"3,240","1,296",-973,-23%,,,0,0,0,0,0,0,0,0,"2,400","2,400","4,122",0,"3,144","1,200",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,96,,,,,R86108,R86108
R86119,FT,0,0,0,0,0,0,0,"17,517","16,328","16,129","21,210","21,276","18,641","20,232","-2,569",-12%,,,0,0,0,0,0,0,0,"17,517","16,328","16,129","21,210","21,276","18,641","20,232",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86109,R86109
R86122,FT,0,0,0,0,0,0,0,"17,965","18,548","19,596","19,012","18,690","16,863","18,314","-2,149",-11%,,,0,0,0,0,0,0,0,"17,965","18,457","19,505","18,921","18,594","16,767","18,218",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,96,,,,,R86111,R86111
R86123,FT,0,0,0,0,0,0,0,"15,807","13,827","12,381","10,945","12,111","11,368","11,699",423,4%,,,0,0,0,0,0,0,0,"15,807","13,736","12,290","10,854","12,015","11,272","11,371",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,232,,0,0,0,0,0,0,0,0,91,91,91,96,96,96,,,,,R86112,R86112
R86125,FT,0,0,0,0,0,0,0,"30,199",0,0,745,744,744,744,-1,0%,,,0,0,0,0,0,0,0,"30,199",0,0,653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,96,,,,,R86113,R86113
R86126,PT,0,0,0,0,0,0,0,0,"2,400","4,812","3,442","4,508","7,884","8,121","4,442",129%,,,0,0,0,0,0,0,0,0,"2,400","4,812","3,442","4,508","7,884","8,121",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86115,R86115
R86127,FT,0,0,0,0,0,0,0,"9,326","11,759","10,015","13,993","12,220","11,755","11,061","-2,238",-16%,,,0,0,0,0,0,0,0,"9,326","11,063","9,637","13,528","11,796","11,349","10,719",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,696,378,465,424,406,342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86116,R86116
R86128,FT,0,0,0,0,0,0,0,"5,410","9,364","8,230","9,371","9,843","9,135","9,259",-236,-3%,,,0,0,0,0,0,0,0,"5,410","9,364","8,230","9,371","9,843","9,135","9,259",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86117,R86117
R86131,FT,0,0,0,0,0,0,0,"25,736","28,255","23,386","23,783","23,323","21,984","21,450","-1,799",-8%,,,0,0,0,0,0,0,0,"22,820","22,075","19,298","19,159","19,063","18,370","17,838",,0,0,0,0,0,0,0,"1,785","4,333","3,256","3,178","3,196","2,837","2,837",,0,0,0,0,0,0,0,"1,131","1,847",832,"1,446","1,064",777,775,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86119,R86119
R86132,PT,0,0,0,0,0,0,0,"6,416","5,298","4,525","4,850","2,580","2,716","2,580","-2,134",-44%,,,0,0,0,0,0,0,0,"6,416","5,115","4,342","4,667","2,400","2,536","2,400",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,180,,,,,R86122,R86122
R86133,FT,0,0,0,0,0,0,0,"5,273","9,854","10,066","10,074","10,827","9,935","10,475",-139,-1%,,,0,0,0,0,0,0,0,"5,273","9,854","10,066","10,074","10,827","9,935","10,475",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86123,R86123
R86135,PT,0,0,0,0,0,0,0,"1,120",0,"8,263",653,648,648,648,-5,-1%,,,0,0,0,0,0,0,0,"1,120",0,"8,263",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Monthly Rate Dispute,R86125,R86125
R86137,FT,0,0,0,0,0,0,0,"29,793","35,627","31,978","31,730","31,558","31,791","30,213",61,0%,,,0,0,0,0,0,0,0,"28,614","32,104","28,477","28,536","28,097","28,518","26,940",,0,0,0,0,0,0,0,"1,179","3,523","3,501","3,194","3,461","3,273","3,273",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86126,R86126
R86138,PT,0,0,0,0,0,0,0,0,0,0,183,180,180,180,-3,-1%,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,183,180,180,180,,,,,R86127,R86127
R86139,FT,0,0,0,0,0,0,0,"40,129","39,519","34,066","30,318","33,752","30,333","30,087",15,0%,,,0,0,0,0,0,0,0,"40,129","39,519","34,066","30,318","33,752","30,333","30,087",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86128,R86128
R86151,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86131,R86131
R86152,PT,0,0,0,0,0,0,0,560,"20,156","20,308","19,845","20,253","19,550","19,325",-295,-1%,,,0,0,0,0,0,0,0,560,"20,156","20,308","19,845","20,253","19,550","19,325",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86132,R86132
R86155,PT,0,0,0,0,0,0,0,0,"22,571","20,480","18,665","18,522","19,903","21,278","1,238",7%,,,0,0,0,0,0,0,0,0,"22,571","20,480","18,665","18,522","19,903","21,278",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86133,R86133
R86156,FT,0,0,0,0,0,0,0,"24,140","55,489","57,011","59,387","56,814","59,777","61,026",390,1%,,,0,0,0,0,0,0,0,"24,140","55,489","57,011","59,387","56,814","59,777","61,026",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86135,R86135
R86157,PT,0,0,0,0,0,0,0,0,"27,843","25,445",0,0,0,"16,343",0,,,,0,0,0,0,0,0,0,0,"27,660","25,445",0,0,0,"16,343",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,0,0,0,0,0,,,,,R86137,R86137
R86158,FT,0,0,0,0,0,0,0,"29,261","23,941","33,777","34,339","33,230","31,766","34,064","-2,573",-7%,,,0,0,0,0,0,0,0,"29,261","23,941","29,301","30,292","29,508","28,135","30,433",,0,0,0,0,0,0,0,0,0,"4,476","3,864","3,542","3,451","3,451",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,183,180,180,180,,,,,R86138,R86138
R86159,PT,0,0,0,0,0,0,0,0,"24,237","29,753","28,622","16,436","29,561","28,355",939,3%,,,0,0,0,0,0,0,0,0,"24,237","29,753","28,622","16,436","29,561","28,355",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86139,R86139
R86161,FT,0,0,0,0,0,0,0,"45,067","21,979","11,820","16,681","23,548","18,195","22,026","1,514",9%,,,0,0,0,0,0,0,0,"45,067","21,979","11,820","16,681","23,548","18,195","22,026",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86151,R86151
R86162,FT,0,0,0,0,0,0,0,"16,681","16,209","14,734","14,146","14,828","13,806","14,795",-340,-2%,,,0,0,0,0,0,0,0,"16,681","16,209","14,734","14,146","14,828","13,806","14,795",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86152,R86152
R86163,PT,0,0,0,0,0,0,0,160,"4,505","2,400",0,0,0,0,0,,,,0,0,0,0,0,0,0,160,"4,505","2,400",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Family Backfill, on 5/23 call with Lynn, the male client said they will need our service again in August. ",R86155,R86155
R86165,FT,0,0,0,0,0,0,0,"15,966",653,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"15,310",653,0,0,0,0,0,,0,0,0,0,0,0,0,656,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86156,R86156
R86166,FT,0,0,0,0,0,0,0,0,"1,096","1,180","1,633","1,880","2,025",326,392,24%,,,0,0,0,0,0,0,0,0,"1,096","1,176","1,623","1,599","1,722",50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,10,5,27,0,,0,0,0,0,0,0,0,0,0,0,0,276,276,276,,,,,R86157,R86157
R86167,FT,0,0,0,0,0,0,0,0,"7,112","5,010","4,874","4,775","4,421","5,326",-453,-9%,,,0,0,0,0,0,0,0,0,"7,112","5,010","4,874","4,775","4,421","5,326",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86158,R86158
R86168,FT,0,0,0,0,0,0,0,"25,298","17,388","20,149","22,444","19,851","20,258","19,787","-2,186",-10%,,,0,0,0,0,0,0,0,"25,298","17,388","20,149","17,767","17,761","16,069","15,881",,0,0,0,0,0,0,0,0,0,0,"2,322",143,"2,642","2,642",,0,0,0,0,0,0,0,0,0,0,"2,264","1,851","1,451","1,168",,0,0,0,0,0,0,0,0,0,0,91,96,96,96,,,,,R86159,R86159
R86169,FT,0,0,0,0,0,0,0,"7,749","14,257","21,063","26,264","19,587","20,265","19,692","-5,999",-23%,,,0,0,0,0,0,0,0,"7,749","14,257","21,063","26,264","19,587","20,265","19,692",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86161,R86161
R86171,PT,0,0,0,0,0,0,0,80,"8,246","9,469","9,999","7,735","9,453","8,514",-546,-5%,,,0,0,0,0,0,0,0,80,"8,246","9,469","9,999","7,735","9,453","8,514",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86162,R86162
R86172,FT,0,0,0,0,0,0,0,"19,826",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,"19,826",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86163,R86163
R86173,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86165,R86165
R86175,FT,0,0,0,0,0,0,0,0,"18,078","26,480","26,171","27,840","22,627","23,591","-3,544",-14%,,,0,0,0,0,0,0,0,0,"18,078","23,305","23,122","24,092","19,986","21,029",,0,0,0,0,0,0,0,0,0,"2,288","1,859","3,027","1,839","1,839",,0,0,0,0,0,0,0,0,0,887,"1,190",721,802,723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86166,R86166
R86176,PT,0,0,0,0,0,0,0,0,"22,905","24,783","23,635",0,0,0,"-23,635",-100%,,,0,0,0,0,0,0,0,0,"22,905","24,783","23,544",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,0,0,0,,,,,R86167,R86167
R86177,PT,0,0,0,0,0,0,0,0,"17,900","21,930","21,524","22,977","22,763","21,571","1,239",6%,,,0,0,0,0,0,0,0,0,"17,900","21,930","21,524","22,977","22,763","21,571",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86168,R86168
R86178,FT,0,0,0,0,0,0,0,"1,562","2,404","2,327","2,375","3,752","3,286","3,088",911,38%,,,0,0,0,0,0,0,0,"1,562","2,397","2,320","2,305","3,740","3,272","3,073",,0,0,0,0,0,0,0,0,0,0,44,12,11,11,,0,0,0,0,0,0,0,0,7,7,26,0,3,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86169,R86169
R86179,FT,0,0,0,0,0,0,0,"5,251","16,135","4,553","3,586","5,351","4,904","5,372","1,318",37%,,,0,0,0,0,0,0,0,"5,251","14,427","4,133","3,182","4,852","4,396","4,864",,0,0,0,0,0,0,0,0,"1,708",420,404,500,508,508,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86171,R86171
R86181,FT,0,0,0,0,0,0,0,"5,530","13,086","6,571","4,857","8,835","9,507","9,911","4,650",96%,,,0,0,0,0,0,0,0,"5,530","11,586","5,970","4,512","7,914","8,781","9,195",,0,0,0,0,0,0,0,0,"1,219",514,240,782,580,580,,0,0,0,0,0,0,0,0,281,87,105,139,146,136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86172,R86172
R86182,FT,0,0,0,0,0,0,0,"16,406","28,252","18,805","19,077","20,426","21,120","20,871","2,043",11%,,,0,0,0,0,0,0,0,"16,406","28,252","18,805","19,077","20,426","21,120","20,871",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86173,R86173
R86183,FT,0,0,0,0,0,0,0,"11,939","11,113","13,212","12,448","12,794","10,828","9,903","-1,620",-13%,,,0,0,0,0,0,0,0,"11,939","11,113","13,212","12,448","12,794","10,828","9,903",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86175,R86175
R86185,FT,0,0,0,0,0,0,0,0,"28,766","28,525","29,429","31,570","27,794","28,199","-1,635",-6%,,,0,0,0,0,0,0,0,0,"28,766","28,525","29,429","31,570","27,794","28,199",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86176,R86176
R86186,FT,0,0,0,0,0,0,0,"6,452","14,307","14,904","14,346","13,095","14,705","15,437",359,3%,,,0,0,0,0,0,0,0,"6,452","14,307","14,904","14,346","13,095","14,705","15,437",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86177,R86177
R86187,FT,0,0,0,0,0,0,0,0,"26,287","24,490","22,848","24,574","23,346","22,207",498,2%,,,0,0,0,0,0,0,0,0,"26,287","24,490","22,848","24,574","23,346","22,207",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86178,R86178
R86188,FT,0,0,0,0,0,0,0,"15,736","22,782","19,095",0,0,0,0,0,,,,0,0,0,0,0,0,0,"15,736","22,782","19,095",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Competitor Impact, This client unplugged our device since 4/5",R86179,R86179
R86189,FT,0,0,0,0,0,0,0,0,"19,820","25,266","28,556","28,147","28,628","31,716",72,0%,,,0,0,0,0,0,0,0,0,"17,728","23,031","26,465","25,729","26,327","29,415",,0,0,0,0,0,0,0,0,"2,092","2,235","2,091","2,418","2,301","2,301",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86181,R86181
R86191,PT,0,0,0,0,0,0,0,0,"2,583",836,836,828,828,828,-8,-1%,,,0,0,0,0,0,0,0,0,"2,400",653,653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,180,,,,,R86182,R86182
R86192,PT,0,0,0,0,0,0,0,0,"8,239","35,953","33,528","32,039","7,298","7,999","-26,230",-78%,,,0,0,0,0,0,0,0,0,"8,239","35,953","33,437","31,943","7,202","7,903",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,96,,,,,R86183,R86183
R86193,FT,0,0,0,0,0,0,0,"16,512",0,183,183,180,180,180,-3,-1%,,,0,0,0,0,0,0,0,"16,512",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,183,183,180,180,180,,,,,R86185,R86185
R86195,FT,0,0,0,0,0,0,0,0,"138,188","97,973","111,056","105,574","105,353","105,258","-5,703",-5%,,,0,0,0,0,0,0,0,0,"138,188","97,973","111,056","105,574","105,353","105,258",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R86186,R86186
R86196,FT,0,0,0,0,0,0,0,"5,861","41,061","24,947","22,352","23,635",360,"1,008","-21,992",-98%,,,0,0,0,0,0,0,0,"5,861","40,696","24,582","21,987","23,275",0,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,365,365,365,360,360,360,,,,,R86187,R86187
R86197,FT,0,0,0,0,0,0,0,0,"11,295","12,612",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,"11,295","12,612",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"churned on May due to Agent Issue, already return equipment",R86188,R86188
