zip_code,total_pop,white_alone,black_alone,asian_alone,chinese_persons,chinese_speakers_total,pct_white,pct_black,pct_asian,pct_chinese
01060,15237,12595,192,448,146,0,0.8266062873269017,0.012600905690096476,0.029402113276891777,0.009581938701844196
01062,9188,8066,156,79,16,0,0.8778841967784066,0.01697866782760122,0.008598171528080104,0.0017414018284719198
01063,2121,1269,94,548,231,0,0.5983026874115983,0.04431871758604432,0.25836869401225837,0.10891089108910891
01066,115,115,0,0,0,0,1.0,0.0,0.0,0.0
01068,1623,1484,32,0,0,0,0.9143561306223044,0.019716574245224893,0.0,0.0
01069,9077,7871,266,0,0,0,0.867136719180346,0.029304836399691527,0.0,0.0
01070,593,521,1,1,1,0,0.8785834738617201,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434
01071,1219,1096,29,1,0,0,0.8990976210008204,0.02378999179655455,0.0008203445447087777,0.0
01072,1447,1274,16,10,8,0,0.8804422944022114,0.0110573600552868,0.006910850034554251,0.0055286800276434
01073,6212,5626,17,77,0,0,0.9056664520283323,0.002736638763683194,0.012395363811976819,0.0
01074,749,749,0,0,0,0,1.0,0.0,0.0,0.0
01075,17410,15391,239,838,440,0,0.8840321654221711,0.01372774267662263,0.04813325674899483,0.02527283170591614
01077,9222,8424,43,90,8,0,0.9134677944046844,0.00466276295814357,0.009759271307742356,0.0008674907829104315
01079,282,240,1,0,0,0,0.851063829787234,0.0035460992907801418,0.0,0.0
01080,2308,1941,127,30,30,0,0.8409878682842288,0.055025996533795495,0.012998266897746967,0.012998266897746967
01081,1704,1584,10,6,0,0,0.9295774647887324,0.005868544600938967,0.0035211267605633804,0.0
01082,10418,9594,270,12,0,0,0.9209061240161259,0.02591668266461893,0.0011518525628719525,0.0
01083,2746,2443,32,147,0,0,0.8896576839038601,0.011653313911143482,0.053532410779315365,0.0
01084,101,101,0,0,0,0,1.0,0.0,0.0,0.0
01085,41466,35435,444,1488,366,0,0.8545555394781267,0.010707567645782087,0.035884821299377805,0.008826508464766314
01088,654,623,0,31,0,0,0.9525993883792049,0.0,0.047400611620795105,0.0
01089,28635,21801,1347,1869,190,0,0.7613410162388685,0.04704033525405972,0.06526977475117862,0.0066352365985681856
01092,1123,1087,36,0,0,0,0.9679430097951914,0.032056990204808546,0.0,0.0
01093,149,149,0,0,0,0,1.0,0.0,0.0,0.0
01094,64,64,0,0,0,0,1.0,0.0,0.0,0.0
01095,14615,12873,616,177,102,0,0.8808073896681492,0.04214847759151557,0.012110845022237427,0.006979131029763941
01096,2566,2362,17,59,57,0,0.9204988308651598,0.006625097427903352,0.02299298519095869,0.022213561964146533
01097,45,45,0,0,0,0,1.0,0.0,0.0,0.0
01098,1019,942,0,21,0,0,0.9244357212953876,0.0,0.020608439646712464,0.0
01103,2336,896,459,52,0,0,0.3835616438356164,0.19648972602739725,0.02226027397260274,0.0
01104,21745,8103,2964,217,121,0,0.37263738790526557,0.13630719705679467,0.009979305587491378,0.005564497585651874
01105,11469,2689,2275,22,0,0,0.2344581044554887,0.19836079867468828,0.0019182143168541286,0.0
01106,15961,13764,268,977,118,0,0.8623519829584613,0.01679092788672389,0.06121170352734791,0.007393020487438131
01107,12270,3972,1103,216,165,0,0.3237163814180929,0.08989405052974735,0.017603911980440097,0.013447432762836185
01108,27409,10642,5385,1924,115,0,0.38826662775000914,0.19646831332773906,0.070195921047831,0.004195702141632311
01109,31418,9647,10499,435,86,0,0.30705328155834233,0.33417149404799795,0.013845566235915718,0.0027372843592844867
01118,15009,9181,2306,625,50,0,0.6116996468785395,0.15364114864414685,0.04164168165767206,0.003331334532613765
01119,14059,7089,3178,573,39,0,0.5042321644498187,0.22604737179031226,0.040756810583967566,0.0027740237570239704
01128,3252,2479,250,60,0,0,0.7623001230012301,0.07687576875768758,0.01845018450184502,0.0
01129,5993,4011,664,96,0,0,0.6692808276322376,0.11079592858334723,0.01601868846988153,0.0
01144,0,0,0,0,0,0,,,,
01151,9627,4284,1828,123,0,0,0.4449984418822063,0.1898826217928742,0.012776565908382673,0.0
01201,45072,36286,2307,624,142,0,0.8050674476393326,0.051184771033013846,0.013844515441959531,0.0031505147319843808
01220,8106,7698,38,67,0,0,0.9496669133974833,0.004687885516901061,0.008265482358746608,0.0
01222,611,584,0,0,0,0,0.955810147299509,0.0,0.0,0.0
01223,2588,2385,3,38,0,0,0.9215610510046368,0.00115919629057187,0.014683153013910355,0.0
01224,201,201,0,0,0,0,1.0,0.0,0.0,0.0
01225,3234,3015,9,63,26,0,0.9322820037105751,0.0027829313543599257,0.01948051948051948,0.008039579468150896
01226,6304,6009,36,46,28,0,0.9532043147208121,0.005710659898477157,0.007296954314720812,0.004441624365482234
01229,213,213,0,0,0,0,1.0,0.0,0.0,0.0
01230,8813,7731,142,50,21,0,0.8772268240099852,0.016112560989447407,0.005673436968115285,0.0023828435266084196
01235,2456,2329,4,12,0,0,0.9482899022801303,0.0016286644951140066,0.004885993485342019,0.0
01236,1593,1309,7,221,4,0,0.8217200251098556,0.004394224733207784,0.13873195229127433,0.0025109855618330196
01237,2269,2157,28,74,54,0,0.9506390480387836,0.0123402379903041,0.03261348611723226,0.02379903040987219
01238,5893,5379,0,109,0,0,0.9127778720515867,0.0,0.01849652129645342,0.0
01240,5024,4617,51,13,0,0,0.9189888535031847,0.010151273885350318,0.0025875796178343948,0.0
01242,165,165,0,0,0,0,1.0,0.0,0.0,0.0
01243,196,183,0,0,0,0,0.9336734693877551,0.0,0.0,0.0
01244,243,230,0,0,0,0,0.9465020576131687,0.0,0.0,0.0
01245,828,756,9,3,3,0,0.9130434782608695,0.010869565217391304,0.0036231884057971015,0.0036231884057971015
01247,14967,13469,169,399,0,0,0.8999131422462752,0.011291507984231976,0.026658649027861296,0.0
01253,903,869,0,4,0,0,0.9623477297895903,0.0,0.004429678848283499,0.0
01254,962,866,52,7,0,0,0.9002079002079002,0.05405405405405406,0.007276507276507277,0.0
01255,850,770,17,2,0,0,0.9058823529411765,0.02,0.002352941176470588,0.0
01256,733,712,3,0,0,0,0.9713506139154161,0.004092769440654843,0.0,0.0
01257,2331,2222,2,66,0,0,0.9532389532389532,0.000858000858000858,0.028314028314028315,0.0
01258,191,186,0,0,0,0,0.9738219895287958,0.0,0.0,0.0
01259,778,726,35,0,0,0,0.9331619537275064,0.04498714652956298,0.0,0.0
01260,20,20,0,0,0,0,1.0,0.0,0.0,0.0
01262,1652,1533,52,8,0,0,0.9279661016949152,0.031476997578692496,0.004842615012106538,0.0
01264,184,181,0,0,0,0,0.9836956521739131,0.0,0.0,0.0
01266,919,853,0,11,6,0,0.9281828073993471,0.0,0.011969532100108813,0.006528835690968444
01267,7985,6535,254,483,130,0,0.8184095178459612,0.031809643080776454,0.060488415779586725,0.01628052598622417
01270,1002,834,0,9,9,0,0.8323353293413174,0.0,0.008982035928143712,0.008982035928143712
01301,17876,15852,441,339,193,0,0.8867755650033564,0.02466994853434773,0.01896397404341016,0.01079659879167599
01330,1711,1521,2,16,0,0,0.8889538281706605,0.0011689070718877848,0.009351256575102279,0.0
01331,13865,12702,347,54,0,0,0.9161197259285971,0.025027046520014425,0.003894698882077173,0.0
01337,2515,2287,3,33,0,0,0.9093439363817097,0.0011928429423459245,0.013121272365805169,0.0
01338,79,76,0,0,0,0,0.9620253164556962,0.0,0.0,0.0
01339,1361,1287,0,16,2,0,0.9456282145481264,0.0,0.011756061719324026,0.0014695077149155032
01340,1807,1697,23,14,0,0,0.93912562257886,0.012728278915329275,0.00774764803541782,0.0
01341,1605,1532,0,7,0,0,0.9545171339563863,0.0,0.004361370716510903,0.0
01342,1313,983,74,5,0,0,0.7486671744097486,0.05635948210205636,0.003808073115003808,0.0
01343,190,180,0,0,0,0,0.9473684210526315,0.0,0.0,0.0
01344,1639,1553,27,0,0,0,0.947528981086028,0.01647345942647956,0.0,0.0
01346,453,420,0,8,8,0,0.9271523178807947,0.0,0.017660044150110375,0.017660044150110375
01347,114,80,0,19,0,0,0.7017543859649122,0.0,0.16666666666666666,0.0
01349,753,690,0,17,0,0,0.9163346613545816,0.0,0.02257636122177955,0.0
01350,115,103,0,0,0,0,0.8956521739130435,0.0,0.0,0.0
01351,2644,2465,5,22,0,0,0.9322995461422088,0.0018910741301059002,0.00832072617246596,0.0
01354,1831,1652,77,27,25,0,0.9022392135445112,0.042053522665210265,0.01474604041507373,0.013653741125068269
01355,963,767,0,0,0,0,0.7964693665628245,0.0,0.0,0.0
01360,2875,2725,15,1,0,0,0.9478260869565217,0.0052173913043478265,0.00034782608695652176,0.0
01364,7668,6983,60,53,0,0,0.9106677099634846,0.00782472613458529,0.006911841418883673,0.0
01366,1173,1038,8,7,0,0,0.8849104859335039,0.0068201193520886615,0.005967604433077579,0.0
01367,574,498,0,2,0,0,0.867595818815331,0.0,0.003484320557491289,0.0
01368,1497,1394,5,5,3,0,0.9311957247828991,0.0033400133600534404,0.0033400133600534404,0.002004008016032064
01370,3641,3206,14,56,6,0,0.8805273276572371,0.0038450975006866246,0.015380390002746498,0.0016478989288656962
01373,4784,4571,56,1,0,0,0.9554765886287625,0.011705685618729096,0.00020903010033444816,0.0
01375,3653,2727,113,583,180,0,0.7465097180399671,0.030933479332055844,0.15959485354503147,0.049274568847522585
01376,5032,4452,34,43,7,0,0.884737678855326,0.006756756756756757,0.008545310015898252,0.0013910969793322733
01378,861,814,0,9,5,0,0.9454123112659698,0.0,0.010452961672473868,0.005807200929152149
01379,742,606,28,13,0,0,0.816711590296496,0.03773584905660377,0.01752021563342318,0.0
01380,32,32,0,0,0,0,1.0,0.0,0.0,0.0
01420,41677,26820,2929,859,80,0,0.6435204069390791,0.07027857091441322,0.020610888499652088,0.0019195239580584015
01430,6450,5662,48,285,1,0,0.877829457364341,0.0074418604651162795,0.044186046511627906,0.0001550387596899225
01431,3188,3025,0,14,0,0,0.948870765370138,0.0,0.00439146800501882,0.0
01432,8124,6069,281,329,27,0,0.7470457902511078,0.034588872476612506,0.040497291974396846,0.0033234859675036928
01434,1889,1186,497,156,130,0,0.6278454208575966,0.26310217046056117,0.08258337744838538,0.06881948120698782
01436,3720,3517,52,0,0,0,0.9454301075268817,0.013978494623655914,0.0,0.0
01438,192,190,2,0,0,0,0.9895833333333334,0.010416666666666666,0.0,0.0
01440,21298,17360,999,580,15,0,0.815100009390553,0.046905812752371115,0.027232604000375624,0.0007042914827683351
01450,11228,9538,114,676,70,0,0.8494834342714642,0.010153188457427858,0.06020662629141432,0.006234413965087282
01451,5359,4610,0,252,81,0,0.860235118492256,0.0,0.047023698451203584,0.015114760216458294
01452,4339,3887,175,110,12,0,0.8958285319197972,0.04033187370361835,0.02535146347084582,0.0027656141968195437
01453,43635,31951,2373,1329,53,0,0.7322332989572591,0.05438294946717085,0.03045720178755586,0.0012146212902486536
01460,10150,8530,61,950,431,0,0.8403940886699507,0.006009852216748769,0.09359605911330049,0.042463054187192116
01462,11822,10291,252,399,314,0,0.8704956860091355,0.02131619015395026,0.03375063441042125,0.026560649636271357
01463,11693,10113,313,659,27,0,0.864876421790815,0.026768151885743607,0.0563585050885145,0.002309073804840503
01464,7017,5784,461,177,23,0,0.8242838820008551,0.06569759156334616,0.02522445489525438,0.0032777540259370103
01468,4157,3746,0,78,17,0,0.9011306230454654,0.0,0.018763531392831368,0.004089487611258119
01469,6803,5924,271,299,31,0,0.8707922975158019,0.03983536674996325,0.043951198000881965,0.004556813170660003
01473,8289,8029,0,53,0,0,0.9686331282422488,0.0,0.006394016166003136,0.0
