Snowball Map,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),MobilePrimary,BusinessPhone
78691,Asianlegend,23 Mamaroneck Ave,White Plains,10601,NY,,9144886838
78692,Mantis Gourmet Chinese Food- Permanently Closed,"Suite 150, 7308 8250 N Cortaro Rd",Tucson,85743,AZ,,5205796901
78693,New Tokyo,782 Palisade Ave,Yonkers,10703,NY,,9149631317
78694,Siam Thai Cuisine,5008 W Northern Ave,Glendale,85301,AZ,,6239312102
78695,Oshima,954 Mclean Ave,Yonkers,10704,NY,,9142373783
78696,Zheng's Chinese Kitchen,960 S Sarival Ave #116,Goodyear,85338,AZ,,6232172811
78697,Tomo Japanese Cuisine,642 Mclean Ave,Yonkers,10705,NY,,9143780888
78698,Eat Asian Food Truck,1572 S Cotton Ln,Goodyear,85338,AZ,,6233635353
78699,Kaito Sushi Ny,28 Palmer Ave,Bronxville,10708,NY,,9143371296
78700,Real Thai & Sushi,13749 N Litchfield Rd Ste. G109,Surprise,85379,AZ,,6232149775
78701,Sushi Palace,2223 Central Park Ave,Yonkers,10710,NY,,9142680877
78702,Asian Star,276 W 32nd St,Yuma,85364,AZ,,9283179888
78703,Golden Wok Chinese Restaurant,354 Webster Ave,New Rochelle,10801,NY,,9145760152
78704,Jade Garden Restaurant,1221 W 16th St,Yuma,85364,AZ,,9282763539
78705,Chinatown Restaurant,462 North Ave,New Rochelle,10801,NY,,9146322321
78706,The Lemon Grass Asian Cuisine,2585 E 16th St,Yuma,85365,AZ,,9287830622
78707,Sakura Sushi Japanese Restaurant,124 Fifth Ave,Pelham,10803,NY,,9142789996
78708,Hibachi Grill Super Buffet,465 AZ-90,Sierra Vista,85635,AZ,,5204588882
78709,Pelham Palace,221 Wolfs Ln,Pelham,10803,NY,,9147380388
78710,Golden Phoenix,1173 E Fry Blvd,Sierra Vista,85635,AZ,,5204594717
78711,Edo Restaurant,4787 Boston Post Rd,Pelham,10803,NY,,9147381413
78712,Panda House Continental,"Stue 420, 230 W Continental Rd",Green Valley,85622,AZ,,5203993373
78713,Sakana Japanese Cuisine,1287 North Ave,New Rochelle,10804,NY,,9146378888
78714,China Olive,1350 W Irvington Rd,Tucson,85746,AZ,,5208075168
78715,Jumbo Chinese & Japanese,191 Route 59 Ste 11,Suffern,10901,NY,,8453683888
78716,Ume Asian and Sushi,5655 W Valencia Rd,Tucson,85757,AZ,,5208387177
78717,Koto Sushi Japanese Restaurant,33 Lafayette Ave,Suffern,10901,NY,,8453578877
78718,Brother's Noodles,5605 E Speedway Blvd,Tucson,85712,AZ,,5203933774
78719,Sushiya,74 Lafayette Ave Ste 201,Suffern,10901,NY,,8455334178
78720,Wok Fire & Grill,1135 N Park Ave,Tucson,85719,AZ,,5208892388
78721,W & Z Asian Bistro & Sushi Bar,4672 W White Mountain Blvd,Lakeside,85929,AZ,,9283686333
78722,Magoya Japanese Restaurant,41 Brookside Ave,Chester,10918,NY,,8454697874
78723,Golden Dragon,2730 E Lakin Dr,Flagstaff,86001,AZ,,9285270111
78724,Chai Hing Chinese Restaurant,5 New Main St Ste B,Haverstraw,10927,NY,,8454297008
78725,Mandarin Garden Restaurant,3518 E Rte 66,Flagstaff,86004,AZ,,9285265033
78726,Sushi King,323 Main St,Highland Falls,10928,NY,,8454461458
78727,Szechuan Restaurant,1350 AZ-89A #21,Sedona,86336,AZ,,9282829288
78728,MT Fuji Restaurant,296 Route 17,Hillburn,10931,NY,,8453574270
78729,SUSHI AVE LLC,866 N HIGLEY RD STE 101,GILBERT,85234,AZ,,4802185700
78730,MR Sushi & Grill,400 Route 211 E Ste 2A,Middletown,10940,NY,,8453442628
78731,BASIL THAI,3110 N CENTRAL AVE,PHOENIX,85012,AZ,,6022745020
78732,Fuji Japanese Restaurant,1 N Galleria Dr Ste 145,Middletown,10941,NY,,8456928881
78733,STARLITE RESTAURANT,46 S LAKE POWELL BLVD,PAGE,86040,AZ,,9286453620
78734,Tai Fu,680 Route 211 E Ste 1,Middletown,10941,NY,,8456929895
78735,Tin Tin II,400 State Route 17M,Monroe,10950,NY,,8457820928
78736,SESAME INN CAREFREE,34482 N SCOTTSDALE RD,SCOTTSDALE,85266,AZ,,4805958888
78737,The Ridge Steakhouse,310 Saddle River Road,Monsey,10952,NY,,8455170022
78738,JIA CAFE,1430 W WARNER RD,GILBERT,85233,AZ,,4806567608
78739,World Sushi Of New York,266 E Route 59,Nanuet,10954,NY,,8456272272
78740,SHANGHAI CLUB,3434 W ANTHEM WAY,PHOENIX,85086,AZ,,6234653225
78741,CHINA ONE,2420 LEBANON PIKE #2413,NASHVILLE,37214,TN,,6158847878
78742,MR ANS TUCSON,6091 N ORACLE RD,TUCSON,85704,AZ,,5207970888
78743,CHINA ONE,3538 TOM AUSTIN HWY,SPRINGFIELD,37172,TN,,6159852888
78744,FAMOUS WOK LLC,6401 W MARANA CENTER BLVD,TUCSON,85742,AZ,,5205724964
78745,CHINA ONE,917 TINY TOWN RD SUITE D,CLARKSVILLE,37042,TN,,9315538080
78746,FOUR SEASONS RESTAURANT,1423 W MIRACLE MILE,TUCSON,85705,AZ,,5208824212
78747,CHINA PAN,5353 MT VIEW RD,ANTIOCH,37013,TN,,6157173338
78748,THAI LONG-AN LLC,4447 N 7TH AVE,PHOENIX,85013,AZ,,6023744430
78749,SUSHI YUKARI,5655 E RIVER RD STE 151,TUCSON,85750,AZ,,5202321393
78750,CHINA PANDA,8038 TN-100,NASHVILLE,37221,TN,,6156629893
78751,SALA THAI RESTAURANT,7448 W GLENDALE AVE,GLENDALE,85303,AZ,,6234356949
78752,CHINA PANDA RESTAURANT,2042 LASCASSAS PIKE,MURFREESBORO,37130,TN,9292298780,6158958995
78753,GINGER ZING,3460 E SOUTHERN AVE,MESA,85204,AZ,,4803250558
78754,CHINA SPRING,2354 US-41,GREENBRIER,37073,TN,,6156438880
78755,YOSHIS FOODS INC,4102 N 24TH ST STE 2,PHOENIX,85016,AZ,,6024689737
78756,CHINA SPRING-Closed,301 RICHARD WILKS RD,WHITE HOUSE,37188,TN,,6156723330
78757,RED DRAGON CHINESE CUISINE,4360 S HIGHWAY 95,FORT MOHAVE,86426,AZ,,9287636889
78758,CHINA SPRING,3946 CLARKSVILLE PIKE,NASHVILLE,37218,TN,,6158763359
78759,ASIA STATION,121 S SAN FRANCISCO ST,FLAGSTAFF,86001,AZ,,9284405381
78760,CHINA STAR,2327 MEMORIAL BLVD,MURFREESBORO,37129,TN,,6158903738
78761,SAING THAI CUISINE,9136 E VALENCIA RD,TUCSON,85747,AZ,,5206635955
78762,CHINA STAR,729 W MAIN ST,WOODBURY,37190,TN,,6155638001
78763,SAMURAI ASIAN BISTRO LLC,330 N DYSART RD STE 101,GOODYEAR,85338,AZ,,6239323099
78764,CHINA TOWN CAFE,2221 JACKSBORO PIKE,LAFOLLETTE,37766,TN,,4235668899
78765,KYOTO BOWL,2040 W CHANDLER BLVD,CHANDLER,85224,AZ,,4808558989
78766,CHINA WOK,10721 CHAPMAN HWY # 3,SEYMOUR,37865,TN,,8655778998
78767,AH-KAI SUSHI & GRILL LLC,831 S COTTON LN STE F1,GOODYEAR,85338,AZ,9173925150,6239323778
78768,CHINA WOK,1418B W MAIN ST,LEBANON,37087,TN,,6154433338
78769,THAI THAI,10639 N 19TH AVE,PHOENIX,85029,AZ,,6028707688
78770,CHINA WOK,214 WARD CIR,BRENTWOOD,37027,TN,,6153738878
78771,SHO-GA,1115 E FLORENCE BLVD,CASA GRANDE,85122,AZ,,5202515405
78772,CHINA WOK,247 W MAIN ST #3,HENDERSONVILLE,37075,TN,,6152641608
78773,TOKYO EXPRESS INC,914 E CAMELBACK RD STE 5,PHOENIX,85014,AZ,,6022774666
78774,CHINA WOK,3850 AUSTIN PEAY HWY #7,MEMPHIS,38128,TN,,9013839777
78775,MY THAI BOWL,1065 E BASELINE RD,GILBERT,85233,AZ,,4806991843
78776,CHINA WOK,910 N ELLINGTON PKWY,LEWISBURG,37091,TN,,9313590488
78777,SUSHI VALLEY LLC,10509 N ORACLE RD STE 131,TUCSON,85737,AZ,,5202191908
78778,CHINA WOK BUFFET,600 E SULLIVAN ST,KINGSPORT,37660,TN,,4232476168
78779,BLUE SUSHI,23233 N PIMA RD STE 101,SCOTTSDALE,85255,AZ,,4805858008
78780,CHINA WOK EXPRESS,700 N RIVERSIDE DR F,CLARKSVILLE,37040,TN,,9319195009
78781,CHINATOWN,2965 FORT CAMPBELL BLVD,CLARKSVILLE,37042,TN,,9314310086
78782,SALA THAI RESTAURANT,10880 N 32ND ST STE 29,PHOENIX,85028,AZ,,6024993437
78783,CHINE BELL RESTAURANT MADISON TN,143 GALLATIN PIKE N,MADISON,37115,TN,,6158652288
78784,YOSHIS FOODS INC,4050 N CENTRAL AVE,PHOENIX,85012,AZ,,6022746470
78785,Ming Tree,2754 ALCOA HWY,ALCOA,37701,TN,,8659843888
78786,SAMURAI NOODLE HOUSE,1047 HIGHWAY 95,BULLHEAD CITY,86429,AZ,,2134343469
78787,CHINESE KITCHEN RESTAURANT,15880 HIGHLAND DR,MCKENZIE,38201,TN,,7313523888
78788,CHAR THAI RESTAURANT,5039 E 5TH ST,TUCSON,85711,AZ,,5207951715
78789,CHOP SUEY HOUSE,2285 ELVIS PRESLEY BLVD,MEMPHIS,38106,TN,,9019474023
78790,SENJU JAPANESE RESTAURANT,440 W WARNER RD STE 104,TEMPE,85284,AZ,,7078361699
78791,CHOPSTICK HOUSE,3538 MURFREESBORO PIKE,ANTIOCH,37013,TN,,6155018881
78792,LIN'S LITTLE CHINA RESTAURANT INC,"1632 MCCULLOCH BLVD., SUITE 9",LAKE HAVASU CITY,86403,AZ,,9284539295
78793,CHOPSTICKS ASIAN CUISINE,772 BRIARCLIFF AVE,OAK RIDGE,37830,TN,,8652208598
78794,IZUMI SUSHI BAR & SEAFOOD,3655 E SPEEDWAY BLVD,TUCSON,85716,AZ,,5203272778
78795,CHOPSTICKS RESTAURANT,1596 FORT CAMPBELL BLVD UNIT #1,CLARKSVILLE,37042,TN,,9318028586
78796,HEALTHY DINING RESTAURANTS LLC,4731 E GREENWAY RD STE 6,PHOENIX,85032,AZ,,6024820323
78797,DRAGON 2000 EXPRESS CHINESE FOOD,913 NORTH PKWY,JACKSON,38305,TN,,7314276188
78798,TERIYAKI MADNESS,4225 S GILBERT RD STE 1,CHANDLER,85249,AZ,,4805845353
78799,DRAGON BUFFET,165 UNIVERSITY PLAZA DR,MARTIN,38237,TN,,7315878882
78800,THAI ON DEMAND,8880 E VIA LINDA,SCOTTSDALE,85258,AZ,,4805504999
78801,DRAGON DEN CHINESE RESTAURANT,10205 KINGSTON PIKE,KNOXVILLE,37922,TN,,8656914529
78802,TOTTIES ASIAN KITCHEN,13040 N 19TH ST,PHOENIX,85022,AZ,,4804272756
78803,DRAGON EXPRESS,693 NASHVILLE PIKE,GALLATIN,37066,TN,,6154618293
78804,NOODLEHOLICS,3502 E GRANT RD,TUCSON,85716,AZ,,5203054262
78805,DRAGON EXPRESS,707 E MAIN ST,LIVINGSTON,38570,TN,,9318238889
78806,THAI SPOT,316 W PERKINSVILLE RD,CHINO VALLEY,86323,AZ,,9282375241
78807,DRAGON GARDEN,4912 CHARLOTTE AVE,NASHVILLE,37209,TN,,6153850889
78808,EVERGREEN CHINESE SUPER BUFFET,2625 DECHERD BLVD,WINCHESTER,37398,TN,,9319670988
78809,ROYAL THAI GRILL NO 1 INC,321 W MCKELLIPS RD,MESA,85201,AZ,,4807339025
78810,EVERGREEN EXPRESS CHINESE RESTAURANT,5539 EDMONDSON PIKE,NASHVILLE,37211,TN,,6158349788
78811,OSAKA GRILL,681 E APACHE BLVD,TEMPE,85281,AZ,,4809686811
78812,FAR EAST,1529 E MAIN ST,MURFREESBORO,37130,TN,,6158901413
78813,THAI E-SAN,616 W INDIAN SCHOOL RD,PHOENIX,85013,AZ,,6022978888
78814,FORMOSA CHINESE RESTAURANT,6685 QUINCE RD,MEMPHIS,38119,TN,,9017539898
78815,EL TATAKI MEXICAN TRADITIONAL,10685 W INDIAN SCHOOL RD,AVONDALE,85392,AZ,,6232303668
78816,FORMOSA RESTAURANT,5425 TN-153,HIXSON,37343,TN,,4238756953
78817,TOKYO JOES INC,4715 S RURAL RD,TEMPE,85282,AZ,,4803078868
78818,FORTUNE EXPRESS,5197 MURFREESBORO RD,LA VERGNE,37086,TN,,6152879222
78819,TOKYO JOES INC,10285 W MCDOWELL RD,AVONDALE,85392,AZ,,6028834952
78820,FORTUNE HOUSE,410 W MAIN ST,HENDERSONVILLE,37075,TN,,6158242006
78821,Golden Run,1317 West St,Elizabethtown,28337,NC,,9108626030
78822,FORTUNE HOUSE RESTAURANT,1238 TAFT HWY,SIGNAL MOUNTAIN,37377,TN,,4235178999
78823,Ginger Asian Cuisine Restaurant-Permanently Closed,2048 Kildaire Farm Rd,Cary,27518,NC,,9198598998
78824,FORTUNE VILLAGE (BLUE ROOF),1506 MEMORIAL BLVD,SPRINGFIELD,37172,TN,,6153846435
78825,Tokyo Express,2902 S Horner Blvd,Sanford,27332,NC,,9197770469
78826,FU HOUSE,4421 WESTERN AVE,KNOXVILLE,37921,TN,,8655409989
78827,Yummy Hibachi,1002 Summit Ave Suite A,Greensboro,27405,NC,,3369380985
78828,FULIN,1351 N GERMANTOWN PKWY,CORDOVA,38016,TN,,9017559131
78829,King Chinese Buffet,5121 NC Hwy 42 W Ste 120,Garner,27529,NC,,9196625558
78830,FULL HOUSE,3507 W EMORY RD,POWELL,37849,TN,,8659478699
78831,Shanghai Alley,1148 Kildaire Farm Rd,Cary,27511,NC,,9193802900
78832,GARDEN EXPRESS,2550 E MORRIS BLVD # 32,MORRISTOWN,37813,TN,,4233180190
78833,Rainbow Garden,23 NC-98 # 800,Bunn,27508,NC,,9193402286
78834,GOLDEN CHINA,431 SAM RIDLEY PKWY W,SMYRNA,37167,TN,,6152208717
78835,Peng's Asian Cuisine,108-A 8516 Factory Shops Rd,Morrisville,27560,NC,,9196785313
78836,GOLDEN CHINA RESTAURANT,1160 S BELLEVUE BLVD,MEMPHIS,38106,TN,,9017745621
78837,Wang's Kitchen,6300-114 Creedmoor Rd,Raleigh,27612,NC,,9198468820
78838,GOLDEN DRAGON,114 W WASHINGTON ST,PARIS,38242,TN,,7316443288
78839,Asia Express Hibachi & Wings,1040 Forestville Rd #128,Wake Forest,27587,NC,,9195628988
78840,GOLDEN DRAGON,980 WAYNE RD,SAVANNAH,38372,TN,,7319251723
78841,Pagoda Chinese Restaurant,5304-D Sunset Rd,Charlotte,28269,NC,,7045999289
78842,GOLDEN GARDEN CHINESE RESTAURANT,5737 WESTERN AVE,KNOXVILLE,37921,TN,,8655885517
78843,Fortune Garden,5894 809 E Arrowood Rd #1800,Charlotte,28217,NC,,7045232828
78844,GREAT WALL,2526 HILLSBORO BLVD,MANCHESTER,37355,TN,,9319545088
78845,China House,2388 NC-10 Hwy,Newton,28658,NC,,8284659933
78846,GREAT WALL,2838 HICKORY HILL RD # 19,MEMPHIS,38115,TN,,9015425252
78847,Fortune Cookie Asian Restaurant,550 N Reilly Rd,Fayetteville,28303,NC,,9107588087
78848,GREAT WALL,4825 MAIN ST,SPRING HILL,37174,TN,,6157949959
78849,Asian Cuisine (Yadkin Rd),5548 Yadkin Rd,Fayetteville,28303,NC,,9105009000
78850,GREAT WALL,5983 LEBANON RD,MURFREESBORO,37129,TN,,6158909559
78851,Mizuki Japan,4712 New Centre Dr #101,Wilmington,28405,NC,,9107690331
78852,GREAT WALL 1,1638 FORT CAMPBELL BLVD,CLARKSVILLE,37042,TN,,9315528033
78853,Okinawa Fusion House,93 F Western Blvd,Jacksonville,28546,NC,,9103787186
78854,GREAT WALL OF CHINA,2176 HILLSBORO RD,FRANKLIN,37069,TN,,6155912223
78855,FORTUNE COOKIE CHINESE RESTAURANT,601 S KINGS DR SUITE D,CHARLOTTE,28204,NC,,7043771388
78856,GREEN CHINA,9435 POPLAR AVE,GERMANTOWN,38138,TN,,9016245919
78857,GARDEN BUFFET,300 VIRGINIA RD,EDENTON,27932,NC,,2524828898
78858,HAPPY CHINESE WOK & SUSHI,3102 KEFAUVER DR,MILAN,38358,TN,,7316132282
78859,TASTE OF CHINA,6209 ROCK QUARRY RD,RALEIGH,27610,NC,,9197732285
78860,HAPPY FAST FOOD,575 ALMAVILLE RD,SMYRNA,37167,TN,,6157888882
78861,Hibachix,5400 S Miami Blvd Ste 102,Durham,27703,NC,,9192466689
78862,HAPPY PANDA,2018 FORT CAMPBELL BLVD,CLARKSVILLE,37042,TN,,9316488880
78863,Ishi 3 Japanese Restaurant,4553 Nc Highway 49 S,Harrisburg,28075,NC,,7044554599
78864,TASU ASIAN BISTRO,5107 SOUTHPARK DR STE 205,DURHAM,27713,NC,,9196091139
78865,SARKUS EXPRESS,3094 S HORNER BLVD,SANFORD,27332,NC,,9192922662
78866,HONG KONG KING BUFFET,866 US-411,ETOWAH,37331,TN,,4232630098
78867,THAI EMERALD INC,10110 NORTHCROSS CENTER C,HUNTERSVILLE,28078,NC,,7048967484
78868,HUNAN EXPRESS,920 GALLATIN AVE,NASHVILLE,37206,TN,,6152283092
78869,HIBACHI FUSION LLC,2715 GRANDVIEW AVE STE A,GREENSBORO,27408,NC,,3362549518
78870,HUNAN WOK 1,2201 East 23rd Street,Chattanooga,37407,TN,,4236246200
78871,GOJI BISTRO,100 MAYNARD CROSSING CT,CARY,27513,NC,,9194668888
78872,JUMBO BUFFET,7430 CHAPMAN HWY,KNOXVILLE,37920,TN,,8656093688
78873,TENKO JAPAN,4040 ED DR STE 121,RALEIGH,27612,NC,,9197815181
78874,KHUN'S CHINESE RESTAURANT,3290 JACKSON AVE,MEMPHIS,38122,TN,,9013232117
78875,PAD THAI,2425 GUESS RD,DURHAM,27705,NC,,9194169009
78876,KIMBALL CHINA BUFFET,401 KIMBALL CROSSING DR,KIMBALL,37347,TN,,4238370089
78877,SINO WOK,5959 TRIANGLE TOWN BLVD,RALEIGH,27616,NC,,9197922499
78878,KING CHEF,298 SAM RIDLEY PKWY E SUITE 160,SMYRNA,37167,TN,,6152230006
78879,SZECHUAN 132 INC,419 S COLLEGE RD STE 41,WILMINGTON,28403,NC,,9107991426
78880,KING DELICIOUS,980 POMONA RD,DICKSON,37055,TN,,6154467007
78881,RED BOWL ASIAN BISTRO,6360 PLANTATION CENTER DR,RALEIGH,27616,NC,9196491698,9197909222
78882,KING MAO,1630 FORT CAMPBELL BLVD,CLARKSVILLE,37042,TN,,9315528808
78883,Chopstix,5607 Creedmoor Road,Raleigh,27612,NC,9198952933,9197816268
78884,KORI,894 TN-76 STE 111,CLARKSVILLE,37043,TN,,9313585055
78885,KYOTO EXPRESS LLC,247 OAK ST,FOREST CITY,28043,NC,,8286068092
78886,LITTLE PANDA RESTAURANT,5045 MEMORIAL BLVD,KINGSPORT,37664,TN,,4233437525
78887,PAPER CRANE,420 EASTWOOD RD,WILMINGTON,28403,NC,,9103957008
78888,LUCKY BAMBOO CHINA BISTRO,5855 CHARLOTTE PIKE,NASHVILLE,37209,TN,,6157605930
78889,Spicy 9 Sushi Bar,140 W FRANKLIN ST,CHAPEL HILL,27516,NC,,9194203193
78890,MAIN MOON CHINESE,471 NORTH DUPREE ST,BROWNSVILLE,38012,TN,,7313265089
78891,OSAKA BOONE LLC,214 SOUTHGATE DR,BOONE,28607,NC,,8282620555
78892,MANDARIN EXPRESS,2760 N GERMANTOWN PKWY,MEMPHIS,38133,TN,,9013724588
78893,E-NOODLE & CO ASIAN BISTRO,360 EXCHANGE ST NW,CONCORD,28027,NC,,7047828818
78894,MEI WEI CHINESE RESTAURANT,100 MARTIN ST #2529,KINGSTON,37763,TN,,8653762033
78895,PRIK THAI,2429 ROBESON ST,FAYETTEVILLE,28305,NC,,9104910256
78896,MENG'S CHINESE CUISINES,2990 SEMMES ST,MEMPHIS,38114,TN,,9017430170
78897,BASIL THAI CUISINE BALLANTYNE,7800 REA RD STE A,CHARLOTTE,28277,NC,,7049006522
78898,CHAN DOMIKA INC,420 JONESTOWN RD STE J,WINSTON SALEM,27104,NC,,3366598466
78899,MISTER WOK,5402 BRAINERD RD,CHATTANOOGA,37411,TN,,4238926669
78900,CHOPSTIX,4424 WALLBURG LANDING DR,WINSTON SALEM,27107,NC,,3363069513
78901,MR WOK,304 S BROADWAY # C,PORTLAND,37148,TN,,6153252688
78902,INDOCHINE RESTAURANT,7 WAYNE DR,WILMINGTON,28403,NC,,9102519229
78903,MR. WOK,520 TN-76,WHITE HOUSE,37188,TN,,16156726878
78904,BAHNS CUISINE,750 9TH ST,DURHAM,27705,NC,,9192865073
78905,MR. WOK CHINESE HIBACHI GRILL,725 CLINCH AVE,CLINTON,37716,TN,,8654575616
78906,SARKU JAPAN,3 S TUNNEL RD STE FC7,ASHEVILLE,28805,NC,,8285051857
78907,NEW CENTURY BUFFET,510 MADISON ST,SHELBYVILLE,37160,TN,,9316840190
78908,NEW CHINA,1400 LIBERTY PIKE #200,FRANKLIN,37067,TN,,6155998898
78909,KAIZOKU,6461 OLD MONROE RD STE C,INDIAN TRAIL,28079,NC,,9803138686
78910,NEW CHINA,450 DONELSON PIKE,NASHVILLE,37214,TN,,6159029666
78911,TACO BAO,1101 W GATE CITY BLVD,GREENSBORO,27403,NC,,3363658888
78912,NEW CHINA,833 NASHVILLE HWY,COLUMBIA,38401,TN,,9313802558
78913,WASABI LLC,107 EDINBURGH SOUTH DR,CARY,27511,NC,,9194607980
78914,NEW CHINA,8530 HIXSON PIKE,HIXSON,37343,TN,,4238430586
78915,NEW CHINA BUFFET,15235 RANKIN AVE,DUNLAP,37327,TN,,4239491101
78916,NEW CHINA BUFFET,3536 CUMMINGS HWY #104,CHATTANOOGA,37419,TN,,4238216988
78917,SUSHI STAR LLC,9905 ROSE COMMONS DR,HUNTERSVILLE,28078,NC,,7049487877
78918,NEW CHINA BUFFET,727 S TENNESSEE AVE,PARSONS,38363,TN,,7318476366
78919,BANGKOK PHO,820 CONOVER BLVD W,CONOVER,28613,NC,,7043250993
78920,NEW CHINA RESTAURANT,3710 RINGGOLD RD,CHATTANOOGA,37412,TN,3477036060,4234951818
78921,SARKUS EXPRESS 3 LLC,220 N MAIN ST,RANDLEMAN,27317,NC,,3367994564
78922,NEW CHINA STAR,332 FREY ST,ASHLAND CITY,37015,TN,,6157922882
78923,OSAKA JAPANESE RESTAURANT,3232 SPRINGS RD NE,HICKORY,28601,NC,,8284412495
78924,NEW DRAGON PHOENIX,2828 ELM HILL PIKE,NASHVILLE,37214,TN,,6158892838
78925,OSAKA,5540 CAMDEN RD,FAYETTEVILLE,28306,NC,,9103392288
78926,NINE DRAGONS,2141 WILMA RUDOLPH BLVD,CLARKSVILLE,37040,TN,,9315519883
78927,KOBE EXPRESS JAPANESE REST,86 WALMART PLZ STE 2,SYLVA,28779,NC,,8285860999
78928,NO 1 CHINESE RESTAURANT,63 E THOMPSON LN STE 105,NASHVILLE,37211,TN,,6153338688
78929,TERIYAKI MADNESS,1100 METROPOLITAN AVE,CHARLOTTE,28204,NC,,7049102076
78930,NO. 1,6900 LENOX VILLAGE DR,NASHVILLE,37211,TN,,6158339999
78931,NO. 1 CHINESE RESTAURANT,3189 N HIGHLAND AVE SPACE K,JACKSON,38305,TN,,7319847337
78932,SABAIDEE THAI & SUSHI,1048 COPPERFIELD BLVD NE,CONCORD,28025,NC,,7047878144
78933,NO1 CHINESE RESTAURANT,574 WINFIELD DUNN PKWY,SEVIERVILLE,37876,TN,,8654539902
78934,NORTH CHINA CHINESE RESTAURANT,639 PARKWAY,GATLINBURG,37738,TN,,8654366572
78935,YOSHIDA EXPRESS,611 TUNNEL RD STE B,ASHEVILLE,28805,NC,,8282986967
78936,NUMBER ONE CHINESE KITCHEN,1219 GETWELL RD,MEMPHIS,38111,TN,,9013273838
78937,DANS SUSHI AND HIBACHI,1313 N MAIN ST,FUQUAY VARINA,27526,NC,,9195778000
78938,ORIENTAL LUNCH,3 ARCADE,NASHVILLE,37219,TN,,6152449320
78939,THAI THAI CUISINE,108 OSTERVILLE DR,HOLLY SPRINGS,27540,NC,,9193035700
78940,PANDA,447 BAKER HWY #1,HUNTSVILLE,37756,TN,,4236632900
78941,BANGKOK DOWNTOWN,113 E INNES ST,SALISBURY,28144,NC,,7046036253
78942,PANDA,682 NASHVILLE PIKE,GALLATIN,37066,TN,,6152308868
78943,MONGOLIAN HOUSE,305 N MARINE BLVD,JACKSONVILLE,28540,NC,,9104556886
78944,PANDA CHINESE RESTAURANT,4424 WESTERN AVE,KNOXVILLE,37921,TN,,8656373732
78945,RED BOWL SOUTHERN PINE INC,10820 US HIGHWAY 15 501,SOUTHERN PINES,28387,NC,,9106848403
78946,PANDA GARDEN,2423 CALLAHAN DR,KNOXVILLE,37912,TN,,8659388922
78947,SUSHI IWA CLAYTON,11629 US 70 BUS HWY W,CLAYTON,27520,NC,,9195856140
78948,PANDA GARDEN BUFFET,120 LOCUST ST,DAYTON,37321,TN,,4237755557
78949,PANDA GARDEN BUFFET INC,166 S WILLOW AVE,COOKEVILLE,38501,TN,,9315285988
78950,PERSUASIAN INC,2214 PARK RD,CHARLOTTE,28203,NC,,7043331837
78951,PEKING CHINESE RESTAURANT-buffet,420 PARK BLVD #8,ROGERSVILLE,37857,TN,,4232728278
78952,ASIAN GARDEN,242 GRANDE HEIGHTS DR,CARY,27513,NC,,9194628598
78953,PEKING HOUSE,105 TOWNSHIP DR,HENDERSONVILLE,37075,TN,,6158225888
78954,ASIAN KITCHEN,106 E CENTRAL AVE,RAEFORD,28376,NC,,9108757500
78955,PLUM TREE CHINESE RESTAURANT,7052 KINGSTON PIKE,KNOXVILLE,37919,TN,,8655882002
78956,CHINA CHEF,930 US-64,APEX,27523,NC,,9194688982
78957,RICE BOWL CHINESE RESTAURANT,2705 GETWELL RD,MEMPHIS,38118,TN,,9017953115
78958,CHINA FUJI,615 HAMPTON POINTE,HILLSBOROUGH,27278,NC,,9197323588
78959,RICE BOX,1123 N CASTLE HEIGHTS AVE,LEBANON,37087,TN,,6154499488
78960,CHINA GOGO KITCHEN,7010 SMITH CORNERS BLVD F,CHARLOTTE,28269,NC,,7044969320
78961,RICE KING,7327 TAZEWELL PIKE,CORRYTON,37721,TN,,8656870101
78962,CHINA II(MOORESVILLE),112 ARGUS LN C,MOORESVILLE,28117,NC,,7042286000
78963,RICE KING II,1887 LOUISVILLE RD,ALCOA,37701,TN,,8659829682
78964,CHINA INN CHINESE RESTAURANT,518 US-70,HAVELOCK,28532,NC,,2524473388
78965,ROYAL PANDA RESTAURANT,3120 VILLAGE SHOPS DR #23,GERMANTOWN,38138,TN,,9017569697
78966,CHINA KING - Permanently closed,102 E SOUTH MAIN ST,LITTLETON,27850,NC,,2525867722
78967,SHANGRI-LA,14 E 7TH ST,CHATTANOOGA,37402,TN,,4232661521
78968,CHINA KING RESTAURANT,845 S 17TH ST,WILMINGTON,28401,NC,,9107623318
78969,SING LAY,2684 FRAYSER BLVD,MEMPHIS,38127,TN,,9013588341
78970,CHINA LIN,317 PREMIER BLVD,ROANOKE RAPIDS,27870,NC,,2525371118
78971,SONG DA,11461 OLD NASHVILLE HWY,SMYRNA,37167,TN,,6152208922
78972,CHINA MING BUFFET,284 N TALBERT BLVD,LEXINGTON,27292,NC,,3362366988
78973,SUNRISE CHINA,2602 US-411 #106,MARYVILLE,37801,TN,,8659842508
78974,CHINA PALACE RESTAURANT,5210 GARRETT RD,DURHAM,27707,NC,,9194933088
78975,SUPER CHINA BUFFET,5228 MAIN ST,SPRING HILL,37174,TN,,9314863400
78976,CHINA STAR,6109 ROCK QUARRY RD,RALEIGH,27610,NC,,9199774678
